"Regionskode";"Region";"Dato";"Bekræftede tilfælde i alt";"timestamp_2025-10-21T10:00:08.562"
1082;Midtjylland;2021-07-24;184;
1081;Nordjylland;2021-07-24;58;
1085;Sjælland;2021-07-24;49;
1083;Syddanmark;2021-07-24;76;
1084;Hovedstaden;2021-07-25;348;
1082;Midtjylland;2021-07-25;200;
1081;Nordjylland;2021-07-25;55;
1085;Sjælland;2021-07-25;53;
1083;Syddanmark;2021-07-25;115;
1084;Hovedstaden;2021-07-26;406;
1082;Midtjylland;2021-07-26;276;
1081;Nordjylland;2021-07-26;108;
1085;Sjælland;2021-07-26;90;
1083;Syddanmark;2021-07-26;149;
1084;Hovedstaden;2021-07-27;398;
1082;Midtjylland;2021-07-27;253;
1081;Nordjylland;2021-07-27;125;
1085;Sjælland;2021-07-27;71;
1083;Syddanmark;2021-07-27;117;
1084;Hovedstaden;2021-07-28;382;
1082;Midtjylland;2021-07-28;216;
1081;Nordjylland;2021-07-28;161;
1085;Sjælland;2021-07-28;69;
1083;Syddanmark;2021-07-28;156;
1084;Hovedstaden;2021-07-29;315;
1082;Midtjylland;2021-07-29;225;
1081;Nordjylland;2021-07-29;127;
1085;Sjælland;2021-07-29;61;
1083;Syddanmark;2021-07-29;159;
1084;Hovedstaden;2021-07-30;346;
1082;Midtjylland;2021-07-30;212;
1081;Nordjylland;2021-07-30;89;
1085;Sjælland;2021-07-30;78;
1083;Syddanmark;2021-07-30;122;
1084;Hovedstaden;2021-07-31;290;
1082;Midtjylland;2021-07-31;180;
1081;Nordjylland;2021-07-31;115;
1085;Sjælland;2021-07-31;55;
1083;Syddanmark;2021-07-31;109;
1084;Hovedstaden;2021-08-01;335;
1082;Midtjylland;2021-08-01;181;
1081;Nordjylland;2021-08-01;115;
1085;Sjælland;2021-08-01;77;
1083;Syddanmark;2021-08-01;128;
1084;Hovedstaden;2021-08-02;339;
1082;Midtjylland;2021-08-02;229;
1081;Nordjylland;2021-08-02;114;
1085;Sjælland;2021-08-02;78;
1083;Syddanmark;2021-08-02;148;
1084;Hovedstaden;2021-08-03;306;
1082;Midtjylland;2021-08-03;245;
1081;Nordjylland;2021-08-03;89;
1085;Sjælland;2021-08-03;93;
1083;Syddanmark;2021-08-03;152;
1084;Hovedstaden;2021-08-04;350;
1082;Midtjylland;2021-08-04;215;
1081;Nordjylland;2021-08-04;113;
1085;Sjælland;2021-08-04;69;
1083;Syddanmark;2021-08-04;172;
1084;Hovedstaden;2021-08-05;357;
1082;Midtjylland;2021-08-05;200;
1081;Nordjylland;2021-08-05;122;
1085;Sjælland;2021-08-05;73;
1083;Syddanmark;2021-08-05;177;
1084;Hovedstaden;2021-08-06;371;
1082;Midtjylland;2021-08-06;205;
1081;Nordjylland;2021-08-06;112;
1085;Sjælland;2021-08-06;87;
1083;Syddanmark;2021-08-06;139;
1084;Hovedstaden;2021-08-07;384;
1082;Midtjylland;2021-08-07;190;
1081;Nordjylland;2021-08-07;90;
1085;Sjælland;2021-08-07;60;
1083;Syddanmark;2021-08-07;125;
1084;Hovedstaden;2021-08-08;395;
1082;Midtjylland;2021-08-08;231;
1081;Nordjylland;2021-08-08;115;
1085;Sjælland;2021-08-08;87;
1083;Syddanmark;2021-08-08;155;
1084;Hovedstaden;2021-08-09;473;
1082;Midtjylland;2021-08-09;200;
1081;Nordjylland;2021-08-09;121;
1085;Sjælland;2021-08-09;126;
1083;Syddanmark;2021-08-09;177;
1084;Hovedstaden;2021-08-10;421;
1082;Midtjylland;2021-08-10;258;
1081;Nordjylland;2021-08-10;115;
1085;Sjælland;2021-08-10;109;
1083;Syddanmark;2021-08-10;179;
1084;Hovedstaden;2021-08-11;396;
1082;Midtjylland;2021-08-11;235;
1081;Nordjylland;2021-08-11;103;
1085;Sjælland;2021-08-11;123;
1083;Syddanmark;2021-08-11;133;
1084;Hovedstaden;2021-08-12;381;
1082;Midtjylland;2021-08-12;257;
1081;Nordjylland;2021-08-12;110;
1085;Sjælland;2021-08-12;112;
1083;Syddanmark;2021-08-12;142;
1084;Hovedstaden;2021-08-13;398;
1082;Midtjylland;2021-08-13;207;
1081;Nordjylland;2021-08-13;104;
1085;Sjælland;2021-08-13;124;
1083;Syddanmark;2021-08-13;133;
1084;Hovedstaden;2021-08-14;330;
1082;Midtjylland;2021-08-14;200;
1081;Nordjylland;2021-08-14;78;
1085;Sjælland;2021-08-14;76;
1083;Syddanmark;2021-08-14;150;
1084;Hovedstaden;2021-08-15;395;
1082;Midtjylland;2021-08-15;243;
1081;Nordjylland;2021-08-15;67;
1085;Sjælland;2021-08-15;74;
1083;Syddanmark;2021-08-15;164;
1084;Hovedstaden;2021-08-16;426;
1082;Midtjylland;2021-08-16;252;
1081;Nordjylland;2021-08-16;103;
1085;Sjælland;2021-08-16;100;
1083;Syddanmark;2021-08-16;222;
1084;Hovedstaden;2021-08-17;374;
1082;Midtjylland;2021-08-17;247;
1081;Nordjylland;2021-08-17;106;
1085;Sjælland;2021-08-17;87;
1083;Syddanmark;2021-08-17;214;
1084;Hovedstaden;2021-08-18;425;
1082;Midtjylland;2021-08-18;211;
1081;Nordjylland;2021-08-18;84;
1085;Sjælland;2021-08-18;88;
1083;Syddanmark;2021-08-18;172;
1084;Hovedstaden;2021-08-19;435;
1082;Midtjylland;2021-08-19;222;
1081;Nordjylland;2021-08-19;95;
1085;Sjælland;2021-08-19;92;
1083;Syddanmark;2021-08-19;182;
1084;Hovedstaden;2021-08-20;475;
1082;Midtjylland;2021-08-20;197;
1081;Nordjylland;2021-08-20;82;
1085;Sjælland;2021-08-20;100;
1083;Syddanmark;2021-08-20;139;
1084;Hovedstaden;2021-08-21;446;
1082;Midtjylland;2021-08-21;113;
1081;Nordjylland;2021-08-21;55;
1085;Sjælland;2021-08-21;59;
1083;Syddanmark;2021-08-21;100;
1084;Hovedstaden;2021-08-22;545;
1082;Midtjylland;2021-08-22;170;
1081;Nordjylland;2021-08-22;62;
1085;Sjælland;2021-08-22;73;
1083;Syddanmark;2021-08-22;146;
1084;Hovedstaden;2021-08-23;512;
1082;Midtjylland;2021-08-23;206;
1081;Nordjylland;2021-08-23;70;
1085;Sjælland;2021-08-23;96;
1083;Syddanmark;2021-08-23;171;
1084;Hovedstaden;2021-08-24;559;
1082;Midtjylland;2021-08-24;152;
1081;Nordjylland;2021-08-24;62;
1085;Sjælland;2021-08-24;80;
1083;Syddanmark;2021-08-24;162;
1084;Hovedstaden;2021-08-25;511;
1082;Midtjylland;2021-08-25;149;
1081;Nordjylland;2021-08-25;50;
1085;Sjælland;2021-08-25;99;
1083;Syddanmark;2021-08-25;151;
1084;Hovedstaden;2021-08-26;500;
1082;Midtjylland;2021-08-26;201;
1081;Nordjylland;2021-08-26;75;
1085;Sjælland;2021-08-26;80;
1083;Syddanmark;2021-08-26;179;
1084;Hovedstaden;2021-08-27;361;
1082;Midtjylland;2021-08-27;143;
1081;Nordjylland;2021-08-27;43;
1085;Sjælland;2021-08-27;76;
1083;Syddanmark;2021-08-27;121;
1084;Hovedstaden;2021-08-28;377;
1082;Midtjylland;2021-08-28;118;
1081;Nordjylland;2021-08-28;32;
1085;Sjælland;2021-08-28;62;
1083;Syddanmark;2021-08-28;86;
1084;Hovedstaden;2021-08-29;432;
1082;Midtjylland;2021-08-29;124;
1081;Nordjylland;2021-08-29;38;
1085;Sjælland;2021-08-29;74;
1083;Syddanmark;2021-08-29;112;
1084;Hovedstaden;2021-08-30;446;
1082;Midtjylland;2021-08-30;148;
1081;Nordjylland;2021-08-30;61;
1085;Sjælland;2021-08-30;98;
1083;Syddanmark;2021-08-30;157;
1084;Hovedstaden;2021-08-31;412;
1082;Midtjylland;2021-08-31;155;
1081;Nordjylland;2021-08-31;51;
1085;Sjælland;2021-08-31;69;
1083;Syddanmark;2021-08-31;133;
1084;Hovedstaden;2021-09-01;400;
1082;Midtjylland;2021-09-01;115;
1081;Nordjylland;2021-09-01;38;
1085;Sjælland;2021-09-01;82;
1083;Syddanmark;2021-09-01;81;
1084;Hovedstaden;2021-09-02;316;
1082;Midtjylland;2021-09-02;83;
1081;Nordjylland;2021-09-02;36;
1085;Sjælland;2021-09-02;79;
1083;Syddanmark;2021-09-02;75;
1084;Hovedstaden;2021-09-03;280;
1082;Midtjylland;2021-09-03;107;
1081;Nordjylland;2021-09-03;25;
1085;Sjælland;2021-09-03;56;
1083;Syddanmark;2021-09-03;72;
1084;Hovedstaden;2021-09-04;239;
1082;Midtjylland;2021-09-04;74;
1081;Nordjylland;2021-09-04;16;
1085;Sjælland;2021-09-04;31;
1083;Syddanmark;2021-09-04;62;
1084;Hovedstaden;2021-09-05;284;
1082;Midtjylland;2021-09-05;72;
1081;Nordjylland;2021-09-05;20;
1085;Sjælland;2021-09-05;49;
1083;Syddanmark;2021-09-05;54;
1084;Hovedstaden;2021-09-06;321;
1082;Midtjylland;2021-09-06;67;
1081;Nordjylland;2021-09-06;25;
1085;Sjælland;2021-09-06;103;
1083;Syddanmark;2021-09-06;76;
1084;Hovedstaden;2021-09-07;321;
1082;Midtjylland;2021-09-07;99;
1081;Nordjylland;2021-09-07;16;
1085;Sjælland;2021-09-07;93;
1083;Syddanmark;2021-09-07;83;
1084;Hovedstaden;2021-09-08;274;
1082;Midtjylland;2021-09-08;75;
1081;Nordjylland;2021-09-08;28;
1085;Sjælland;2021-09-08;65;
1083;Syddanmark;2021-09-08;60;
1084;Hovedstaden;2021-09-09;219;
1082;Midtjylland;2021-09-09;91;
1081;Nordjylland;2021-09-09;28;
1085;Sjælland;2021-09-09;89;
1083;Syddanmark;2021-09-09;69;
1084;Hovedstaden;2021-09-10;176;
1082;Midtjylland;2021-09-10;68;
1081;Nordjylland;2021-09-10;17;
1085;Sjælland;2021-09-10;63;
1083;Syddanmark;2021-09-10;58;
1084;Hovedstaden;2021-09-11;174;
1082;Midtjylland;2021-09-11;55;
1081;Nordjylland;2021-09-11;10;
1085;Sjælland;2021-09-11;42;
1083;Syddanmark;2021-09-11;33;
1084;Hovedstaden;2021-09-12;194;
1082;Midtjylland;2021-09-12;43;
1081;Nordjylland;2021-09-12;19;
1085;Sjælland;2021-09-12;50;
1083;Syddanmark;2021-09-12;27;
1084;Hovedstaden;2021-09-13;198;
1082;Midtjylland;2021-09-13;62;
1081;Nordjylland;2021-09-13;38;
1085;Sjælland;2021-09-13;66;
1083;Syddanmark;2021-09-13;49;
1084;Hovedstaden;2021-09-14;184;
1082;Midtjylland;2021-09-14;47;
1081;Nordjylland;2021-09-14;23;
1085;Sjælland;2021-09-14;43;
1083;Syddanmark;2021-09-14;50;
1084;Hovedstaden;2021-09-15;154;
1082;Midtjylland;2021-09-15;55;
1081;Nordjylland;2021-09-15;27;
1085;Sjælland;2021-09-15;41;
1083;Syddanmark;2021-09-15;40;
1084;Hovedstaden;2021-09-16;144;
1082;Midtjylland;2021-09-16;45;
1081;Nordjylland;2021-09-16;23;
1085;Sjælland;2021-09-16;36;
1083;Syddanmark;2021-09-16;60;
1084;Hovedstaden;2021-09-17;147;
1082;Midtjylland;2021-09-17;46;
1081;Nordjylland;2021-09-17;16;
1085;Sjælland;2021-09-17;36;
1083;Syddanmark;2021-09-17;67;
1084;Hovedstaden;2021-09-18;91;
1082;Midtjylland;2021-09-18;44;
1081;Nordjylland;2021-09-18;10;
1085;Sjælland;2021-09-18;33;
1083;Syddanmark;2021-09-18;31;
1084;Hovedstaden;2021-09-19;124;
1082;Midtjylland;2021-09-19;53;
1081;Nordjylland;2021-09-19;17;
1085;Sjælland;2021-09-19;23;
1083;Syddanmark;2021-09-19;54;
1084;Hovedstaden;2021-09-20;144;
1082;Midtjylland;2021-09-20;61;
1081;Nordjylland;2021-09-20;30;
1085;Sjælland;2021-09-20;73;
1083;Syddanmark;2021-09-20;72;
1084;Hovedstaden;2021-09-21;124;
1082;Midtjylland;2021-09-21;62;
1081;Nordjylland;2021-09-21;29;
1085;Sjælland;2021-09-21;58;
1083;Syddanmark;2021-09-21;68;
1084;Hovedstaden;2021-09-22;139;
1082;Midtjylland;2021-09-22;64;
1081;Nordjylland;2021-09-22;54;
1085;Sjælland;2021-09-22;50;
1083;Syddanmark;2021-09-22;50;
1084;Hovedstaden;2021-09-23;144;
1082;Midtjylland;2021-09-23;58;
1081;Nordjylland;2021-09-23;59;
1085;Sjælland;2021-09-23;54;
1083;Syddanmark;2021-09-23;55;
1084;Hovedstaden;2021-09-24;143;
1082;Midtjylland;2021-09-24;44;
1081;Nordjylland;2021-09-24;42;
1085;Sjælland;2021-09-24;58;
1083;Syddanmark;2021-09-24;64;
1084;Hovedstaden;2021-09-25;175;
1082;Midtjylland;2021-09-25;30;
1081;Nordjylland;2021-09-25;28;
1085;Sjælland;2021-09-25;58;
1083;Syddanmark;2021-09-25;46;
1084;Hovedstaden;2021-09-26;173;
1082;Midtjylland;2021-09-26;29;
1081;Nordjylland;2021-09-26;47;
1085;Sjælland;2021-09-26;50;
1083;Syddanmark;2021-09-26;60;
1084;Hovedstaden;2021-09-27;240;
1082;Midtjylland;2021-09-27;49;
1081;Nordjylland;2021-09-27;45;
1085;Sjælland;2021-09-27;90;
1083;Syddanmark;2021-09-27;68;
1084;Hovedstaden;2021-09-28;275;
1082;Midtjylland;2021-09-28;74;
1081;Nordjylland;2021-09-28;40;
1085;Sjælland;2021-09-28;55;
1083;Syddanmark;2021-09-28;86;
1084;Hovedstaden;2021-09-29;233;
1082;Midtjylland;2021-09-29;51;
1081;Nordjylland;2021-09-29;26;
1085;Sjælland;2021-09-29;44;
1083;Syddanmark;2021-09-29;57;
1084;Hovedstaden;2021-09-30;221;
1082;Midtjylland;2021-09-30;44;
1081;Nordjylland;2021-09-30;31;
1085;Sjælland;2021-09-30;63;
1083;Syddanmark;2021-09-30;87;
1084;Hovedstaden;2021-10-01;225;
1082;Midtjylland;2021-10-01;37;
1081;Nordjylland;2021-10-01;15;
1085;Sjælland;2021-10-01;66;
1083;Syddanmark;2021-10-01;58;
1084;Hovedstaden;2021-10-02;166;
1082;Midtjylland;2021-10-02;46;
1081;Nordjylland;2021-10-02;21;
1085;Sjælland;2021-10-02;51;
1083;Syddanmark;2021-10-02;41;
1084;Hovedstaden;2021-10-03;241;
1082;Midtjylland;2021-10-03;60;
1081;Nordjylland;2021-10-03;19;
1085;Sjælland;2021-10-03;45;
1083;Syddanmark;2021-10-03;44;
1084;Hovedstaden;2021-10-04;258;
1082;Midtjylland;2021-10-04;69;
1081;Nordjylland;2021-10-04;34;
1085;Sjælland;2021-10-04;89;
1083;Syddanmark;2021-10-04;102;
1084;Hovedstaden;2021-10-05;286;
1082;Midtjylland;2021-10-05;73;
1081;Nordjylland;2021-10-05;26;
1085;Sjælland;2021-10-05;80;
1083;Syddanmark;2021-10-05;99;
1084;Hovedstaden;2021-10-06;353;
1082;Midtjylland;2021-10-06;93;
1081;Nordjylland;2021-10-06;35;
1085;Sjælland;2021-10-06;57;
1083;Syddanmark;2021-10-06;99;
1084;Hovedstaden;2021-10-07;321;
1082;Midtjylland;2021-10-07;85;
1081;Nordjylland;2021-10-07;50;
1085;Sjælland;2021-10-07;92;
1083;Syddanmark;2021-10-07;108;
1084;Hovedstaden;2021-10-08;300;
1082;Midtjylland;2021-10-08;98;
1081;Nordjylland;2021-10-08;35;
1085;Sjælland;2021-10-08;98;
1083;Syddanmark;2021-10-08;76;
1084;Hovedstaden;2021-10-09;241;
1082;Midtjylland;2021-10-09;79;
1081;Nordjylland;2021-10-09;23;
1085;Sjælland;2021-10-09;63;
1083;Syddanmark;2021-10-09;65;
1084;Hovedstaden;2021-10-10;320;
1082;Midtjylland;2021-10-10;75;
1081;Nordjylland;2021-10-10;21;
1085;Sjælland;2021-10-10;57;
1083;Syddanmark;2021-10-10;85;
1084;Hovedstaden;2021-10-11;364;
1082;Midtjylland;2021-10-11;108;
1081;Nordjylland;2021-10-11;37;
1085;Sjælland;2021-10-11;125;
1083;Syddanmark;2021-10-11;126;
1084;Hovedstaden;2021-10-12;414;
1082;Midtjylland;2021-10-12;78;
1081;Nordjylland;2021-10-12;38;
1085;Sjælland;2021-10-12;125;
1083;Syddanmark;2021-10-12;110;
1084;Hovedstaden;2021-10-13;429;
1082;Midtjylland;2021-10-13;90;
1081;Nordjylland;2021-10-13;48;
1085;Sjælland;2021-10-13;100;
1083;Syddanmark;2021-10-13;89;
1084;Hovedstaden;2021-10-14;388;
1082;Midtjylland;2021-10-14;83;
1081;Nordjylland;2021-10-14;55;
1085;Sjælland;2021-10-14;129;
1083;Syddanmark;2021-10-14;120;
1084;Hovedstaden;2021-10-15;358;
1082;Midtjylland;2021-10-15;90;
1081;Nordjylland;2021-10-15;28;
1085;Sjælland;2021-10-15;101;
1083;Syddanmark;2021-10-15;81;
1084;Hovedstaden;2021-10-16;331;
1082;Midtjylland;2021-10-16;67;
1081;Nordjylland;2021-10-16;53;
1085;Sjælland;2021-10-16;80;
1083;Syddanmark;2021-10-16;69;
1084;Hovedstaden;2021-10-17;414;
1082;Midtjylland;2021-10-17;57;
1081;Nordjylland;2021-10-17;74;
1085;Sjælland;2021-10-17;98;
1083;Syddanmark;2021-10-17;76;
1084;Hovedstaden;2021-10-18;505;
1082;Midtjylland;2021-10-18;91;
1081;Nordjylland;2021-10-18;71;
1085;Sjælland;2021-10-18;177;
1083;Syddanmark;2021-10-18;129;
1084;Hovedstaden;2021-10-19;636;
1082;Midtjylland;2021-10-19;118;
1081;Nordjylland;2021-10-19;80;
1085;Sjælland;2021-10-19;166;
1083;Syddanmark;2021-10-19;128;
1084;Hovedstaden;2021-10-20;734;
1082;Midtjylland;2021-10-20;143;
1081;Nordjylland;2021-10-20;90;
1085;Sjælland;2021-10-20;153;
1083;Syddanmark;2021-10-20;173;
1084;Hovedstaden;2021-10-21;774;
1082;Midtjylland;2021-10-21;159;
1081;Nordjylland;2021-10-21;105;
1085;Sjælland;2021-10-21;249;
1083;Syddanmark;2021-10-21;129;
1084;Hovedstaden;2021-10-22;705;
1082;Midtjylland;2021-10-22;168;
1081;Nordjylland;2021-10-22;86;
1085;Sjælland;2021-10-22;137;
1083;Syddanmark;2021-10-22;147;
1084;Hovedstaden;2021-10-23;694;
1082;Midtjylland;2021-10-23;162;
1081;Nordjylland;2021-10-23;84;
1085;Sjælland;2021-10-23;126;
1083;Syddanmark;2021-10-23;144;
1084;Hovedstaden;2021-10-24;797;
1082;Midtjylland;2021-10-24;181;
1081;Nordjylland;2021-10-24;104;
1085;Sjælland;2021-10-24;186;
1083;Syddanmark;2021-10-24;188;
1084;Hovedstaden;2021-10-25;836;
1082;Midtjylland;2021-10-25;187;
1081;Nordjylland;2021-10-25;85;
1085;Sjælland;2021-10-25;292;
1083;Syddanmark;2021-10-25;227;
1084;Hovedstaden;2021-10-26;1063;
1082;Midtjylland;2021-10-26;175;
1081;Nordjylland;2021-10-26;102;
1085;Sjælland;2021-10-26;331;
1083;Syddanmark;2021-10-26;247;
1084;Hovedstaden;2021-10-27;1033;
1082;Midtjylland;2021-10-27;231;
1081;Nordjylland;2021-10-27;91;
1085;Sjælland;2021-10-27;235;
1083;Syddanmark;2021-10-27;253;
1084;Hovedstaden;2021-10-28;950;
1082;Midtjylland;2021-10-28;222;
1081;Nordjylland;2021-10-28;82;
1085;Sjælland;2021-10-28;286;
1083;Syddanmark;2021-10-28;250;
1084;Hovedstaden;2021-10-29;826;
1082;Midtjylland;2021-10-29;213;
1081;Nordjylland;2021-10-29;91;
1085;Sjælland;2021-10-29;294;
1083;Syddanmark;2021-10-29;205;
1084;Hovedstaden;2021-10-30;786;
1082;Midtjylland;2021-10-30;187;
1081;Nordjylland;2021-10-30;87;
1085;Sjælland;2021-10-30;176;
1083;Syddanmark;2021-10-30;177;
1084;Hovedstaden;2021-10-31;882;
1082;Midtjylland;2021-10-31;233;
1081;Nordjylland;2021-10-31;122;
1085;Sjælland;2021-10-31;229;
1083;Syddanmark;2021-10-31;263;
1084;Hovedstaden;2021-11-01;1083;
1082;Midtjylland;2021-11-01;283;
1081;Nordjylland;2021-11-01;145;
1085;Sjælland;2021-11-01;396;
1083;Syddanmark;2021-11-01;314;
1084;Hovedstaden;2021-11-02;1203;
1082;Midtjylland;2021-11-02;285;
1081;Nordjylland;2021-11-02;148;
1085;Sjælland;2021-11-02;366;
1083;Syddanmark;2021-11-02;340;
1084;Hovedstaden;2021-11-03;1139;
1082;Midtjylland;2021-11-03;343;
1081;Nordjylland;2021-11-03;170;
1085;Sjælland;2021-11-03;344;
1083;Syddanmark;2021-11-03;330;
1084;Hovedstaden;2021-11-04;1097;
1082;Midtjylland;2021-11-04;325;
1081;Nordjylland;2021-11-04;148;
1085;Sjælland;2021-11-04;462;
1083;Syddanmark;2021-11-04;329;
1084;Hovedstaden;2021-11-05;1020;
1082;Midtjylland;2021-11-05;368;
1081;Nordjylland;2021-11-05;147;
1085;Sjælland;2021-11-05;355;
1083;Syddanmark;2021-11-05;338;
1084;Hovedstaden;2021-11-06;1033;
1082;Midtjylland;2021-11-06;282;
1081;Nordjylland;2021-11-06;137;
1085;Sjælland;2021-11-06;252;
1083;Syddanmark;2021-11-06;261;
1084;Hovedstaden;2021-11-07;1267;
1082;Midtjylland;2021-11-07;437;
1081;Nordjylland;2021-11-07;211;
1085;Sjælland;2021-11-07;308;
1083;Syddanmark;2021-11-07;375;
1084;Hovedstaden;2021-11-08;1443;
1082;Midtjylland;2021-11-08;542;
1081;Nordjylland;2021-11-08;252;
1085;Sjælland;2021-11-08;601;
1083;Syddanmark;2021-11-08;505;
1084;Hovedstaden;2021-11-09;1640;
1082;Midtjylland;2021-11-09;573;
1081;Nordjylland;2021-11-09;263;
1085;Sjælland;2021-11-09;541;
1083;Syddanmark;2021-11-09;546;
1084;Hovedstaden;2021-11-10;1708;
1082;Midtjylland;2021-11-10;584;
1081;Nordjylland;2021-11-10;277;
1085;Sjælland;2021-11-10;447;
1083;Syddanmark;2021-11-10;503;
1084;Hovedstaden;2021-11-11;1585;
1082;Midtjylland;2021-11-11;476;
1081;Nordjylland;2021-11-11;221;
1085;Sjælland;2021-11-11;608;
1083;Syddanmark;2021-11-11;555;
1084;Hovedstaden;2021-11-12;1342;
1082;Midtjylland;2021-11-12;446;
1081;Nordjylland;2021-11-12;248;
1085;Sjælland;2021-11-12;483;
1083;Syddanmark;2021-11-12;461;
1084;Hovedstaden;2021-11-13;1466;
1082;Midtjylland;2021-11-13;482;
1081;Nordjylland;2021-11-13;232;
1085;Sjælland;2021-11-13;321;
1083;Syddanmark;2021-11-13;414;
1084;Hovedstaden;2021-11-14;1565;
1082;Midtjylland;2021-11-14;473;
1081;Nordjylland;2021-11-14;247;
1085;Sjælland;2021-11-14;340;
1083;Syddanmark;2021-11-14;454;
1084;Hovedstaden;2021-11-15;1932;
1082;Midtjylland;2021-11-15;643;
1081;Nordjylland;2021-11-15;363;
1085;Sjælland;2021-11-15;796;
1083;Syddanmark;2021-11-15;773;
1084;Hovedstaden;2021-11-16;1847;
1082;Midtjylland;2021-11-16;590;
1081;Nordjylland;2021-11-16;314;
1085;Sjælland;2021-11-16;670;
1083;Syddanmark;2021-11-16;706;
1084;Hovedstaden;2021-11-17;1850;
1082;Midtjylland;2021-11-17;590;
1081;Nordjylland;2021-11-17;356;
1085;Sjælland;2021-11-17;474;
1083;Syddanmark;2021-11-17;676;
1084;Hovedstaden;2021-11-18;1929;
1082;Midtjylland;2021-11-18;591;
1081;Nordjylland;2021-11-18;295;
1085;Sjælland;2021-11-18;694;
1083;Syddanmark;2021-11-18;664;
1084;Hovedstaden;2021-11-19;1932;
1082;Midtjylland;2021-11-19;499;
1081;Nordjylland;2021-11-19;282;
1085;Sjælland;2021-11-19;646;
1083;Syddanmark;2021-11-19;739;
1084;Hovedstaden;2021-11-20;1835;
1082;Midtjylland;2021-11-20;610;
1081;Nordjylland;2021-11-20;293;
1085;Sjælland;2021-11-20;392;
1083;Syddanmark;2021-11-20;581;
1084;Hovedstaden;2021-11-21;1770;
1082;Midtjylland;2021-11-21;580;
1081;Nordjylland;2021-11-21;252;
1085;Sjælland;2021-11-21;468;
1083;Syddanmark;2021-11-21;604;
1084;Hovedstaden;2021-11-22;2039;
1082;Midtjylland;2021-11-22;609;
1081;Nordjylland;2021-11-22;311;
1085;Sjælland;2021-11-22;814;
1083;Syddanmark;2021-11-22;716;
1084;Hovedstaden;2021-11-23;2060;
1082;Midtjylland;2021-11-23;662;
1081;Nordjylland;2021-11-23;316;
1085;Sjælland;2021-11-23;802;
1083;Syddanmark;2021-11-23;860;
1084;Hovedstaden;2021-11-24;1916;
1082;Midtjylland;2021-11-24;603;
1081;Nordjylland;2021-11-24;292;
1085;Sjælland;2021-11-24;504;
1083;Syddanmark;2021-11-24;696;
1084;Hovedstaden;2021-11-25;1823;
1082;Midtjylland;2021-11-25;587;
1081;Nordjylland;2021-11-25;265;
1085;Sjælland;2021-11-25;704;
1083;Syddanmark;2021-11-25;700;
1084;Hovedstaden;2021-11-26;1947;
1082;Midtjylland;2021-11-26;625;
1081;Nordjylland;2021-11-26;277;
1085;Sjælland;2021-11-26;666;
1083;Syddanmark;2021-11-26;632;
1084;Hovedstaden;2021-11-27;1858;
1082;Midtjylland;2021-11-27;702;
1081;Nordjylland;2021-11-27;287;
1085;Sjælland;2021-11-27;403;
1083;Syddanmark;2021-11-27;586;
1084;Hovedstaden;2021-11-28;1913;
1082;Midtjylland;2021-11-28;712;
1081;Nordjylland;2021-11-28;286;
1085;Sjælland;2021-11-28;419;
1083;Syddanmark;2021-11-28;549;
1084;Hovedstaden;2021-11-29;2180;
1082;Midtjylland;2021-11-29;745;
1081;Nordjylland;2021-11-29;356;
1085;Sjælland;2021-11-29;949;
1083;Syddanmark;2021-11-29;835;
1084;Hovedstaden;2021-11-30;2355;
1082;Midtjylland;2021-11-30;840;
1081;Nordjylland;2021-11-30;341;
1085;Sjælland;2021-11-30;942;
1083;Syddanmark;2021-11-30;922;
1084;Hovedstaden;2021-12-01;2092;
1082;Midtjylland;2021-12-01;795;
1081;Nordjylland;2021-12-01;304;
1085;Sjælland;2021-12-01;532;
1083;Syddanmark;2021-12-01;802;
1084;Hovedstaden;2021-12-02;1998;
1082;Midtjylland;2021-12-02;761;
1081;Nordjylland;2021-12-02;177;
1085;Sjælland;2021-12-02;788;
1083;Syddanmark;2021-12-02;847;
1084;Hovedstaden;2021-12-03;2320;
1082;Midtjylland;2021-12-03;852;
1081;Nordjylland;2021-12-03;379;
1085;Sjælland;2021-12-03;819;
1083;Syddanmark;2021-12-03;787;
1084;Hovedstaden;2021-12-04;2405;
1082;Midtjylland;2021-12-04;904;
1081;Nordjylland;2021-12-04;439;
1085;Sjælland;2021-12-04;515;
1083;Syddanmark;2021-12-04;825;
1084;Hovedstaden;2021-12-05;2236;
1082;Midtjylland;2021-12-05;883;
1081;Nordjylland;2021-12-05;387;
1085;Sjælland;2021-12-05;616;
1083;Syddanmark;2021-12-05;672;
1084;Hovedstaden;2021-12-06;3027;
1082;Midtjylland;2021-12-06;1199;
1081;Nordjylland;2021-12-06;463;
1085;Sjælland;2021-12-06;1286;
1083;Syddanmark;2021-12-06;1104;
1084;Hovedstaden;2021-12-07;3203;
1082;Midtjylland;2021-12-07;1253;
1081;Nordjylland;2021-12-07;477;
1085;Sjælland;2021-12-07;1262;
1083;Syddanmark;2021-12-07;1127;
1084;Hovedstaden;2021-12-08;3010;
1082;Midtjylland;2021-12-08;1238;
1081;Nordjylland;2021-12-08;517;
1085;Sjælland;2021-12-08;845;
1083;Syddanmark;2021-12-08;1048;
1084;Hovedstaden;2021-12-09;3023;
1082;Midtjylland;2021-12-09;1214;
1081;Nordjylland;2021-12-09;418;
1085;Sjælland;2021-12-09;962;
1083;Syddanmark;2021-12-09;1018;
