"Regionskode";"Region";"Dato";"Bekræftede tilfælde i alt";"timestamp_2025-10-21T10:00:08.562"
1082;Midtjylland;2024-10-04;8;
1081;Nordjylland;2024-10-04;4;
1085;Sjælland;2024-10-04;13;
1083;Syddanmark;2024-10-04;10;
1084;Hovedstaden;2024-10-05;15;
1082;Midtjylland;2024-10-05;5;
1081;Nordjylland;2024-10-05;2;
1085;Sjælland;2024-10-05;5;
1083;Syddanmark;2024-10-05;9;
1084;Hovedstaden;2024-10-06;17;
1082;Midtjylland;2024-10-06;10;
1081;Nordjylland;2024-10-06;4;
1085;Sjælland;2024-10-06;7;
1083;Syddanmark;2024-10-06;9;
1084;Hovedstaden;2024-10-07;42;
1082;Midtjylland;2024-10-07;11;
1081;Nordjylland;2024-10-07;7;
1085;Sjælland;2024-10-07;10;
1083;Syddanmark;2024-10-07;24;
1084;Hovedstaden;2024-10-08;51;
1082;Midtjylland;2024-10-08;8;
1081;Nordjylland;2024-10-08;7;
1085;Sjælland;2024-10-08;11;
1083;Syddanmark;2024-10-08;15;
1084;Hovedstaden;2024-10-09;27;
1082;Midtjylland;2024-10-09;9;
1081;Nordjylland;2024-10-09;4;
1085;Sjælland;2024-10-09;17;
1083;Syddanmark;2024-10-09;11;
1084;Hovedstaden;2024-10-10;27;
1082;Midtjylland;2024-10-10;6;
1081;Nordjylland;2024-10-10;10;
1085;Sjælland;2024-10-10;14;
1083;Syddanmark;2024-10-10;9;
1084;Hovedstaden;2024-10-11;26;
1082;Midtjylland;2024-10-11;4;
1081;Nordjylland;2024-10-11;5;
1085;Sjælland;2024-10-11;10;
1083;Syddanmark;2024-10-11;15;
1084;Hovedstaden;2024-10-12;19;
1082;Midtjylland;2024-10-12;10;
1081;Nordjylland;2024-10-12;4;
1085;Sjælland;2024-10-12;5;
1083;Syddanmark;2024-10-12;10;
1084;Hovedstaden;2024-10-13;22;
1082;Midtjylland;2024-10-13;3;
1081;Nordjylland;2024-10-13;3;
1085;Sjælland;2024-10-13;4;
1083;Syddanmark;2024-10-13;12;
1084;Hovedstaden;2024-10-14;43;
1082;Midtjylland;2024-10-14;9;
1081;Nordjylland;2024-10-14;1;
1085;Sjælland;2024-10-14;8;
1083;Syddanmark;2024-10-14;14;
1084;Hovedstaden;2024-10-15;30;
1082;Midtjylland;2024-10-15;5;
1081;Nordjylland;2024-10-15;4;
1085;Sjælland;2024-10-15;7;
1083;Syddanmark;2024-10-15;10;
1084;Hovedstaden;2024-10-16;32;
1082;Midtjylland;2024-10-16;4;
1081;Nordjylland;2024-10-16;2;
1085;Sjælland;2024-10-16;10;
1083;Syddanmark;2024-10-16;14;
1084;Hovedstaden;2024-10-17;33;
1082;Midtjylland;2024-10-17;7;
1081;Nordjylland;2024-10-17;2;
1085;Sjælland;2024-10-17;1;
1083;Syddanmark;2024-10-17;11;
1084;Hovedstaden;2024-10-18;30;
1082;Midtjylland;2024-10-18;9;
1081;Nordjylland;2024-10-18;4;
1085;Sjælland;2024-10-18;7;
1083;Syddanmark;2024-10-18;16;
1084;Hovedstaden;2024-10-19;14;
1082;Midtjylland;2024-10-19;5;
1081;Nordjylland;2024-10-19;1;
1085;Sjælland;2024-10-19;6;
1083;Syddanmark;2024-10-19;9;
1084;Hovedstaden;2024-10-20;20;
1082;Midtjylland;2024-10-20;6;
1081;Nordjylland;2024-10-20;3;
1085;Sjælland;2024-10-20;7;
1083;Syddanmark;2024-10-20;9;
1084;Hovedstaden;2024-10-21;48;
1082;Midtjylland;2024-10-21;9;
1081;Nordjylland;2024-10-21;7;
1085;Sjælland;2024-10-21;7;
1083;Syddanmark;2024-10-21;17;
1084;Hovedstaden;2024-10-22;41;
1082;Midtjylland;2024-10-22;9;
1081;Nordjylland;2024-10-22;2;
1085;Sjælland;2024-10-22;14;
1083;Syddanmark;2024-10-22;11;
1084;Hovedstaden;2024-10-23;38;
1082;Midtjylland;2024-10-23;4;
1081;Nordjylland;2024-10-23;2;
1085;Sjælland;2024-10-23;11;
1083;Syddanmark;2024-10-23;15;
1084;Hovedstaden;2024-10-24;31;
1082;Midtjylland;2024-10-24;2;
1081;Nordjylland;2024-10-24;4;
1085;Sjælland;2024-10-24;8;
1083;Syddanmark;2024-10-24;8;
1084;Hovedstaden;2024-10-25;30;
1082;Midtjylland;2024-10-25;4;
1081;Nordjylland;2024-10-25;6;
1085;Sjælland;2024-10-25;15;
1083;Syddanmark;2024-10-25;15;
1084;Hovedstaden;2024-10-26;13;
1082;Midtjylland;2024-10-26;5;
1081;Nordjylland;2024-10-26;4;
1085;Sjælland;2024-10-26;6;
1083;Syddanmark;2024-10-26;6;
1084;Hovedstaden;2024-10-27;7;
1082;Midtjylland;2024-10-27;1;
1081;Nordjylland;2024-10-27;1;
1085;Sjælland;2024-10-27;12;
1083;Syddanmark;2024-10-27;7;
1084;Hovedstaden;2024-10-28;37;
1082;Midtjylland;2024-10-28;4;
1081;Nordjylland;2024-10-28;6;
1085;Sjælland;2024-10-28;12;
1083;Syddanmark;2024-10-28;14;
1084;Hovedstaden;2024-10-29;42;
1082;Midtjylland;2024-10-29;6;
1081;Nordjylland;2024-10-29;4;
1085;Sjælland;2024-10-29;12;
1083;Syddanmark;2024-10-29;13;
1084;Hovedstaden;2024-10-30;22;
1082;Midtjylland;2024-10-30;3;
1081;Nordjylland;2024-10-30;6;
1085;Sjælland;2024-10-30;13;
1083;Syddanmark;2024-10-30;13;
1084;Hovedstaden;2024-10-31;22;
1082;Midtjylland;2024-10-31;10;
1081;Nordjylland;2024-10-31;1;
1085;Sjælland;2024-10-31;8;
1083;Syddanmark;2024-10-31;7;
1084;Hovedstaden;2024-11-01;26;
1085;Sjælland;2024-11-01;7;
1083;Syddanmark;2024-11-01;7;
1084;Hovedstaden;2024-11-02;15;
1082;Midtjylland;2024-11-02;4;
1081;Nordjylland;2024-11-02;1;
1085;Sjælland;2024-11-02;3;
1083;Syddanmark;2024-11-02;4;
1084;Hovedstaden;2024-11-03;11;
1082;Midtjylland;2024-11-03;2;
1081;Nordjylland;2024-11-03;6;
1085;Sjælland;2024-11-03;5;
1083;Syddanmark;2024-11-03;6;
1084;Hovedstaden;2024-11-04;29;
1082;Midtjylland;2024-11-04;3;
1081;Nordjylland;2024-11-04;2;
1085;Sjælland;2024-11-04;7;
1083;Syddanmark;2024-11-04;8;
1084;Hovedstaden;2024-11-05;21;
1082;Midtjylland;2024-11-05;4;
1081;Nordjylland;2024-11-05;3;
1085;Sjælland;2024-11-05;8;
1083;Syddanmark;2024-11-05;7;
1084;Hovedstaden;2024-11-06;23;
1082;Midtjylland;2024-11-06;3;
1081;Nordjylland;2024-11-06;3;
1085;Sjælland;2024-11-06;10;
1083;Syddanmark;2024-11-06;7;
1084;Hovedstaden;2024-11-07;24;
1082;Midtjylland;2024-11-07;1;
1081;Nordjylland;2024-11-07;4;
1085;Sjælland;2024-11-07;12;
1083;Syddanmark;2024-11-07;11;
1084;Hovedstaden;2024-11-08;19;
1082;Midtjylland;2024-11-08;3;
1081;Nordjylland;2024-11-08;1;
1085;Sjælland;2024-11-08;8;
1083;Syddanmark;2024-11-08;9;
1084;Hovedstaden;2024-11-09;11;
1082;Midtjylland;2024-11-09;1;
1085;Sjælland;2024-11-09;5;
1083;Syddanmark;2024-11-09;4;
1084;Hovedstaden;2024-11-10;13;
1081;Nordjylland;2024-11-10;1;
1085;Sjælland;2024-11-10;6;
1083;Syddanmark;2024-11-10;3;
1084;Hovedstaden;2024-11-11;26;
1082;Midtjylland;2024-11-11;5;
1081;Nordjylland;2024-11-11;1;
1085;Sjælland;2024-11-11;9;
1083;Syddanmark;2024-11-11;10;
1084;Hovedstaden;2024-11-12;18;
1082;Midtjylland;2024-11-12;2;
1081;Nordjylland;2024-11-12;2;
1085;Sjælland;2024-11-12;9;
1083;Syddanmark;2024-11-12;6;
1084;Hovedstaden;2024-11-13;30;
1082;Midtjylland;2024-11-13;3;
1081;Nordjylland;2024-11-13;3;
1085;Sjælland;2024-11-13;6;
1083;Syddanmark;2024-11-13;5;
1084;Hovedstaden;2024-11-14;19;
1082;Midtjylland;2024-11-14;4;
1085;Sjælland;2024-11-14;9;
1083;Syddanmark;2024-11-14;14;
1084;Hovedstaden;2024-11-15;18;
1081;Nordjylland;2024-11-15;1;
1085;Sjælland;2024-11-15;11;
1083;Syddanmark;2024-11-15;8;
1084;Hovedstaden;2024-11-16;2;
1082;Midtjylland;2024-11-16;2;
1085;Sjælland;2024-11-16;7;
1083;Syddanmark;2024-11-16;1;
1084;Hovedstaden;2024-11-17;11;
1082;Midtjylland;2024-11-17;1;
1085;Sjælland;2024-11-17;7;
1083;Syddanmark;2024-11-17;1;
1084;Hovedstaden;2024-11-18;23;
1082;Midtjylland;2024-11-18;5;
1085;Sjælland;2024-11-18;10;
1083;Syddanmark;2024-11-18;7;
1084;Hovedstaden;2024-11-19;15;
1082;Midtjylland;2024-11-19;1;
1085;Sjælland;2024-11-19;6;
1083;Syddanmark;2024-11-19;5;
1084;Hovedstaden;2024-11-20;14;
1082;Midtjylland;2024-11-20;1;
1081;Nordjylland;2024-11-20;3;
1085;Sjælland;2024-11-20;10;
1083;Syddanmark;2024-11-20;5;
1084;Hovedstaden;2024-11-21;24;
1082;Midtjylland;2024-11-21;4;
1081;Nordjylland;2024-11-21;2;
1085;Sjælland;2024-11-21;9;
1083;Syddanmark;2024-11-21;5;
1084;Hovedstaden;2024-11-22;18;
1082;Midtjylland;2024-11-22;4;
1081;Nordjylland;2024-11-22;1;
1085;Sjælland;2024-11-22;8;
1083;Syddanmark;2024-11-22;5;
1084;Hovedstaden;2024-11-23;14;
1082;Midtjylland;2024-11-23;2;
1081;Nordjylland;2024-11-23;1;
1085;Sjælland;2024-11-23;3;
1083;Syddanmark;2024-11-23;3;
1084;Hovedstaden;2024-11-24;11;
1081;Nordjylland;2024-11-24;1;
1085;Sjælland;2024-11-24;7;
1083;Syddanmark;2024-11-24;4;
1084;Hovedstaden;2024-11-25;23;
1082;Midtjylland;2024-11-25;3;
1081;Nordjylland;2024-11-25;2;
1085;Sjælland;2024-11-25;10;
1083;Syddanmark;2024-11-25;7;
1084;Hovedstaden;2024-11-26;19;
1082;Midtjylland;2024-11-26;2;
1085;Sjælland;2024-11-26;8;
1083;Syddanmark;2024-11-26;2;
1084;Hovedstaden;2024-11-27;20;
1082;Midtjylland;2024-11-27;2;
1081;Nordjylland;2024-11-27;1;
1085;Sjælland;2024-11-27;12;
1083;Syddanmark;2024-11-27;8;
1084;Hovedstaden;2024-11-28;17;
1082;Midtjylland;2024-11-28;2;
1081;Nordjylland;2024-11-28;1;
1085;Sjælland;2024-11-28;11;
1083;Syddanmark;2024-11-28;3;
1084;Hovedstaden;2024-11-29;25;
1082;Midtjylland;2024-11-29;4;
1081;Nordjylland;2024-11-29;1;
1085;Sjælland;2024-11-29;10;
1083;Syddanmark;2024-11-29;5;
1084;Hovedstaden;2024-11-30;10;
1082;Midtjylland;2024-11-30;1;
1085;Sjælland;2024-11-30;10;
1083;Syddanmark;2024-11-30;2;
1084;Hovedstaden;2024-12-01;10;
1082;Midtjylland;2024-12-01;1;
1081;Nordjylland;2024-12-01;1;
1085;Sjælland;2024-12-01;5;
1083;Syddanmark;2024-12-01;5;
1084;Hovedstaden;2024-12-02;27;
1082;Midtjylland;2024-12-02;4;
1081;Nordjylland;2024-12-02;4;
1085;Sjælland;2024-12-02;10;
1083;Syddanmark;2024-12-02;6;
1084;Hovedstaden;2024-12-03;34;
1082;Midtjylland;2024-12-03;3;
1081;Nordjylland;2024-12-03;1;
1085;Sjælland;2024-12-03;11;
1083;Syddanmark;2024-12-03;5;
1084;Hovedstaden;2024-12-04;25;
1082;Midtjylland;2024-12-04;6;
1085;Sjælland;2024-12-04;11;
1083;Syddanmark;2024-12-04;5;
1084;Hovedstaden;2024-12-05;25;
1082;Midtjylland;2024-12-05;4;
1081;Nordjylland;2024-12-05;1;
1085;Sjælland;2024-12-05;10;
1083;Syddanmark;2024-12-05;4;
1084;Hovedstaden;2024-12-06;23;
1082;Midtjylland;2024-12-06;4;
1081;Nordjylland;2024-12-06;3;
1085;Sjælland;2024-12-06;5;
1083;Syddanmark;2024-12-06;10;
1084;Hovedstaden;2024-12-07;16;
1082;Midtjylland;2024-12-07;1;
1081;Nordjylland;2024-12-07;1;
1085;Sjælland;2024-12-07;5;
1083;Syddanmark;2024-12-07;6;
1084;Hovedstaden;2024-12-08;12;
1082;Midtjylland;2024-12-08;4;
1081;Nordjylland;2024-12-08;2;
1085;Sjælland;2024-12-08;4;
1083;Syddanmark;2024-12-08;7;
1084;Hovedstaden;2024-12-09;29;
1082;Midtjylland;2024-12-09;1;
1085;Sjælland;2024-12-09;11;
1083;Syddanmark;2024-12-09;4;
1084;Hovedstaden;2024-12-10;18;
1082;Midtjylland;2024-12-10;6;
1085;Sjælland;2024-12-10;7;
1083;Syddanmark;2024-12-10;5;
1084;Hovedstaden;2024-12-11;38;
1082;Midtjylland;2024-12-11;1;
1085;Sjælland;2024-12-11;9;
1083;Syddanmark;2024-12-11;10;
1084;Hovedstaden;2024-12-12;24;
1082;Midtjylland;2024-12-12;4;
1081;Nordjylland;2024-12-12;2;
1085;Sjælland;2024-12-12;14;
1083;Syddanmark;2024-12-12;7;
1084;Hovedstaden;2024-12-13;26;
1082;Midtjylland;2024-12-13;6;
1081;Nordjylland;2024-12-13;1;
1085;Sjælland;2024-12-13;13;
1083;Syddanmark;2024-12-13;9;
1084;Hovedstaden;2024-12-14;12;
1082;Midtjylland;2024-12-14;2;
1081;Nordjylland;2024-12-14;3;
1085;Sjælland;2024-12-14;4;
1083;Syddanmark;2024-12-14;2;
1084;Hovedstaden;2024-12-15;12;
1082;Midtjylland;2024-12-15;2;
1081;Nordjylland;2024-12-15;3;
1085;Sjælland;2024-12-15;8;
1083;Syddanmark;2024-12-15;5;
1084;Hovedstaden;2024-12-16;39;
1082;Midtjylland;2024-12-16;5;
1081;Nordjylland;2024-12-16;1;
1085;Sjælland;2024-12-16;9;
1083;Syddanmark;2024-12-16;8;
1084;Hovedstaden;2024-12-17;35;
1082;Midtjylland;2024-12-17;5;
1081;Nordjylland;2024-12-17;5;
1085;Sjælland;2024-12-17;10;
1083;Syddanmark;2024-12-17;4;
1084;Hovedstaden;2024-12-18;28;
1082;Midtjylland;2024-12-18;2;
1081;Nordjylland;2024-12-18;1;
1085;Sjælland;2024-12-18;8;
1083;Syddanmark;2024-12-18;9;
1084;Hovedstaden;2024-12-19;38;
1082;Midtjylland;2024-12-19;1;
1081;Nordjylland;2024-12-19;3;
1085;Sjælland;2024-12-19;10;
1083;Syddanmark;2024-12-19;3;
1084;Hovedstaden;2024-12-20;30;
1082;Midtjylland;2024-12-20;5;
1085;Sjælland;2024-12-20;14;
1083;Syddanmark;2024-12-20;4;
1084;Hovedstaden;2024-12-21;13;
1082;Midtjylland;2024-12-21;4;
1085;Sjælland;2024-12-21;5;
1083;Syddanmark;2024-12-21;8;
1084;Hovedstaden;2024-12-22;12;
1082;Midtjylland;2024-12-22;3;
1081;Nordjylland;2024-12-22;2;
1085;Sjælland;2024-12-22;5;
1083;Syddanmark;2024-12-22;1;
1084;Hovedstaden;2024-12-23;21;
1082;Midtjylland;2024-12-23;3;
1081;Nordjylland;2024-12-23;3;
1085;Sjælland;2024-12-23;9;
1083;Syddanmark;2024-12-23;6;
1084;Hovedstaden;2024-12-24;12;
1082;Midtjylland;2024-12-24;3;
1081;Nordjylland;2024-12-24;1;
1085;Sjælland;2024-12-24;1;
1083;Syddanmark;2024-12-24;5;
1084;Hovedstaden;2024-12-25;7;
1082;Midtjylland;2024-12-25;3;
1081;Nordjylland;2024-12-25;2;
1085;Sjælland;2024-12-25;5;
1083;Syddanmark;2024-12-25;2;
1084;Hovedstaden;2024-12-26;7;
1082;Midtjylland;2024-12-26;2;
1081;Nordjylland;2024-12-26;3;
1085;Sjælland;2024-12-26;7;
1083;Syddanmark;2024-12-26;4;
1084;Hovedstaden;2024-12-27;23;
1082;Midtjylland;2024-12-27;3;
1081;Nordjylland;2024-12-27;3;
1085;Sjælland;2024-12-27;11;
1083;Syddanmark;2024-12-27;5;
1084;Hovedstaden;2024-12-28;18;
1082;Midtjylland;2024-12-28;2;
1081;Nordjylland;2024-12-28;4;
1085;Sjælland;2024-12-28;5;
1083;Syddanmark;2024-12-28;7;
1084;Hovedstaden;2024-12-29;16;
1082;Midtjylland;2024-12-29;3;
1085;Sjælland;2024-12-29;6;
1083;Syddanmark;2024-12-29;2;
1084;Hovedstaden;2024-12-30;27;
1082;Midtjylland;2024-12-30;2;
1081;Nordjylland;2024-12-30;1;
1085;Sjælland;2024-12-30;9;
1083;Syddanmark;2024-12-30;8;
1084;Hovedstaden;2024-12-31;6;
1082;Midtjylland;2024-12-31;4;
1085;Sjælland;2024-12-31;3;
1083;Syddanmark;2024-12-31;4;
1084;Hovedstaden;2025-01-01;11;
1082;Midtjylland;2025-01-01;2;
1081;Nordjylland;2025-01-01;3;
1085;Sjælland;2025-01-01;2;
1083;Syddanmark;2025-01-01;2;
1084;Hovedstaden;2025-01-02;21;
1082;Midtjylland;2025-01-02;2;
1081;Nordjylland;2025-01-02;3;
1085;Sjælland;2025-01-02;6;
1083;Syddanmark;2025-01-02;5;
1084;Hovedstaden;2025-01-03;20;
1082;Midtjylland;2025-01-03;2;
1081;Nordjylland;2025-01-03;2;
1085;Sjælland;2025-01-03;10;
1083;Syddanmark;2025-01-03;4;
1084;Hovedstaden;2025-01-04;8;
1082;Midtjylland;2025-01-04;4;
1081;Nordjylland;2025-01-04;2;
1085;Sjælland;2025-01-04;6;
1083;Syddanmark;2025-01-04;5;
1084;Hovedstaden;2025-01-05;10;
1082;Midtjylland;2025-01-05;1;
1081;Nordjylland;2025-01-05;5;
1085;Sjælland;2025-01-05;4;
1083;Syddanmark;2025-01-05;3;
1084;Hovedstaden;2025-01-06;14;
1082;Midtjylland;2025-01-06;3;
1081;Nordjylland;2025-01-06;5;
1085;Sjælland;2025-01-06;3;
1083;Syddanmark;2025-01-06;5;
1084;Hovedstaden;2025-01-07;13;
1081;Nordjylland;2025-01-07;2;
1085;Sjælland;2025-01-07;6;
1083;Syddanmark;2025-01-07;5;
1084;Hovedstaden;2025-01-08;18;
1081;Nordjylland;2025-01-08;2;
1085;Sjælland;2025-01-08;3;
1083;Syddanmark;2025-01-08;10;
1084;Hovedstaden;2025-01-09;17;
1081;Nordjylland;2025-01-09;1;
1085;Sjælland;2025-01-09;9;
1083;Syddanmark;2025-01-09;4;
1084;Hovedstaden;2025-01-10;9;
1082;Midtjylland;2025-01-10;4;
1085;Sjælland;2025-01-10;4;
1083;Syddanmark;2025-01-10;4;
1084;Hovedstaden;2025-01-11;8;
1082;Midtjylland;2025-01-11;5;
1081;Nordjylland;2025-01-11;2;
1083;Syddanmark;2025-01-11;1;
1084;Hovedstaden;2025-01-12;9;
1081;Nordjylland;2025-01-12;3;
1085;Sjælland;2025-01-12;2;
1083;Syddanmark;2025-01-12;2;
1084;Hovedstaden;2025-01-13;16;
1081;Nordjylland;2025-01-13;4;
1085;Sjælland;2025-01-13;7;
1083;Syddanmark;2025-01-13;2;
1084;Hovedstaden;2025-01-14;7;
1082;Midtjylland;2025-01-14;2;
1081;Nordjylland;2025-01-14;2;
1085;Sjælland;2025-01-14;3;
1083;Syddanmark;2025-01-14;3;
1084;Hovedstaden;2025-01-15;10;
1085;Sjælland;2025-01-15;9;
1083;Syddanmark;2025-01-15;3;
1084;Hovedstaden;2025-01-16;14;
1082;Midtjylland;2025-01-16;2;
1081;Nordjylland;2025-01-16;2;
1085;Sjælland;2025-01-16;6;
1083;Syddanmark;2025-01-16;4;
1084;Hovedstaden;2025-01-17;10;
1082;Midtjylland;2025-01-17;2;
1081;Nordjylland;2025-01-17;1;
1085;Sjælland;2025-01-17;3;
1083;Syddanmark;2025-01-17;2;
1084;Hovedstaden;2025-01-18;1;
1082;Midtjylland;2025-01-18;1;
1081;Nordjylland;2025-01-18;2;
1085;Sjælland;2025-01-18;4;
1083;Syddanmark;2025-01-18;3;
1084;Hovedstaden;2025-01-19;4;
1082;Midtjylland;2025-01-19;2;
1081;Nordjylland;2025-01-19;2;
1085;Sjælland;2025-01-19;3;
1084;Hovedstaden;2025-01-20;14;
1081;Nordjylland;2025-01-20;2;
1085;Sjælland;2025-01-20;4;
1083;Syddanmark;2025-01-20;4;
1084;Hovedstaden;2025-01-21;8;
1082;Midtjylland;2025-01-21;3;
1085;Sjælland;2025-01-21;6;
1083;Syddanmark;2025-01-21;2;
1084;Hovedstaden;2025-01-22;17;
1082;Midtjylland;2025-01-22;2;
1081;Nordjylland;2025-01-22;1;
1085;Sjælland;2025-01-22;5;
1083;Syddanmark;2025-01-22;5;
1084;Hovedstaden;2025-01-23;9;
1082;Midtjylland;2025-01-23;1;
1081;Nordjylland;2025-01-23;2;
1085;Sjælland;2025-01-23;6;
1083;Syddanmark;2025-01-23;4;
1084;Hovedstaden;2025-01-24;14;
1082;Midtjylland;2025-01-24;1;
1085;Sjælland;2025-01-24;6;
1083;Syddanmark;2025-01-24;3;
1084;Hovedstaden;2025-01-25;2;
1082;Midtjylland;2025-01-25;1;
1081;Nordjylland;2025-01-25;1;
1085;Sjælland;2025-01-25;3;
1083;Syddanmark;2025-01-25;1;
1084;Hovedstaden;2025-01-26;7;
1081;Nordjylland;2025-01-26;1;
1085;Sjælland;2025-01-26;2;
1083;Syddanmark;2025-01-26;2;
1084;Hovedstaden;2025-01-27;19;
1082;Midtjylland;2025-01-27;1;
1081;Nordjylland;2025-01-27;1;
1085;Sjælland;2025-01-27;6;
1083;Syddanmark;2025-01-27;2;
1084;Hovedstaden;2025-01-28;7;
1082;Midtjylland;2025-01-28;1;
1081;Nordjylland;2025-01-28;2;
1085;Sjælland;2025-01-28;6;
1083;Syddanmark;2025-01-28;6;
1084;Hovedstaden;2025-01-29;12;
1082;Midtjylland;2025-01-29;1;
1081;Nordjylland;2025-01-29;2;
1085;Sjælland;2025-01-29;10;
1083;Syddanmark;2025-01-29;5;
1084;Hovedstaden;2025-01-30;13;
1081;Nordjylland;2025-01-30;4;
1085;Sjælland;2025-01-30;7;
1083;Syddanmark;2025-01-30;4;
1084;Hovedstaden;2025-01-31;14;
1082;Midtjylland;2025-01-31;2;
1081;Nordjylland;2025-01-31;3;
1085;Sjælland;2025-01-31;4;
1083;Syddanmark;2025-01-31;5;
1084;Hovedstaden;2025-02-01;5;
1082;Midtjylland;2025-02-01;2;
1083;Syddanmark;2025-02-01;3;
1084;Hovedstaden;2025-02-02;4;
1082;Midtjylland;2025-02-02;1;
1081;Nordjylland;2025-02-02;2;
1085;Sjælland;2025-02-02;3;
1083;Syddanmark;2025-02-02;2;
1084;Hovedstaden;2025-02-03;13;
1082;Midtjylland;2025-02-03;5;
1081;Nordjylland;2025-02-03;1;
1085;Sjælland;2025-02-03;1;
1083;Syddanmark;2025-02-03;5;
1084;Hovedstaden;2025-02-04;9;
1082;Midtjylland;2025-02-04;4;
1085;Sjælland;2025-02-04;3;
1083;Syddanmark;2025-02-04;2;
1084;Hovedstaden;2025-02-05;17;
1082;Midtjylland;2025-02-05;3;
1081;Nordjylland;2025-02-05;1;
1085;Sjælland;2025-02-05;3;
1083;Syddanmark;2025-02-05;3;
1084;Hovedstaden;2025-02-06;13;
1082;Midtjylland;2025-02-06;2;
1081;Nordjylland;2025-02-06;2;
1085;Sjælland;2025-02-06;7;
1083;Syddanmark;2025-02-06;4;
1084;Hovedstaden;2025-02-07;11;
1082;Midtjylland;2025-02-07;1;
1081;Nordjylland;2025-02-07;4;
1085;Sjælland;2025-02-07;6;
1083;Syddanmark;2025-02-07;3;
1084;Hovedstaden;2025-02-08;5;
1081;Nordjylland;2025-02-08;1;
1083;Syddanmark;2025-02-08;2;
1084;Hovedstaden;2025-02-09;2;
1082;Midtjylland;2025-02-09;1;
1085;Sjælland;2025-02-09;1;
1083;Syddanmark;2025-02-09;3;
1084;Hovedstaden;2025-02-10;16;
1082;Midtjylland;2025-02-10;2;
1081;Nordjylland;2025-02-10;2;
1085;Sjælland;2025-02-10;2;
1083;Syddanmark;2025-02-10;4;
1084;Hovedstaden;2025-02-11;11;
1082;Midtjylland;2025-02-11;1;
1085;Sjælland;2025-02-11;4;
1083;Syddanmark;2025-02-11;3;
1084;Hovedstaden;2025-02-12;9;
1082;Midtjylland;2025-02-12;2;
1081;Nordjylland;2025-02-12;3;
1085;Sjælland;2025-02-12;2;
1083;Syddanmark;2025-02-12;6;
1084;Hovedstaden;2025-02-13;14;
1082;Midtjylland;2025-02-13;2;
1081;Nordjylland;2025-02-13;3;
1085;Sjælland;2025-02-13;5;
1083;Syddanmark;2025-02-13;4;
1084;Hovedstaden;2025-02-14;9;
1082;Midtjylland;2025-02-14;2;
1081;Nordjylland;2025-02-14;2;
1085;Sjælland;2025-02-14;2;
1083;Syddanmark;2025-02-14;10;
1084;Hovedstaden;2025-02-15;3;
1082;Midtjylland;2025-02-15;1;
1081;Nordjylland;2025-02-15;3;
1085;Sjælland;2025-02-15;4;
1083;Syddanmark;2025-02-15;2;
1084;Hovedstaden;2025-02-16;4;
1082;Midtjylland;2025-02-16;2;
1081;Nordjylland;2025-02-16;3;
1085;Sjælland;2025-02-16;4;
1083;Syddanmark;2025-02-16;3;
1084;Hovedstaden;2025-02-17;11;
1082;Midtjylland;2025-02-17;2;
1081;Nordjylland;2025-02-17;2;
1085;Sjælland;2025-02-17;4;
1083;Syddanmark;2025-02-17;6;
1084;Hovedstaden;2025-02-18;3;
1081;Nordjylland;2025-02-18;1;
1085;Sjælland;2025-02-18;5;
1083;Syddanmark;2025-02-18;4;
1084;Hovedstaden;2025-02-19;11;
1082;Midtjylland;2025-02-19;3;
1085;Sjælland;2025-02-19;9;
1083;Syddanmark;2025-02-19;9;
1084;Hovedstaden;2025-02-20;8;
1082;Midtjylland;2025-02-20;2;
1081;Nordjylland;2025-02-20;2;
1085;Sjælland;2025-02-20;6;
1083;Syddanmark;2025-02-20;4;
1084;Hovedstaden;2025-02-21;9;
1082;Midtjylland;2025-02-21;3;
1081;Nordjylland;2025-02-21;4;
1085;Sjælland;2025-02-21;4;
1083;Syddanmark;2025-02-21;5;
1084;Hovedstaden;2025-02-22;8;
1082;Midtjylland;2025-02-22;1;
1085;Sjælland;2025-02-22;2;
1083;Syddanmark;2025-02-22;2;
1084;Hovedstaden;2025-02-23;4;
1081;Nordjylland;2025-02-23;1;
1085;Sjælland;2025-02-23;3;
1083;Syddanmark;2025-02-23;5;
1084;Hovedstaden;2025-02-24;13;
1082;Midtjylland;2025-02-24;1;
1081;Nordjylland;2025-02-24;4;
1085;Sjælland;2025-02-24;4;
1083;Syddanmark;2025-02-24;5;
1084;Hovedstaden;2025-02-25;10;
1081;Nordjylland;2025-02-25;2;
1085;Sjælland;2025-02-25;3;
1083;Syddanmark;2025-02-25;5;
1084;Hovedstaden;2025-02-26;12;
