"Regionskode";"Region";"Dato";"Indlæggelser";"timestamp_2025-10-21T10:00:08.562"
1084;Hovedstaden;2020-04-24;7;
1082;Midtjylland;2020-04-24;2;
1081;Nordjylland;2020-04-24;1;
1085;Sjælland;2020-04-24;7;
1083;Syddanmark;2020-04-24;1;
1084;Hovedstaden;2020-04-25;16;
1082;Midtjylland;2020-04-25;1;
1081;Nordjylland;2020-04-25;1;
1085;Sjælland;2020-04-25;7;
1084;Hovedstaden;2020-04-26;16;
1082;Midtjylland;2020-04-26;3;
1085;Sjælland;2020-04-26;2;
1083;Syddanmark;2020-04-26;1;
1084;Hovedstaden;2020-04-27;6;
1082;Midtjylland;2020-04-27;2;
1085;Sjælland;2020-04-27;10;
1084;Hovedstaden;2020-04-28;11;
1085;Sjælland;2020-04-28;1;
1083;Syddanmark;2020-04-28;1;
1084;Hovedstaden;2020-04-29;8;
1082;Midtjylland;2020-04-29;1;
1081;Nordjylland;2020-04-29;1;
1085;Sjælland;2020-04-29;5;
1084;Hovedstaden;2020-04-30;8;
1082;Midtjylland;2020-04-30;2;
1085;Sjælland;2020-04-30;4;
1084;Hovedstaden;2020-05-01;8;
1082;Midtjylland;2020-05-01;1;
1085;Sjælland;2020-05-01;5;
1083;Syddanmark;2020-05-01;1;
1084;Hovedstaden;2020-05-02;11;
1082;Midtjylland;2020-05-02;5;
1085;Sjælland;2020-05-02;4;
1084;Hovedstaden;2020-05-03;10;
1085;Sjælland;2020-05-03;3;
1084;Hovedstaden;2020-05-04;8;
1082;Midtjylland;2020-05-04;3;
1085;Sjælland;2020-05-04;2;
1084;Hovedstaden;2020-05-05;6;
1085;Sjælland;2020-05-05;7;
1084;Hovedstaden;2020-05-06;3;
1085;Sjælland;2020-05-06;2;
1084;Hovedstaden;2020-05-07;10;
1085;Sjælland;2020-05-07;4;
1084;Hovedstaden;2020-05-08;6;
1085;Sjælland;2020-05-08;3;
1083;Syddanmark;2020-05-08;1;
1084;Hovedstaden;2020-05-09;4;
1082;Midtjylland;2020-05-09;3;
1085;Sjælland;2020-05-09;3;
1084;Hovedstaden;2020-05-10;6;
1085;Sjælland;2020-05-10;1;
1083;Syddanmark;2020-05-10;1;
1084;Hovedstaden;2020-05-11;4;
1083;Syddanmark;2020-05-11;1;
1084;Hovedstaden;2020-05-12;5;
1082;Midtjylland;2020-05-12;2;
1084;Hovedstaden;2020-05-13;3;
1085;Sjælland;2020-05-13;2;
1084;Hovedstaden;2020-05-14;8;
1085;Sjælland;2020-05-14;1;
1083;Syddanmark;2020-05-14;2;
1084;Hovedstaden;2020-05-15;5;
1081;Nordjylland;2020-05-15;1;
1085;Sjælland;2020-05-15;7;
1083;Syddanmark;2020-05-15;4;
1084;Hovedstaden;2020-05-16;1;
1082;Midtjylland;2020-05-16;1;
1085;Sjælland;2020-05-16;2;
1083;Syddanmark;2020-05-16;2;
1084;Hovedstaden;2020-05-17;2;
1082;Midtjylland;2020-05-17;2;
1084;Hovedstaden;2020-05-18;6;
1082;Midtjylland;2020-05-18;1;
1085;Sjælland;2020-05-18;2;
1083;Syddanmark;2020-05-18;2;
1084;Hovedstaden;2020-05-19;5;
1082;Midtjylland;2020-05-19;1;
1085;Sjælland;2020-05-19;2;
1084;Hovedstaden;2020-05-20;2;
1082;Midtjylland;2020-05-20;2;
1085;Sjælland;2020-05-20;3;
1084;Hovedstaden;2020-05-21;1;
1085;Sjælland;2020-05-21;3;
1084;Hovedstaden;2020-05-22;9;
1082;Midtjylland;2020-05-22;1;
1085;Sjælland;2020-05-22;2;
1084;Hovedstaden;2020-05-23;5;
1082;Midtjylland;2020-05-23;1;
1085;Sjælland;2020-05-23;2;
1084;Hovedstaden;2020-05-24;1;
1085;Sjælland;2020-05-24;1;
1084;Hovedstaden;2020-05-25;2;
1083;Syddanmark;2020-05-25;2;
1084;Hovedstaden;2020-05-26;6;
1083;Syddanmark;2020-05-26;3;
1084;Hovedstaden;2020-05-27;4;
1085;Sjælland;2020-05-27;2;
1084;Hovedstaden;2020-05-28;3;
1084;Hovedstaden;2020-05-29;6;
1085;Sjælland;2020-05-29;1;
1084;Hovedstaden;2020-05-30;3;
1082;Midtjylland;2020-05-30;1;
1084;Hovedstaden;2020-05-31;3;
1083;Syddanmark;2020-05-31;1;
1084;Hovedstaden;2020-06-01;3;
1082;Midtjylland;2020-06-01;1;
1083;Syddanmark;2020-06-01;1;
1084;Hovedstaden;2020-06-02;3;
1085;Sjælland;2020-06-02;2;
1084;Hovedstaden;2020-06-03;1;
1084;Hovedstaden;2020-06-04;1;
1085;Sjælland;2020-06-04;2;
1083;Syddanmark;2020-06-04;2;
1084;Hovedstaden;2020-06-05;6;
1085;Sjælland;2020-06-05;1;
1084;Hovedstaden;2020-06-06;2;
1084;Hovedstaden;2020-06-07;2;
1083;Syddanmark;2020-06-07;1;
1084;Hovedstaden;2020-06-08;2;
1085;Sjælland;2020-06-08;1;
1085;Sjælland;2020-06-09;1;
1081;Nordjylland;2020-06-10;1;
1081;Nordjylland;2020-06-11;1;
1084;Hovedstaden;2020-06-12;3;
1085;Sjælland;2020-06-12;1;
1084;Hovedstaden;2020-06-13;4;
1084;Hovedstaden;2020-06-14;1;
1084;Hovedstaden;2020-06-15;1;
1082;Midtjylland;2020-06-15;1;
1085;Sjælland;2020-06-15;1;
1084;Hovedstaden;2020-06-16;2;
1081;Nordjylland;2020-06-16;1;
1085;Sjælland;2020-06-16;4;
1084;Hovedstaden;2020-06-17;2;
1081;Nordjylland;2020-06-17;1;
1083;Syddanmark;2020-06-17;1;
1084;Hovedstaden;2020-06-18;2;
1082;Midtjylland;2020-06-18;1;
1081;Nordjylland;2020-06-18;1;
1084;Hovedstaden;2020-06-19;2;
1085;Sjælland;2020-06-19;2;
1084;Hovedstaden;2020-06-20;1;
1081;Nordjylland;2020-06-20;2;
1085;Sjælland;2020-06-20;1;
1084;Hovedstaden;2020-06-21;2;
1081;Nordjylland;2020-06-21;1;
1084;Hovedstaden;2020-06-22;3;
1081;Nordjylland;2020-06-22;2;
1085;Sjælland;2020-06-22;2;
1084;Hovedstaden;2020-06-23;1;
1082;Midtjylland;2020-06-23;1;
1081;Nordjylland;2020-06-23;1;
1084;Hovedstaden;2020-06-24;2;
1081;Nordjylland;2020-06-24;2;
1084;Hovedstaden;2020-06-25;2;
1081;Nordjylland;2020-06-25;1;
1085;Sjælland;2020-06-25;1;
1084;Hovedstaden;2020-06-26;1;
1082;Midtjylland;2020-06-27;1;
1081;Nordjylland;2020-06-27;1;
1084;Hovedstaden;2020-06-28;1;
1081;Nordjylland;2020-06-28;4;
1085;Sjælland;2020-06-28;1;
1084;Hovedstaden;2020-06-29;1;
1081;Nordjylland;2020-06-29;2;
1084;Hovedstaden;2020-07-01;1;
1085;Sjælland;2020-07-01;1;
1084;Hovedstaden;2020-07-02;2;
1081;Nordjylland;2020-07-02;2;
1083;Syddanmark;2020-07-02;1;
1084;Hovedstaden;2020-07-03;1;
1082;Midtjylland;2020-07-03;1;
1085;Sjælland;2020-07-03;1;
1084;Hovedstaden;2020-07-05;2;
1083;Syddanmark;2020-07-05;1;
1084;Hovedstaden;2020-07-06;2;
1085;Sjælland;2020-07-06;2;
1081;Nordjylland;2020-07-07;1;
1081;Nordjylland;2020-07-08;1;
1084;Hovedstaden;2020-07-09;1;
1085;Sjælland;2020-07-09;1;
1081;Nordjylland;2020-07-10;2;
1084;Hovedstaden;2020-07-11;4;
1081;Nordjylland;2020-07-11;1;
1084;Hovedstaden;2020-07-12;1;
1084;Hovedstaden;2020-07-14;2;
1082;Midtjylland;2020-07-14;1;
1084;Hovedstaden;2020-07-15;2;
1085;Sjælland;2020-07-15;2;
1084;Hovedstaden;2020-07-16;1;
1084;Hovedstaden;2020-07-17;1;
1081;Nordjylland;2020-07-17;1;
1085;Sjælland;2020-07-17;1;
1084;Hovedstaden;2020-07-18;2;
1084;Hovedstaden;2020-07-19;1;
1085;Sjælland;2020-07-19;1;
1084;Hovedstaden;2020-07-20;2;
1085;Sjælland;2020-07-20;1;
1084;Hovedstaden;2020-07-21;2;
1084;Hovedstaden;2020-07-22;2;
1082;Midtjylland;2020-07-22;1;
1084;Hovedstaden;2020-07-23;1;
1081;Nordjylland;2020-07-23;1;
1085;Sjælland;2020-07-24;1;
1083;Syddanmark;2020-07-24;1;
1084;Hovedstaden;2020-07-25;2;
1085;Sjælland;2020-07-25;2;
1083;Syddanmark;2020-07-25;1;
1084;Hovedstaden;2020-07-26;2;
1085;Sjælland;2020-07-26;1;
1084;Hovedstaden;2020-07-27;1;
1085;Sjælland;2020-07-27;1;
1085;Sjælland;2020-07-28;1;
1084;Hovedstaden;2020-07-29;2;
1082;Midtjylland;2020-07-29;2;
1085;Sjælland;2020-07-29;1;
1084;Hovedstaden;2020-07-30;2;
1081;Nordjylland;2020-07-30;1;
1085;Sjælland;2020-07-30;1;
1083;Syddanmark;2020-07-31;1;
1082;Midtjylland;2020-08-01;2;
1085;Sjælland;2020-08-01;1;
1082;Midtjylland;2020-08-02;1;
1085;Sjælland;2020-08-02;1;
1084;Hovedstaden;2020-08-03;1;
1082;Midtjylland;2020-08-03;3;
1085;Sjælland;2020-08-03;2;
1083;Syddanmark;2020-08-03;1;
1084;Hovedstaden;2020-08-04;1;
1082;Midtjylland;2020-08-04;1;
1085;Sjælland;2020-08-04;3;
1084;Hovedstaden;2020-08-05;3;
1082;Midtjylland;2020-08-05;4;
1082;Midtjylland;2020-08-06;1;
1085;Sjælland;2020-08-06;1;
1083;Syddanmark;2020-08-06;1;
1084;Hovedstaden;2020-08-07;2;
1082;Midtjylland;2020-08-07;3;
1082;Midtjylland;2020-08-08;2;
1085;Sjælland;2020-08-08;1;
1084;Hovedstaden;2020-08-09;1;
1082;Midtjylland;2020-08-09;1;
1085;Sjælland;2020-08-09;1;
1084;Hovedstaden;2020-08-10;1;
1082;Midtjylland;2020-08-10;2;
1085;Sjælland;2020-08-10;1;
1084;Hovedstaden;2020-08-11;1;
1082;Midtjylland;2020-08-11;1;
1085;Sjælland;2020-08-11;1;
1084;Hovedstaden;2020-08-12;1;
1081;Nordjylland;2020-08-12;1;
1085;Sjælland;2020-08-12;1;
1081;Nordjylland;2020-08-13;1;
1084;Hovedstaden;2020-08-14;1;
1082;Midtjylland;2020-08-14;2;
1085;Sjælland;2020-08-14;1;
1084;Hovedstaden;2020-08-16;1;
1082;Midtjylland;2020-08-16;3;
1081;Nordjylland;2020-08-16;1;
1084;Hovedstaden;2020-08-17;1;
1082;Midtjylland;2020-08-17;3;
1081;Nordjylland;2020-08-17;1;
1085;Sjælland;2020-08-17;2;
1084;Hovedstaden;2020-08-18;1;
1084;Hovedstaden;2020-08-19;1;
1082;Midtjylland;2020-08-19;1;
1081;Nordjylland;2020-08-19;1;
1085;Sjælland;2020-08-19;1;
1083;Syddanmark;2020-08-19;1;
1084;Hovedstaden;2020-08-20;2;
1082;Midtjylland;2020-08-20;4;
1085;Sjælland;2020-08-20;1;
1081;Nordjylland;2020-08-21;2;
1083;Syddanmark;2020-08-21;1;
1084;Hovedstaden;2020-08-22;1;
1081;Nordjylland;2020-08-22;1;
1084;Hovedstaden;2020-08-23;1;
1081;Nordjylland;2020-08-23;1;
1083;Syddanmark;2020-08-23;1;
1084;Hovedstaden;2020-08-24;1;
1082;Midtjylland;2020-08-24;1;
1084;Hovedstaden;2020-08-25;3;
1082;Midtjylland;2020-08-25;1;
1084;Hovedstaden;2020-08-26;2;
1081;Nordjylland;2020-08-26;1;
1085;Sjælland;2020-08-26;4;
1085;Sjælland;2020-08-27;1;
1084;Hovedstaden;2020-08-28;1;
1082;Midtjylland;2020-08-28;1;
1081;Nordjylland;2020-08-28;1;
1084;Hovedstaden;2020-08-29;2;
1084;Hovedstaden;2020-08-30;2;
1082;Midtjylland;2020-08-30;1;
1084;Hovedstaden;2020-08-31;1;
1082;Midtjylland;2020-08-31;1;
1085;Sjælland;2020-08-31;2;
1083;Syddanmark;2020-08-31;1;
1084;Hovedstaden;2020-09-01;1;
1084;Hovedstaden;2020-09-02;1;
1083;Syddanmark;2020-09-02;2;
1084;Hovedstaden;2020-09-03;1;
1082;Midtjylland;2020-09-03;1;
1084;Hovedstaden;2020-09-04;3;
1082;Midtjylland;2020-09-04;2;
1083;Syddanmark;2020-09-04;1;
1084;Hovedstaden;2020-09-05;4;
1082;Midtjylland;2020-09-05;3;
1081;Nordjylland;2020-09-05;1;
1083;Syddanmark;2020-09-05;1;
1084;Hovedstaden;2020-09-06;4;
1082;Midtjylland;2020-09-06;1;
1081;Nordjylland;2020-09-06;1;
1083;Syddanmark;2020-09-06;1;
1084;Hovedstaden;2020-09-07;4;
1082;Midtjylland;2020-09-07;1;
1083;Syddanmark;2020-09-07;1;
1084;Hovedstaden;2020-09-08;2;
1081;Nordjylland;2020-09-08;1;
1083;Syddanmark;2020-09-08;1;
1084;Hovedstaden;2020-09-09;8;
1082;Midtjylland;2020-09-09;1;
1081;Nordjylland;2020-09-09;1;
1085;Sjælland;2020-09-09;1;
1083;Syddanmark;2020-09-09;2;
1084;Hovedstaden;2020-09-10;7;
1082;Midtjylland;2020-09-10;1;
1081;Nordjylland;2020-09-10;3;
1085;Sjælland;2020-09-10;1;
1084;Hovedstaden;2020-09-11;2;
1082;Midtjylland;2020-09-11;3;
1081;Nordjylland;2020-09-11;1;
1085;Sjælland;2020-09-11;2;
1084;Hovedstaden;2020-09-12;9;
1082;Midtjylland;2020-09-12;2;
1081;Nordjylland;2020-09-12;1;
1085;Sjælland;2020-09-12;1;
1083;Syddanmark;2020-09-12;3;
1084;Hovedstaden;2020-09-13;5;
1082;Midtjylland;2020-09-13;1;
1083;Syddanmark;2020-09-13;1;
1084;Hovedstaden;2020-09-14;4;
1081;Nordjylland;2020-09-14;2;
1085;Sjælland;2020-09-14;1;
1083;Syddanmark;2020-09-14;2;
1084;Hovedstaden;2020-09-15;6;
1082;Midtjylland;2020-09-15;3;
1081;Nordjylland;2020-09-15;1;
1084;Hovedstaden;2020-09-16;10;
1082;Midtjylland;2020-09-16;1;
1081;Nordjylland;2020-09-16;2;
1085;Sjælland;2020-09-16;1;
1083;Syddanmark;2020-09-16;1;
1084;Hovedstaden;2020-09-17;4;
1082;Midtjylland;2020-09-17;3;
1081;Nordjylland;2020-09-17;2;
1085;Sjælland;2020-09-17;3;
1084;Hovedstaden;2020-09-18;8;
1082;Midtjylland;2020-09-18;1;
1081;Nordjylland;2020-09-18;1;
1085;Sjælland;2020-09-18;2;
1084;Hovedstaden;2020-09-19;7;
1082;Midtjylland;2020-09-19;3;
1081;Nordjylland;2020-09-19;4;
1085;Sjælland;2020-09-19;2;
1083;Syddanmark;2020-09-19;3;
1084;Hovedstaden;2020-09-20;11;
1082;Midtjylland;2020-09-20;2;
1081;Nordjylland;2020-09-20;1;
1083;Syddanmark;2020-09-20;3;
1084;Hovedstaden;2020-09-21;5;
1082;Midtjylland;2020-09-21;2;
1081;Nordjylland;2020-09-21;3;
1085;Sjælland;2020-09-21;1;
1083;Syddanmark;2020-09-21;4;
1084;Hovedstaden;2020-09-22;7;
1082;Midtjylland;2020-09-22;2;
1085;Sjælland;2020-09-22;2;
1083;Syddanmark;2020-09-22;1;
1084;Hovedstaden;2020-09-23;11;
1082;Midtjylland;2020-09-23;2;
1081;Nordjylland;2020-09-23;2;
1085;Sjælland;2020-09-23;5;
1083;Syddanmark;2020-09-23;2;
1084;Hovedstaden;2020-09-24;9;
1082;Midtjylland;2020-09-24;3;
1081;Nordjylland;2020-09-24;3;
1085;Sjælland;2020-09-24;3;
1083;Syddanmark;2020-09-24;6;
1084;Hovedstaden;2020-09-25;9;
1082;Midtjylland;2020-09-25;1;
1081;Nordjylland;2020-09-25;2;
1085;Sjælland;2020-09-25;1;
1083;Syddanmark;2020-09-25;2;
1084;Hovedstaden;2020-09-26;5;
1082;Midtjylland;2020-09-26;4;
1081;Nordjylland;2020-09-26;1;
1085;Sjælland;2020-09-26;2;
1084;Hovedstaden;2020-09-27;10;
1082;Midtjylland;2020-09-27;1;
1081;Nordjylland;2020-09-27;1;
1085;Sjælland;2020-09-27;2;
1083;Syddanmark;2020-09-27;3;
1084;Hovedstaden;2020-09-28;9;
1082;Midtjylland;2020-09-28;1;
1085;Sjælland;2020-09-28;1;
1083;Syddanmark;2020-09-28;6;
1084;Hovedstaden;2020-09-29;5;
1082;Midtjylland;2020-09-29;4;
1081;Nordjylland;2020-09-29;2;
1083;Syddanmark;2020-09-29;2;
1084;Hovedstaden;2020-09-30;6;
1082;Midtjylland;2020-09-30;5;
1085;Sjælland;2020-09-30;4;
1083;Syddanmark;2020-09-30;2;
1084;Hovedstaden;2020-10-01;5;
1082;Midtjylland;2020-10-01;5;
1081;Nordjylland;2020-10-01;2;
1085;Sjælland;2020-10-01;2;
1083;Syddanmark;2020-10-01;4;
1084;Hovedstaden;2020-10-02;2;
1082;Midtjylland;2020-10-02;4;
1081;Nordjylland;2020-10-02;2;
1085;Sjælland;2020-10-02;5;
1084;Hovedstaden;2020-10-03;10;
1082;Midtjylland;2020-10-03;1;
1084;Hovedstaden;2020-10-04;12;
1082;Midtjylland;2020-10-04;4;
1081;Nordjylland;2020-10-04;1;
1085;Sjælland;2020-10-04;1;
1083;Syddanmark;2020-10-04;4;
1084;Hovedstaden;2020-10-05;12;
1082;Midtjylland;2020-10-05;6;
1081;Nordjylland;2020-10-05;1;
1085;Sjælland;2020-10-05;3;
1083;Syddanmark;2020-10-05;2;
1084;Hovedstaden;2020-10-06;6;
1082;Midtjylland;2020-10-06;1;
1083;Syddanmark;2020-10-06;2;
1084;Hovedstaden;2020-10-07;6;
1082;Midtjylland;2020-10-07;3;
1081;Nordjylland;2020-10-07;1;
1085;Sjælland;2020-10-07;2;
1083;Syddanmark;2020-10-07;1;
1084;Hovedstaden;2020-10-08;2;
1082;Midtjylland;2020-10-08;1;
1085;Sjælland;2020-10-08;1;
1083;Syddanmark;2020-10-08;1;
1084;Hovedstaden;2020-10-09;2;
1082;Midtjylland;2020-10-09;3;
1081;Nordjylland;2020-10-09;1;
1085;Sjælland;2020-10-09;2;
1083;Syddanmark;2020-10-09;3;
1084;Hovedstaden;2020-10-10;5;
1082;Midtjylland;2020-10-10;2;
1081;Nordjylland;2020-10-10;2;
1085;Sjælland;2020-10-10;2;
1084;Hovedstaden;2020-10-11;5;
1082;Midtjylland;2020-10-11;2;
1081;Nordjylland;2020-10-11;1;
1085;Sjælland;2020-10-11;1;
1083;Syddanmark;2020-10-11;2;
1084;Hovedstaden;2020-10-12;11;
1082;Midtjylland;2020-10-12;5;
1081;Nordjylland;2020-10-12;1;
1085;Sjælland;2020-10-12;1;
1083;Syddanmark;2020-10-12;2;
1084;Hovedstaden;2020-10-13;7;
1082;Midtjylland;2020-10-13;4;
1081;Nordjylland;2020-10-13;1;
1085;Sjælland;2020-10-13;1;
1083;Syddanmark;2020-10-13;3;
1084;Hovedstaden;2020-10-14;7;
1082;Midtjylland;2020-10-14;5;
1081;Nordjylland;2020-10-14;2;
1083;Syddanmark;2020-10-14;2;
1084;Hovedstaden;2020-10-15;11;
1082;Midtjylland;2020-10-15;3;
1081;Nordjylland;2020-10-15;5;
1083;Syddanmark;2020-10-15;1;
1084;Hovedstaden;2020-10-16;7;
1082;Midtjylland;2020-10-16;2;
1081;Nordjylland;2020-10-16;1;
1085;Sjælland;2020-10-16;2;
1083;Syddanmark;2020-10-16;1;
1084;Hovedstaden;2020-10-17;7;
1082;Midtjylland;2020-10-17;3;
1081;Nordjylland;2020-10-17;1;
1085;Sjælland;2020-10-17;1;
1083;Syddanmark;2020-10-17;1;
1084;Hovedstaden;2020-10-18;8;
1082;Midtjylland;2020-10-18;4;
1081;Nordjylland;2020-10-18;3;
1083;Syddanmark;2020-10-18;5;
1084;Hovedstaden;2020-10-19;8;
1082;Midtjylland;2020-10-19;5;
1081;Nordjylland;2020-10-19;1;
1085;Sjælland;2020-10-19;4;
1083;Syddanmark;2020-10-19;3;
1084;Hovedstaden;2020-10-20;7;
1082;Midtjylland;2020-10-20;3;
1081;Nordjylland;2020-10-20;1;
1083;Syddanmark;2020-10-20;4;
1084;Hovedstaden;2020-10-21;13;
1082;Midtjylland;2020-10-21;5;
1081;Nordjylland;2020-10-21;1;
1085;Sjælland;2020-10-21;2;
1083;Syddanmark;2020-10-21;4;
1084;Hovedstaden;2020-10-22;11;
1082;Midtjylland;2020-10-22;2;
1085;Sjælland;2020-10-22;2;
1083;Syddanmark;2020-10-22;2;
1084;Hovedstaden;2020-10-23;8;
1082;Midtjylland;2020-10-23;2;
1081;Nordjylland;2020-10-23;4;
1085;Sjælland;2020-10-23;5;
1083;Syddanmark;2020-10-23;2;
1084;Hovedstaden;2020-10-24;11;
1082;Midtjylland;2020-10-24;3;
1081;Nordjylland;2020-10-24;1;
1085;Sjælland;2020-10-24;3;
1083;Syddanmark;2020-10-24;2;
1084;Hovedstaden;2020-10-25;12;
1082;Midtjylland;2020-10-25;2;
1081;Nordjylland;2020-10-25;3;
1085;Sjælland;2020-10-25;1;
1083;Syddanmark;2020-10-25;6;
1084;Hovedstaden;2020-10-26;6;
1082;Midtjylland;2020-10-26;6;
1081;Nordjylland;2020-10-26;3;
1085;Sjælland;2020-10-26;6;
1083;Syddanmark;2020-10-26;3;
1084;Hovedstaden;2020-10-27;17;
1082;Midtjylland;2020-10-27;8;
1081;Nordjylland;2020-10-27;4;
1085;Sjælland;2020-10-27;1;
1083;Syddanmark;2020-10-27;3;
1084;Hovedstaden;2020-10-28;10;
1082;Midtjylland;2020-10-28;5;
1081;Nordjylland;2020-10-28;5;
1085;Sjælland;2020-10-28;2;
1083;Syddanmark;2020-10-28;5;
1084;Hovedstaden;2020-10-29;13;
1082;Midtjylland;2020-10-29;5;
1081;Nordjylland;2020-10-29;4;
1085;Sjælland;2020-10-29;1;
1083;Syddanmark;2020-10-29;8;
1084;Hovedstaden;2020-10-30;7;
1082;Midtjylland;2020-10-30;8;
1081;Nordjylland;2020-10-30;5;
1085;Sjælland;2020-10-30;4;
1083;Syddanmark;2020-10-30;5;
1084;Hovedstaden;2020-10-31;17;
1082;Midtjylland;2020-10-31;3;
1081;Nordjylland;2020-10-31;4;
1085;Sjælland;2020-10-31;4;
1083;Syddanmark;2020-10-31;6;
1084;Hovedstaden;2020-11-01;11;
1082;Midtjylland;2020-11-01;5;
1085;Sjælland;2020-11-01;1;
1083;Syddanmark;2020-11-01;12;
1084;Hovedstaden;2020-11-02;18;
1082;Midtjylland;2020-11-02;3;
1081;Nordjylland;2020-11-02;3;
1085;Sjælland;2020-11-02;4;
1083;Syddanmark;2020-11-02;8;
1084;Hovedstaden;2020-11-03;16;
1082;Midtjylland;2020-11-03;4;
1081;Nordjylland;2020-11-03;6;
1085;Sjælland;2020-11-03;7;
1083;Syddanmark;2020-11-03;3;
1084;Hovedstaden;2020-11-04;14;
1082;Midtjylland;2020-11-04;7;
1081;Nordjylland;2020-11-04;4;
1085;Sjælland;2020-11-04;11;
1083;Syddanmark;2020-11-04;4;
1084;Hovedstaden;2020-11-05;11;
1082;Midtjylland;2020-11-05;5;
1081;Nordjylland;2020-11-05;5;
1085;Sjælland;2020-11-05;7;
1083;Syddanmark;2020-11-05;9;
1084;Hovedstaden;2020-11-06;14;
1082;Midtjylland;2020-11-06;4;
1081;Nordjylland;2020-11-06;2;
1085;Sjælland;2020-11-06;2;
1083;Syddanmark;2020-11-06;6;
1084;Hovedstaden;2020-11-07;10;
1082;Midtjylland;2020-11-07;4;
1081;Nordjylland;2020-11-07;4;
1085;Sjælland;2020-11-07;4;
1083;Syddanmark;2020-11-07;3;
1084;Hovedstaden;2020-11-08;13;
1082;Midtjylland;2020-11-08;3;
1081;Nordjylland;2020-11-08;3;
1085;Sjælland;2020-11-08;5;
1083;Syddanmark;2020-11-08;6;
1084;Hovedstaden;2020-11-09;19;
1082;Midtjylland;2020-11-09;11;
1081;Nordjylland;2020-11-09;5;
1085;Sjælland;2020-11-09;8;
1083;Syddanmark;2020-11-09;6;
1084;Hovedstaden;2020-11-10;17;
1082;Midtjylland;2020-11-10;5;
1081;Nordjylland;2020-11-10;2;
1085;Sjælland;2020-11-10;6;
1083;Syddanmark;2020-11-10;6;
1084;Hovedstaden;2020-11-11;25;
1082;Midtjylland;2020-11-11;7;
1081;Nordjylland;2020-11-11;4;
1085;Sjælland;2020-11-11;4;
1083;Syddanmark;2020-11-11;2;
1084;Hovedstaden;2020-11-12;11;
1082;Midtjylland;2020-11-12;7;
1085;Sjælland;2020-11-12;3;
1083;Syddanmark;2020-11-12;5;
1084;Hovedstaden;2020-11-13;16;
1082;Midtjylland;2020-11-13;11;
1081;Nordjylland;2020-11-13;3;
1085;Sjælland;2020-11-13;5;
1083;Syddanmark;2020-11-13;3;
1084;Hovedstaden;2020-11-14;16;
1082;Midtjylland;2020-11-14;5;
1081;Nordjylland;2020-11-14;2;
1085;Sjælland;2020-11-14;7;
1083;Syddanmark;2020-11-14;2;
1084;Hovedstaden;2020-11-15;14;
1082;Midtjylland;2020-11-15;8;
1085;Sjælland;2020-11-15;3;
1083;Syddanmark;2020-11-15;2;
1084;Hovedstaden;2020-11-16;19;
1082;Midtjylland;2020-11-16;9;
1081;Nordjylland;2020-11-16;4;
1085;Sjælland;2020-11-16;6;
1083;Syddanmark;2020-11-16;4;
1084;Hovedstaden;2020-11-17;24;
1082;Midtjylland;2020-11-17;11;
1081;Nordjylland;2020-11-17;3;
1085;Sjælland;2020-11-17;4;
1083;Syddanmark;2020-11-17;11;
1084;Hovedstaden;2020-11-18;13;
1082;Midtjylland;2020-11-18;10;
1081;Nordjylland;2020-11-18;3;
1085;Sjælland;2020-11-18;6;
1083;Syddanmark;2020-11-18;6;
1084;Hovedstaden;2020-11-19;13;
1082;Midtjylland;2020-11-19;8;
1081;Nordjylland;2020-11-19;1;
1085;Sjælland;2020-11-19;9;
1083;Syddanmark;2020-11-19;5;
1084;Hovedstaden;2020-11-20;14;
1082;Midtjylland;2020-11-20;9;
1081;Nordjylland;2020-11-20;3;
1085;Sjælland;2020-11-20;4;
1083;Syddanmark;2020-11-20;7;
1084;Hovedstaden;2020-11-21;13;
1082;Midtjylland;2020-11-21;3;
1085;Sjælland;2020-11-21;4;
1083;Syddanmark;2020-11-21;7;
1084;Hovedstaden;2020-11-22;17;
1082;Midtjylland;2020-11-22;4;
1081;Nordjylland;2020-11-22;4;
1085;Sjælland;2020-11-22;2;
1083;Syddanmark;2020-11-22;5;
1084;Hovedstaden;2020-11-23;16;
1082;Midtjylland;2020-11-23;7;
1081;Nordjylland;2020-11-23;1;
1085;Sjælland;2020-11-23;6;
1083;Syddanmark;2020-11-23;7;
1084;Hovedstaden;2020-11-24;12;
1082;Midtjylland;2020-11-24;10;
1081;Nordjylland;2020-11-24;4;
1085;Sjælland;2020-11-24;6;
1083;Syddanmark;2020-11-24;5;
1084;Hovedstaden;2020-11-25;17;
1082;Midtjylland;2020-11-25;8;
1081;Nordjylland;2020-11-25;5;
1085;Sjælland;2020-11-25;8;
1083;Syddanmark;2020-11-25;4;
1084;Hovedstaden;2020-11-26;15;
1082;Midtjylland;2020-11-26;2;
1081;Nordjylland;2020-11-26;3;
1085;Sjælland;2020-11-26;6;
1083;Syddanmark;2020-11-26;11;
1084;Hovedstaden;2020-11-27;14;
1082;Midtjylland;2020-11-27;6;
1081;Nordjylland;2020-11-27;2;
1085;Sjælland;2020-11-27;2;
1083;Syddanmark;2020-11-27;2;
1084;Hovedstaden;2020-11-28;7;
1082;Midtjylland;2020-11-28;7;
1081;Nordjylland;2020-11-28;3;
1085;Sjælland;2020-11-28;6;
1083;Syddanmark;2020-11-28;5;
1084;Hovedstaden;2020-11-29;13;
1082;Midtjylland;2020-11-29;6;
