"Uge";"Regionskode";"Region";"Antal tilfælde";"Antal borgere";"Type af tilfælde";"type_count";"timestamp_2025-10-21T10:00:08.562"
2021-U17;1084;Hovedstaden;2567;1849125;Første infektion;1;
2021-U17;1082;Midtjylland;0;1330322;To eller flere reinfektioner;3;
2021-U17;1082;Midtjylland;3;1330322;Første reinfektion;2;
2021-U17;1082;Midtjylland;994;1330322;Første infektion;1;
2021-U17;1081;Nordjylland;1;589681;Første reinfektion;2;
2021-U17;1081;Nordjylland;1;589681;To eller flere reinfektioner;3;
2021-U17;1081;Nordjylland;459;589681;Første infektion;1;
2021-U17;1085;Sjælland;0;837482;To eller flere reinfektioner;3;
2021-U17;1085;Sjælland;5;837482;Første reinfektion;2;
2021-U17;1085;Sjælland;579;837482;Første infektion;1;
2021-U17;1083;Syddanmark;0;1222127;To eller flere reinfektioner;3;
2021-U17;1083;Syddanmark;5;1222127;Første reinfektion;2;
2021-U17;1083;Syddanmark;793;1222127;Første infektion;1;
2021-U18;1084;Hovedstaden;1;1849498;To eller flere reinfektioner;3;
2021-U18;1084;Hovedstaden;28;1849498;Første reinfektion;2;
2021-U18;1084;Hovedstaden;3141;1849498;Første infektion;1;
2021-U18;1082;Midtjylland;0;1331015;To eller flere reinfektioner;3;
2021-U18;1082;Midtjylland;4;1331015;Første reinfektion;2;
2021-U18;1082;Midtjylland;1240;1331015;Første infektion;1;
2021-U18;1081;Nordjylland;0;589680;To eller flere reinfektioner;3;
2021-U18;1081;Nordjylland;1;589680;Første reinfektion;2;
2021-U18;1081;Nordjylland;471;589680;Første infektion;1;
2021-U18;1085;Sjælland;0;838001;To eller flere reinfektioner;3;
2021-U18;1085;Sjælland;6;838001;Første reinfektion;2;
2021-U18;1085;Sjælland;814;838001;Første infektion;1;
2021-U18;1083;Syddanmark;1;1222563;To eller flere reinfektioner;3;
2021-U18;1083;Syddanmark;4;1222563;Første reinfektion;2;
2021-U18;1083;Syddanmark;773;1222563;Første infektion;1;
2021-U19;1084;Hovedstaden;0;1849498;To eller flere reinfektioner;3;
2021-U19;1084;Hovedstaden;29;1849498;Første reinfektion;2;
2021-U19;1084;Hovedstaden;3326;1849498;Første infektion;1;
2021-U19;1082;Midtjylland;0;1331015;To eller flere reinfektioner;3;
2021-U19;1082;Midtjylland;9;1331015;Første reinfektion;2;
2021-U19;1082;Midtjylland;1401;1331015;Første infektion;1;
2021-U19;1081;Nordjylland;0;589680;To eller flere reinfektioner;3;
2021-U19;1081;Nordjylland;3;589680;Første reinfektion;2;
2021-U19;1081;Nordjylland;672;589680;Første infektion;1;
2021-U19;1085;Sjælland;0;838001;To eller flere reinfektioner;3;
2021-U19;1085;Sjælland;2;838001;Første reinfektion;2;
2021-U19;1085;Sjælland;1047;838001;Første infektion;1;
2021-U19;1083;Syddanmark;0;1222563;To eller flere reinfektioner;3;
2021-U19;1083;Syddanmark;2;1222563;Første reinfektion;2;
2021-U19;1083;Syddanmark;732;1222563;Første infektion;1;
2021-U20;1084;Hovedstaden;1;1849498;To eller flere reinfektioner;3;
2021-U20;1084;Hovedstaden;31;1849498;Første reinfektion;2;
2021-U20;1084;Hovedstaden;2983;1849498;Første infektion;1;
2021-U20;1082;Midtjylland;0;1331015;To eller flere reinfektioner;3;
2021-U20;1082;Midtjylland;6;1331015;Første reinfektion;2;
2021-U20;1082;Midtjylland;1189;1331015;Første infektion;1;
2021-U20;1081;Nordjylland;0;589680;To eller flere reinfektioner;3;
2021-U20;1081;Nordjylland;9;589680;Første reinfektion;2;
2021-U20;1081;Nordjylland;794;589680;Første infektion;1;
2021-U20;1085;Sjælland;0;838001;To eller flere reinfektioner;3;
2021-U20;1085;Sjælland;6;838001;Første reinfektion;2;
2021-U20;1085;Sjælland;983;838001;Første infektion;1;
2021-U20;1083;Syddanmark;0;1222563;To eller flere reinfektioner;3;
2021-U20;1083;Syddanmark;7;1222563;Første reinfektion;2;
2021-U20;1083;Syddanmark;863;1222563;Første infektion;1;
2021-U21;1084;Hovedstaden;1;1849498;To eller flere reinfektioner;3;
2021-U21;1084;Hovedstaden;21;1849498;Første reinfektion;2;
2021-U21;1084;Hovedstaden;2810;1849498;Første infektion;1;
2021-U21;1082;Midtjylland;0;1331015;To eller flere reinfektioner;3;
2021-U21;1082;Midtjylland;9;1331015;Første reinfektion;2;
2021-U21;1082;Midtjylland;1263;1331015;Første infektion;1;
2021-U21;1081;Nordjylland;0;589680;To eller flere reinfektioner;3;
2021-U21;1081;Nordjylland;6;589680;Første reinfektion;2;
2021-U21;1081;Nordjylland;891;589680;Første infektion;1;
2021-U21;1085;Sjælland;0;838001;To eller flere reinfektioner;3;
2021-U21;1085;Sjælland;5;838001;Første reinfektion;2;
2021-U21;1085;Sjælland;778;838001;Første infektion;1;
2021-U21;1083;Syddanmark;0;1222563;To eller flere reinfektioner;3;
2021-U21;1083;Syddanmark;6;1222563;Første reinfektion;2;
2021-U21;1083;Syddanmark;926;1222563;Første infektion;1;
2021-U22;1084;Hovedstaden;0;1849498;To eller flere reinfektioner;3;
2021-U22;1084;Hovedstaden;23;1849498;Første reinfektion;2;
2021-U22;1084;Hovedstaden;2459;1849498;Første infektion;1;
2021-U22;1082;Midtjylland;0;1331015;To eller flere reinfektioner;3;
2021-U22;1082;Midtjylland;8;1331015;Første reinfektion;2;
2021-U22;1082;Midtjylland;1137;1331015;Første infektion;1;
2021-U22;1081;Nordjylland;0;589680;To eller flere reinfektioner;3;
2021-U22;1081;Nordjylland;5;589680;Første reinfektion;2;
2021-U22;1081;Nordjylland;809;589680;Første infektion;1;
2021-U22;1085;Sjælland;1;838001;Første reinfektion;2;
2021-U22;1085;Sjælland;1;838001;To eller flere reinfektioner;3;
2021-U22;1085;Sjælland;656;838001;Første infektion;1;
2021-U22;1083;Syddanmark;1;1222563;To eller flere reinfektioner;3;
2021-U22;1083;Syddanmark;3;1222563;Første reinfektion;2;
2021-U22;1083;Syddanmark;570;1222563;Første infektion;1;
2021-U23;1084;Hovedstaden;0;1850180;To eller flere reinfektioner;3;
2021-U23;1084;Hovedstaden;21;1850180;Første reinfektion;2;
2021-U23;1084;Hovedstaden;1165;1850180;Første infektion;1;
2021-U23;1082;Midtjylland;0;1331695;To eller flere reinfektioner;3;
2021-U23;1082;Midtjylland;6;1331695;Første reinfektion;2;
2021-U23;1082;Midtjylland;568;1331695;Første infektion;1;
2021-U23;1081;Nordjylland;0;589581;To eller flere reinfektioner;3;
2021-U23;1081;Nordjylland;4;589581;Første reinfektion;2;
2021-U23;1081;Nordjylland;399;589581;Første infektion;1;
2021-U23;1085;Sjælland;0;838691;To eller flere reinfektioner;3;
2021-U23;1085;Sjælland;4;838691;Første reinfektion;2;
2021-U23;1085;Sjælland;340;838691;Første infektion;1;
2021-U23;1083;Syddanmark;0;1222852;To eller flere reinfektioner;3;
2021-U23;1083;Syddanmark;4;1222852;Første reinfektion;2;
2021-U23;1083;Syddanmark;317;1222852;Første infektion;1;
2021-U24;1084;Hovedstaden;0;1850180;To eller flere reinfektioner;3;
2021-U24;1084;Hovedstaden;16;1850180;Første reinfektion;2;
2021-U24;1084;Hovedstaden;746;1850180;Første infektion;1;
2021-U24;1082;Midtjylland;0;1331695;To eller flere reinfektioner;3;
2021-U24;1082;Midtjylland;1;1331695;Første reinfektion;2;
2021-U24;1082;Midtjylland;321;1331695;Første infektion;1;
2021-U24;1081;Nordjylland;0;589581;To eller flere reinfektioner;3;
2021-U24;1081;Nordjylland;1;589581;Første reinfektion;2;
2021-U24;1081;Nordjylland;224;589581;Første infektion;1;
2021-U24;1085;Sjælland;0;838691;To eller flere reinfektioner;3;
2021-U24;1085;Sjælland;3;838691;Første reinfektion;2;
2021-U24;1085;Sjælland;203;838691;Første infektion;1;
2021-U24;1083;Syddanmark;0;1222852;To eller flere reinfektioner;3;
2021-U24;1083;Syddanmark;2;1222852;Første reinfektion;2;
2021-U24;1083;Syddanmark;139;1222852;Første infektion;1;
2021-U25;1084;Hovedstaden;0;1850180;To eller flere reinfektioner;3;
2021-U25;1084;Hovedstaden;9;1850180;Første reinfektion;2;
2021-U25;1084;Hovedstaden;716;1850180;Første infektion;1;
2021-U25;1082;Midtjylland;1;1331695;Første reinfektion;2;
2021-U25;1082;Midtjylland;1;1331695;To eller flere reinfektioner;3;
2021-U25;1082;Midtjylland;198;1331695;Første infektion;1;
2021-U25;1081;Nordjylland;0;589581;Første reinfektion;2;
2021-U25;1081;Nordjylland;0;589581;To eller flere reinfektioner;3;
2021-U25;1081;Nordjylland;140;589581;Første infektion;1;
2021-U25;1085;Sjælland;0;838691;Første reinfektion;2;
2021-U25;1085;Sjælland;1;838691;To eller flere reinfektioner;3;
2021-U25;1085;Sjælland;93;838691;Første infektion;1;
2021-U25;1083;Syddanmark;0;1222852;To eller flere reinfektioner;3;
2021-U25;1083;Syddanmark;1;1222852;Første reinfektion;2;
2021-U25;1083;Syddanmark;144;1222852;Første infektion;1;
2021-U26;1084;Hovedstaden;0;1850180;To eller flere reinfektioner;3;
2021-U26;1084;Hovedstaden;24;1850180;Første reinfektion;2;
2021-U26;1084;Hovedstaden;1558;1850180;Første infektion;1;
2021-U26;1082;Midtjylland;0;1331695;To eller flere reinfektioner;3;
2021-U26;1082;Midtjylland;2;1331695;Første reinfektion;2;
2021-U26;1082;Midtjylland;350;1331695;Første infektion;1;
2021-U26;1081;Nordjylland;0;589581;To eller flere reinfektioner;3;
2021-U26;1081;Nordjylland;1;589581;Første reinfektion;2;
2021-U26;1081;Nordjylland;230;589581;Første infektion;1;
2021-U26;1085;Sjælland;0;838691;To eller flere reinfektioner;3;
2021-U26;1085;Sjælland;4;838691;Første reinfektion;2;
2021-U26;1085;Sjælland;298;838691;Første infektion;1;
2021-U26;1083;Syddanmark;0;1222852;To eller flere reinfektioner;3;
2021-U26;1083;Syddanmark;1;1222852;Første reinfektion;2;
2021-U26;1083;Syddanmark;219;1222852;Første infektion;1;
2021-U27;1084;Hovedstaden;0;1850799;To eller flere reinfektioner;3;
2021-U27;1084;Hovedstaden;46;1850799;Første reinfektion;2;
2021-U27;1084;Hovedstaden;2333;1850799;Første infektion;1;
2021-U27;1082;Midtjylland;0;1332546;To eller flere reinfektioner;3;
2021-U27;1082;Midtjylland;11;1332546;Første reinfektion;2;
2021-U27;1082;Midtjylland;986;1332546;Første infektion;1;
2021-U27;1081;Nordjylland;0;589573;Første reinfektion;2;
2021-U27;1081;Nordjylland;0;589573;To eller flere reinfektioner;3;
2021-U27;1081;Nordjylland;252;589573;Første infektion;1;
2021-U27;1085;Sjælland;0;839284;To eller flere reinfektioner;3;
2021-U27;1085;Sjælland;5;839284;Første reinfektion;2;
2021-U27;1085;Sjælland;387;839284;Første infektion;1;
2021-U27;1083;Syddanmark;0;1223088;To eller flere reinfektioner;3;
2021-U27;1083;Syddanmark;3;1223088;Første reinfektion;2;
2021-U27;1083;Syddanmark;620;1223088;Første infektion;1;
2021-U28;1084;Hovedstaden;0;1850799;To eller flere reinfektioner;3;
2021-U28;1084;Hovedstaden;55;1850799;Første reinfektion;2;
2021-U28;1084;Hovedstaden;3448;1850799;Første infektion;1;
2021-U28;1082;Midtjylland;0;1332546;To eller flere reinfektioner;3;
2021-U28;1082;Midtjylland;15;1332546;Første reinfektion;2;
2021-U28;1082;Midtjylland;1587;1332546;Første infektion;1;
2021-U28;1081;Nordjylland;0;589573;Første reinfektion;2;
2021-U28;1081;Nordjylland;0;589573;To eller flere reinfektioner;3;
2021-U28;1081;Nordjylland;303;589573;Første infektion;1;
2021-U28;1085;Sjælland;0;839284;To eller flere reinfektioner;3;
2021-U28;1085;Sjælland;9;839284;Første reinfektion;2;
2021-U28;1085;Sjælland;597;839284;Første infektion;1;
2021-U28;1083;Syddanmark;0;1223088;To eller flere reinfektioner;3;
2021-U28;1083;Syddanmark;10;1223088;Første reinfektion;2;
2021-U28;1083;Syddanmark;837;1223088;Første infektion;1;
2021-U29;1084;Hovedstaden;1;1850799;To eller flere reinfektioner;3;
2021-U29;1084;Hovedstaden;33;1850799;Første reinfektion;2;
2021-U29;1084;Hovedstaden;2336;1850799;Første infektion;1;
2021-U29;1082;Midtjylland;0;1332546;To eller flere reinfektioner;3;
2021-U29;1082;Midtjylland;12;1332546;Første reinfektion;2;
2021-U29;1082;Midtjylland;1384;1332546;Første infektion;1;
2021-U29;1081;Nordjylland;0;589573;To eller flere reinfektioner;3;
2021-U29;1081;Nordjylland;1;589573;Første reinfektion;2;
2021-U29;1081;Nordjylland;363;589573;Første infektion;1;
2021-U29;1085;Sjælland;0;839284;To eller flere reinfektioner;3;
2021-U29;1085;Sjælland;5;839284;Første reinfektion;2;
2021-U29;1085;Sjælland;431;839284;Første infektion;1;
2021-U29;1083;Syddanmark;0;1223088;To eller flere reinfektioner;3;
2021-U29;1083;Syddanmark;5;1223088;Første reinfektion;2;
2021-U29;1083;Syddanmark;729;1223088;Første infektion;1;
2021-U30;1084;Hovedstaden;0;1850799;To eller flere reinfektioner;3;
2021-U30;1084;Hovedstaden;65;1850799;Første reinfektion;2;
2021-U30;1084;Hovedstaden;2407;1850799;Første infektion;1;
2021-U30;1082;Midtjylland;0;1332546;To eller flere reinfektioner;3;
2021-U30;1082;Midtjylland;19;1332546;Første reinfektion;2;
2021-U30;1082;Midtjylland;1524;1332546;Første infektion;1;
2021-U30;1081;Nordjylland;0;589573;To eller flere reinfektioner;3;
2021-U30;1081;Nordjylland;3;589573;Første reinfektion;2;
2021-U30;1081;Nordjylland;837;589573;Første infektion;1;
2021-U30;1085;Sjælland;1;839284;To eller flere reinfektioner;3;
2021-U30;1085;Sjælland;5;839284;Første reinfektion;2;
2021-U30;1085;Sjælland;495;839284;Første infektion;1;
2021-U30;1083;Syddanmark;0;1223088;To eller flere reinfektioner;3;
2021-U30;1083;Syddanmark;6;1223088;Første reinfektion;2;
2021-U30;1083;Syddanmark;934;1223088;Første infektion;1;
2021-U31;1084;Hovedstaden;1;1851315;To eller flere reinfektioner;3;
2021-U31;1084;Hovedstaden;50;1851315;Første reinfektion;2;
2021-U31;1084;Hovedstaden;2451;1851315;Første infektion;1;
2021-U31;1082;Midtjylland;0;1333208;To eller flere reinfektioner;3;
2021-U31;1082;Midtjylland;21;1333208;Første reinfektion;2;
2021-U31;1082;Midtjylland;1494;1333208;Første infektion;1;
2021-U31;1081;Nordjylland;0;589786;To eller flere reinfektioner;3;
2021-U31;1081;Nordjylland;11;589786;Første reinfektion;2;
2021-U31;1081;Nordjylland;744;589786;Første infektion;1;
2021-U31;1085;Sjælland;0;840125;To eller flere reinfektioner;3;
2021-U31;1085;Sjælland;4;840125;Første reinfektion;2;
2021-U31;1085;Sjælland;543;840125;Første infektion;1;
2021-U31;1083;Syddanmark;0;1223372;To eller flere reinfektioner;3;
2021-U31;1083;Syddanmark;11;1223372;Første reinfektion;2;
2021-U31;1083;Syddanmark;1057;1223372;Første infektion;1;
2021-U32;1084;Hovedstaden;0;1851315;To eller flere reinfektioner;3;
2021-U32;1084;Hovedstaden;61;1851315;Første reinfektion;2;
2021-U32;1084;Hovedstaden;2733;1851315;Første infektion;1;
2021-U32;1082;Midtjylland;0;1333208;To eller flere reinfektioner;3;
2021-U32;1082;Midtjylland;26;1333208;Første reinfektion;2;
2021-U32;1082;Midtjylland;1574;1333208;Første infektion;1;
2021-U32;1081;Nordjylland;0;589786;To eller flere reinfektioner;3;
2021-U32;1081;Nordjylland;8;589786;Første reinfektion;2;
2021-U32;1081;Nordjylland;690;589786;Første infektion;1;
2021-U32;1085;Sjælland;0;840125;To eller flere reinfektioner;3;
2021-U32;1085;Sjælland;10;840125;Første reinfektion;2;
2021-U32;1085;Sjælland;734;840125;Første infektion;1;
2021-U32;1083;Syddanmark;0;1223372;To eller flere reinfektioner;3;
2021-U32;1083;Syddanmark;14;1223372;Første reinfektion;2;
2021-U32;1083;Syddanmark;1064;1223372;Første infektion;1;
2021-U33;1084;Hovedstaden;0;1851315;To eller flere reinfektioner;3;
2021-U33;1084;Hovedstaden;77;1851315;Første reinfektion;2;
2021-U33;1084;Hovedstaden;3049;1851315;Første infektion;1;
2021-U33;1082;Midtjylland;0;1333208;To eller flere reinfektioner;3;
2021-U33;1082;Midtjylland;16;1333208;Første reinfektion;2;
2021-U33;1082;Midtjylland;1396;1333208;Første infektion;1;
2021-U33;1081;Nordjylland;0;589786;To eller flere reinfektioner;3;
2021-U33;1081;Nordjylland;3;589786;Første reinfektion;2;
2021-U33;1081;Nordjylland;584;589786;Første infektion;1;
2021-U33;1085;Sjælland;0;840125;To eller flere reinfektioner;3;
2021-U33;1085;Sjælland;5;840125;Første reinfektion;2;
2021-U33;1085;Sjælland;594;840125;Første infektion;1;
2021-U33;1083;Syddanmark;1;1223372;To eller flere reinfektioner;3;
2021-U33;1083;Syddanmark;12;1223372;Første reinfektion;2;
2021-U33;1083;Syddanmark;1162;1223372;Første infektion;1;
2021-U34;1084;Hovedstaden;1;1851315;To eller flere reinfektioner;3;
2021-U34;1084;Hovedstaden;66;1851315;Første reinfektion;2;
2021-U34;1084;Hovedstaden;3185;1851315;Første infektion;1;
2021-U34;1082;Midtjylland;0;1333208;To eller flere reinfektioner;3;
2021-U34;1082;Midtjylland;14;1333208;Første reinfektion;2;
2021-U34;1082;Midtjylland;1079;1333208;Første infektion;1;
2021-U34;1081;Nordjylland;0;589786;To eller flere reinfektioner;3;
2021-U34;1081;Nordjylland;4;589786;Første reinfektion;2;
2021-U34;1081;Nordjylland;366;589786;Første infektion;1;
2021-U34;1085;Sjælland;0;840125;To eller flere reinfektioner;3;
2021-U34;1085;Sjælland;4;840125;Første reinfektion;2;
2021-U34;1085;Sjælland;563;840125;Første infektion;1;
2021-U34;1083;Syddanmark;0;1223372;To eller flere reinfektioner;3;
2021-U34;1083;Syddanmark;11;1223372;Første reinfektion;2;
2021-U34;1083;Syddanmark;971;1223372;Første infektion;1;
2021-U35;1084;Hovedstaden;0;1851315;To eller flere reinfektioner;3;
2021-U35;1084;Hovedstaden;46;1851315;Første reinfektion;2;
2021-U35;1084;Hovedstaden;2331;1851315;Første infektion;1;
2021-U35;1082;Midtjylland;0;1333208;To eller flere reinfektioner;3;
2021-U35;1082;Midtjylland;15;1333208;Første reinfektion;2;
2021-U35;1082;Midtjylland;739;1333208;Første infektion;1;
2021-U35;1081;Nordjylland;0;589786;Første reinfektion;2;
2021-U35;1081;Nordjylland;0;589786;To eller flere reinfektioner;3;
2021-U35;1081;Nordjylland;247;589786;Første infektion;1;
2021-U35;1085;Sjælland;0;840125;To eller flere reinfektioner;3;
2021-U35;1085;Sjælland;7;840125;Første reinfektion;2;
2021-U35;1085;Sjælland;457;840125;Første infektion;1;
2021-U35;1083;Syddanmark;0;1223372;To eller flere reinfektioner;3;
2021-U35;1083;Syddanmark;9;1223372;Første reinfektion;2;
2021-U35;1083;Syddanmark;625;1223372;Første infektion;1;
2021-U36;1084;Hovedstaden;0;1852142;To eller flere reinfektioner;3;
2021-U36;1084;Hovedstaden;38;1852142;Første reinfektion;2;
2021-U36;1084;Hovedstaden;1641;1852142;Første infektion;1;
2021-U36;1082;Midtjylland;0;1334300;To eller flere reinfektioner;3;
2021-U36;1082;Midtjylland;4;1334300;Første reinfektion;2;
2021-U36;1082;Midtjylland;494;1334300;Første infektion;1;
2021-U36;1081;Nordjylland;0;590116;Første reinfektion;2;
2021-U36;1081;Nordjylland;0;590116;To eller flere reinfektioner;3;
2021-U36;1081;Nordjylland;143;590116;Første infektion;1;
2021-U36;1085;Sjælland;0;840669;To eller flere reinfektioner;3;
2021-U36;1085;Sjælland;4;840669;Første reinfektion;2;
2021-U36;1085;Sjælland;501;840669;Første infektion;1;
2021-U36;1083;Syddanmark;0;1223824;To eller flere reinfektioner;3;
2021-U36;1083;Syddanmark;4;1223824;Første reinfektion;2;
2021-U36;1083;Syddanmark;402;1223824;Første infektion;1;
2021-U37;1084;Hovedstaden;1;1852142;To eller flere reinfektioner;3;
2021-U37;1084;Hovedstaden;16;1852142;Første reinfektion;2;
2021-U37;1084;Hovedstaden;1025;1852142;Første infektion;1;
2021-U37;1082;Midtjylland;1;1334300;To eller flere reinfektioner;3;
2021-U37;1082;Midtjylland;2;1334300;Første reinfektion;2;
2021-U37;1082;Midtjylland;349;1334300;Første infektion;1;
2021-U37;1081;Nordjylland;0;590116;To eller flere reinfektioner;3;
2021-U37;1081;Nordjylland;1;590116;Første reinfektion;2;
2021-U37;1081;Nordjylland;153;590116;Første infektion;1;
2021-U37;1085;Sjælland;0;840669;To eller flere reinfektioner;3;
2021-U37;1085;Sjælland;4;840669;Første reinfektion;2;
2021-U37;1085;Sjælland;274;840669;Første infektion;1;
2021-U37;1083;Syddanmark;0;1223824;To eller flere reinfektioner;3;
2021-U37;1083;Syddanmark;3;1223824;Første reinfektion;2;
2021-U37;1083;Syddanmark;348;1223824;Første infektion;1;
2021-U38;1084;Hovedstaden;0;1852142;To eller flere reinfektioner;3;
2021-U38;1084;Hovedstaden;11;1852142;Første reinfektion;2;
2021-U38;1084;Hovedstaden;1031;1852142;Første infektion;1;
2021-U38;1082;Midtjylland;1;1334300;To eller flere reinfektioner;3;
2021-U38;1082;Midtjylland;4;1334300;Første reinfektion;2;
2021-U38;1082;Midtjylland;343;1334300;Første infektion;1;
2021-U38;1081;Nordjylland;0;590116;To eller flere reinfektioner;3;
2021-U38;1081;Nordjylland;2;590116;Første reinfektion;2;
2021-U38;1081;Nordjylland;287;590116;Første infektion;1;
2021-U38;1085;Sjælland;0;840669;To eller flere reinfektioner;3;
2021-U38;1085;Sjælland;1;840669;Første reinfektion;2;
2021-U38;1085;Sjælland;400;840669;Første infektion;1;
2021-U38;1083;Syddanmark;0;1223824;To eller flere reinfektioner;3;
2021-U38;1083;Syddanmark;3;1223824;Første reinfektion;2;
2021-U38;1083;Syddanmark;412;1223824;Første infektion;1;
2021-U39;1084;Hovedstaden;0;1852142;To eller flere reinfektioner;3;
2021-U39;1084;Hovedstaden;20;1852142;Første reinfektion;2;
2021-U39;1084;Hovedstaden;1581;1852142;Første infektion;1;
2021-U39;1082;Midtjylland;0;1334300;To eller flere reinfektioner;3;
2021-U39;1082;Midtjylland;5;1334300;Første reinfektion;2;
2021-U39;1082;Midtjylland;356;1334300;Første infektion;1;
2021-U39;1081;Nordjylland;0;590116;To eller flere reinfektioner;3;
2021-U39;1081;Nordjylland;1;590116;Første reinfektion;2;
2021-U39;1081;Nordjylland;196;590116;Første infektion;1;
2021-U39;1085;Sjælland;0;840669;To eller flere reinfektioner;3;
2021-U39;1085;Sjælland;5;840669;Første reinfektion;2;
2021-U39;1085;Sjælland;409;840669;Første infektion;1;
2021-U39;1083;Syddanmark;0;1223824;To eller flere reinfektioner;3;
2021-U39;1083;Syddanmark;4;1223824;Første reinfektion;2;
2021-U39;1083;Syddanmark;437;1223824;Første infektion;1;
2021-U40;1084;Hovedstaden;2;1855361;To eller flere reinfektioner;3;
2021-U40;1084;Hovedstaden;29;1855361;Første reinfektion;2;
2021-U40;1084;Hovedstaden;2048;1855361;Første infektion;1;
2021-U40;1082;Midtjylland;0;1336319;To eller flere reinfektioner;3;
2021-U40;1082;Midtjylland;8;1336319;Første reinfektion;2;
2021-U40;1082;Midtjylland;564;1336319;Første infektion;1;
2021-U40;1081;Nordjylland;0;590721;To eller flere reinfektioner;3;
2021-U40;1081;Nordjylland;1;590721;Første reinfektion;2;
2021-U40;1081;Nordjylland;223;590721;Første infektion;1;
2021-U40;1085;Sjælland;0;840653;To eller flere reinfektioner;3;
2021-U40;1085;Sjælland;4;840653;Første reinfektion;2;
2021-U40;1085;Sjælland;532;840653;Første infektion;1;
2021-U40;1083;Syddanmark;0;1224620;To eller flere reinfektioner;3;
2021-U40;1083;Syddanmark;6;1224620;Første reinfektion;2;
2021-U40;1083;Syddanmark;628;1224620;Første infektion;1;
2021-U41;1084;Hovedstaden;0;1855361;To eller flere reinfektioner;3;
2021-U41;1084;Hovedstaden;37;1855361;Første reinfektion;2;
2021-U41;1084;Hovedstaden;2661;1855361;Første infektion;1;
2021-U41;1082;Midtjylland;0;1336319;To eller flere reinfektioner;3;
2021-U41;1082;Midtjylland;4;1336319;Første reinfektion;2;
2021-U41;1082;Midtjylland;569;1336319;Første infektion;1;
2021-U41;1081;Nordjylland;0;590721;To eller flere reinfektioner;3;
2021-U41;1081;Nordjylland;1;590721;Første reinfektion;2;
2021-U41;1081;Nordjylland;332;590721;Første infektion;1;
2021-U41;1085;Sjælland;0;840653;To eller flere reinfektioner;3;
2021-U41;1085;Sjælland;4;840653;Første reinfektion;2;
2021-U41;1085;Sjælland;754;840653;Første infektion;1;
2021-U41;1083;Syddanmark;0;1224620;To eller flere reinfektioner;3;
2021-U41;1083;Syddanmark;9;1224620;Første reinfektion;2;
2021-U41;1083;Syddanmark;662;1224620;Første infektion;1;
2021-U42;1084;Hovedstaden;2;1855361;To eller flere reinfektioner;3;
2021-U42;1084;Hovedstaden;81;1855361;Første reinfektion;2;
2021-U42;1084;Hovedstaden;4762;1855361;Første infektion;1;
2021-U42;1082;Midtjylland;0;1336319;To eller flere reinfektioner;3;
2021-U42;1082;Midtjylland;5;1336319;Første reinfektion;2;
2021-U42;1082;Midtjylland;1017;1336319;Første infektion;1;
2021-U42;1081;Nordjylland;0;590721;To eller flere reinfektioner;3;
2021-U42;1081;Nordjylland;7;590721;Første reinfektion;2;
2021-U42;1081;Nordjylland;613;590721;Første infektion;1;
2021-U42;1085;Sjælland;0;840653;To eller flere reinfektioner;3;
2021-U42;1085;Sjælland;11;840653;Første reinfektion;2;
2021-U42;1085;Sjælland;1183;840653;Første infektion;1;
2021-U42;1083;Syddanmark;0;1224620;To eller flere reinfektioner;3;
2021-U42;1083;Syddanmark;8;1224620;Første reinfektion;2;
2021-U42;1083;Syddanmark;1030;1224620;Første infektion;1;
2021-U43;1084;Hovedstaden;0;1855361;To eller flere reinfektioner;3;
2021-U43;1084;Hovedstaden;102;1855361;Første reinfektion;2;
2021-U43;1084;Hovedstaden;6274;1855361;Første infektion;1;
2021-U43;1082;Midtjylland;0;1336319;To eller flere reinfektioner;3;
2021-U43;1082;Midtjylland;18;1336319;Første reinfektion;2;
2021-U43;1082;Midtjylland;1430;1336319;Første infektion;1;
2021-U43;1081;Nordjylland;0;590721;To eller flere reinfektioner;3;
2021-U43;1081;Nordjylland;4;590721;Første reinfektion;2;
2021-U43;1081;Nordjylland;656;590721;Første infektion;1;
2021-U43;1085;Sjælland;0;840653;To eller flere reinfektioner;3;
2021-U43;1085;Sjælland;18;840653;Første reinfektion;2;
2021-U43;1085;Sjælland;1825;840653;Første infektion;1;
2021-U43;1083;Syddanmark;0;1224620;To eller flere reinfektioner;3;
2021-U43;1083;Syddanmark;8;1224620;Første reinfektion;2;
2021-U43;1083;Syddanmark;1614;1224620;Første infektion;1;
2021-U44;1084;Hovedstaden;0;1857872;To eller flere reinfektioner;3;
2021-U44;1084;Hovedstaden;122;1857872;Første reinfektion;2;
2021-U44;1084;Hovedstaden;7720;1857872;Første infektion;1;
2021-U44;1082;Midtjylland;0;1337376;To eller flere reinfektioner;3;
2021-U44;1082;Midtjylland;17;1337376;Første reinfektion;2;
2021-U44;1082;Midtjylland;2306;1337376;Første infektion;1;
2021-U44;1081;Nordjylland;0;591001;To eller flere reinfektioner;3;
2021-U44;1081;Nordjylland;5;591001;Første reinfektion;2;
2021-U44;1081;Nordjylland;1101;591001;Første infektion;1;
2021-U44;1085;Sjælland;0;840920;To eller flere reinfektioner;3;
2021-U44;1085;Sjælland;17;840920;Første reinfektion;2;
2021-U44;1085;Sjælland;2466;840920;Første infektion;1;
2021-U44;1083;Syddanmark;0;1225098;To eller flere reinfektioner;3;
2021-U44;1083;Syddanmark;15;1225098;Første reinfektion;2;
