"Uge";"Regionskode";"Region";"Antal tilfælde";"Antal borgere";"Type af tilfælde";"type_count";"timestamp_2025-10-21T10:00:08.562"
2023-U06;1082;Midtjylland;5;1356075;To eller flere reinfektioner;3;
2023-U06;1082;Midtjylland;105;1356075;Første reinfektion;2;
2023-U06;1082;Midtjylland;110;1356075;Første infektion;1;
2023-U06;1081;Nordjylland;3;593928;To eller flere reinfektioner;3;
2023-U06;1081;Nordjylland;24;593928;Første reinfektion;2;
2023-U06;1081;Nordjylland;46;593928;Første infektion;1;
2023-U06;1085;Sjælland;8;847957;To eller flere reinfektioner;3;
2023-U06;1085;Sjælland;88;847957;Første reinfektion;2;
2023-U06;1085;Sjælland;90;847957;Første infektion;1;
2023-U06;1083;Syddanmark;8;1235552;To eller flere reinfektioner;3;
2023-U06;1083;Syddanmark;116;1235552;Første reinfektion;2;
2023-U06;1083;Syddanmark;131;1235552;Første infektion;1;
2023-U07;1084;Hovedstaden;13;1885061;To eller flere reinfektioner;3;
2023-U07;1084;Hovedstaden;90;1885061;Første reinfektion;2;
2023-U07;1084;Hovedstaden;170;1885061;Første infektion;1;
2023-U07;1082;Midtjylland;4;1356075;To eller flere reinfektioner;3;
2023-U07;1082;Midtjylland;61;1356075;Første reinfektion;2;
2023-U07;1082;Midtjylland;77;1356075;Første infektion;1;
2023-U07;1081;Nordjylland;4;593928;To eller flere reinfektioner;3;
2023-U07;1081;Nordjylland;22;593928;Første reinfektion;2;
2023-U07;1081;Nordjylland;48;593928;Første infektion;1;
2023-U07;1085;Sjælland;1;847957;To eller flere reinfektioner;3;
2023-U07;1085;Sjælland;74;847957;Første reinfektion;2;
2023-U07;1085;Sjælland;102;847957;Første infektion;1;
2023-U07;1083;Syddanmark;4;1235552;To eller flere reinfektioner;3;
2023-U07;1083;Syddanmark;84;1235552;Første reinfektion;2;
2023-U07;1083;Syddanmark;102;1235552;Første infektion;1;
2023-U08;1084;Hovedstaden;16;1885061;To eller flere reinfektioner;3;
2023-U08;1084;Hovedstaden;131;1885061;Første reinfektion;2;
2023-U08;1084;Hovedstaden;147;1885061;Første infektion;1;
2023-U08;1082;Midtjylland;1;1356075;To eller flere reinfektioner;3;
2023-U08;1082;Midtjylland;55;1356075;Første reinfektion;2;
2023-U08;1082;Midtjylland;72;1356075;Første infektion;1;
2023-U08;1081;Nordjylland;0;593928;To eller flere reinfektioner;3;
2023-U08;1081;Nordjylland;20;593928;Første reinfektion;2;
2023-U08;1081;Nordjylland;39;593928;Første infektion;1;
2023-U08;1085;Sjælland;3;847957;To eller flere reinfektioner;3;
2023-U08;1085;Sjælland;67;847957;Første reinfektion;2;
2023-U08;1085;Sjælland;75;847957;Første infektion;1;
2023-U08;1083;Syddanmark;2;1235552;To eller flere reinfektioner;3;
2023-U08;1083;Syddanmark;55;1235552;Første reinfektion;2;
2023-U08;1083;Syddanmark;116;1235552;Første infektion;1;
2023-U09;1084;Hovedstaden;9;1885061;To eller flere reinfektioner;3;
2023-U09;1084;Hovedstaden;91;1885061;Første reinfektion;2;
2023-U09;1084;Hovedstaden;136;1885061;Første infektion;1;
2023-U09;1082;Midtjylland;3;1356075;To eller flere reinfektioner;3;
2023-U09;1082;Midtjylland;57;1356075;Første reinfektion;2;
2023-U09;1082;Midtjylland;85;1356075;Første infektion;1;
2023-U09;1081;Nordjylland;1;593928;To eller flere reinfektioner;3;
2023-U09;1081;Nordjylland;32;593928;Første reinfektion;2;
2023-U09;1081;Nordjylland;37;593928;Første infektion;1;
2023-U09;1085;Sjælland;8;847957;To eller flere reinfektioner;3;
2023-U09;1085;Sjælland;57;847957;Første reinfektion;2;
2023-U09;1085;Sjælland;92;847957;Første infektion;1;
2023-U09;1083;Syddanmark;2;1235552;To eller flere reinfektioner;3;
2023-U09;1083;Syddanmark;54;1235552;Første reinfektion;2;
2023-U09;1083;Syddanmark;97;1235552;Første infektion;1;
2023-U10;1084;Hovedstaden;12;1886433;To eller flere reinfektioner;3;
2023-U10;1084;Hovedstaden;111;1886433;Første reinfektion;2;
2023-U10;1084;Hovedstaden;176;1886433;Første infektion;1;
2023-U10;1082;Midtjylland;3;1356210;To eller flere reinfektioner;3;
2023-U10;1082;Midtjylland;82;1356210;Første reinfektion;2;
2023-U10;1082;Midtjylland;91;1356210;Første infektion;1;
2023-U10;1081;Nordjylland;4;593804;To eller flere reinfektioner;3;
2023-U10;1081;Nordjylland;28;593804;Første reinfektion;2;
2023-U10;1081;Nordjylland;35;593804;Første infektion;1;
2023-U10;1085;Sjælland;6;847903;To eller flere reinfektioner;3;
2023-U10;1085;Sjælland;60;847903;Første reinfektion;2;
2023-U10;1085;Sjælland;101;847903;Første infektion;1;
2023-U10;1083;Syddanmark;3;1235560;To eller flere reinfektioner;3;
2023-U10;1083;Syddanmark;62;1235560;Første reinfektion;2;
2023-U10;1083;Syddanmark;110;1235560;Første infektion;1;
2023-U11;1084;Hovedstaden;25;1886433;To eller flere reinfektioner;3;
2023-U11;1084;Hovedstaden;177;1886433;Første reinfektion;2;
2023-U11;1084;Hovedstaden;256;1886433;Første infektion;1;
2023-U11;1082;Midtjylland;6;1356210;To eller flere reinfektioner;3;
2023-U11;1082;Midtjylland;82;1356210;Første reinfektion;2;
2023-U11;1082;Midtjylland;167;1356210;Første infektion;1;
2023-U11;1081;Nordjylland;1;593804;To eller flere reinfektioner;3;
2023-U11;1081;Nordjylland;43;593804;Første reinfektion;2;
2023-U11;1081;Nordjylland;59;593804;Første infektion;1;
2023-U11;1085;Sjælland;10;847903;To eller flere reinfektioner;3;
2023-U11;1085;Sjælland;100;847903;Første reinfektion;2;
2023-U11;1085;Sjælland;158;847903;Første infektion;1;
2023-U11;1083;Syddanmark;8;1235560;To eller flere reinfektioner;3;
2023-U11;1083;Syddanmark;93;1235560;Første reinfektion;2;
2023-U11;1083;Syddanmark;154;1235560;Første infektion;1;
2023-U12;1084;Hovedstaden;26;1886433;To eller flere reinfektioner;3;
2023-U12;1084;Hovedstaden;202;1886433;Første reinfektion;2;
2023-U12;1084;Hovedstaden;299;1886433;Første infektion;1;
2023-U12;1082;Midtjylland;8;1356210;To eller flere reinfektioner;3;
2023-U12;1082;Midtjylland;121;1356210;Første reinfektion;2;
2023-U12;1082;Midtjylland;200;1356210;Første infektion;1;
2023-U12;1081;Nordjylland;5;593804;To eller flere reinfektioner;3;
2023-U12;1081;Nordjylland;53;593804;Første reinfektion;2;
2023-U12;1081;Nordjylland;61;593804;Første infektion;1;
2023-U12;1085;Sjælland;6;847903;To eller flere reinfektioner;3;
2023-U12;1085;Sjælland;113;847903;Første reinfektion;2;
2023-U12;1085;Sjælland;185;847903;Første infektion;1;
2023-U12;1083;Syddanmark;6;1235560;To eller flere reinfektioner;3;
2023-U12;1083;Syddanmark;110;1235560;Første reinfektion;2;
2023-U12;1083;Syddanmark;194;1235560;Første infektion;1;
2023-U13;1084;Hovedstaden;18;1886433;To eller flere reinfektioner;3;
2023-U13;1084;Hovedstaden;165;1886433;Første reinfektion;2;
2023-U13;1084;Hovedstaden;231;1886433;Første infektion;1;
2023-U13;1082;Midtjylland;2;1356210;To eller flere reinfektioner;3;
2023-U13;1082;Midtjylland;75;1356210;Første reinfektion;2;
2023-U13;1082;Midtjylland;113;1356210;Første infektion;1;
2023-U13;1081;Nordjylland;3;593804;To eller flere reinfektioner;3;
2023-U13;1081;Nordjylland;53;593804;Første reinfektion;2;
2023-U13;1081;Nordjylland;64;593804;Første infektion;1;
2023-U13;1085;Sjælland;9;847903;To eller flere reinfektioner;3;
2023-U13;1085;Sjælland;97;847903;Første reinfektion;2;
2023-U13;1085;Sjælland;145;847903;Første infektion;1;
2023-U13;1083;Syddanmark;6;1235560;To eller flere reinfektioner;3;
2023-U13;1083;Syddanmark;81;1235560;Første reinfektion;2;
2023-U13;1083;Syddanmark;173;1235560;Første infektion;1;
2023-U14;1084;Hovedstaden;7;1889590;To eller flere reinfektioner;3;
2023-U14;1084;Hovedstaden;80;1889590;Første reinfektion;2;
2023-U14;1084;Hovedstaden;204;1889590;Første infektion;1;
2023-U14;1082;Midtjylland;1;1357054;To eller flere reinfektioner;3;
2023-U14;1082;Midtjylland;23;1357054;Første reinfektion;2;
2023-U14;1082;Midtjylland;90;1357054;Første infektion;1;
2023-U14;1081;Nordjylland;5;593729;To eller flere reinfektioner;3;
2023-U14;1081;Nordjylland;22;593729;Første reinfektion;2;
2023-U14;1081;Nordjylland;47;593729;Første infektion;1;
2023-U14;1085;Sjælland;0;848096;To eller flere reinfektioner;3;
2023-U14;1085;Sjælland;29;848096;Første reinfektion;2;
2023-U14;1085;Sjælland;83;848096;Første infektion;1;
2023-U14;1083;Syddanmark;6;1235995;To eller flere reinfektioner;3;
2023-U14;1083;Syddanmark;39;1235995;Første reinfektion;2;
2023-U14;1083;Syddanmark;108;1235995;Første infektion;1;
2023-U15;1084;Hovedstaden;9;1889590;To eller flere reinfektioner;3;
2023-U15;1084;Hovedstaden;93;1889590;Første reinfektion;2;
2023-U15;1084;Hovedstaden;203;1889590;Første infektion;1;
2023-U15;1082;Midtjylland;4;1357054;To eller flere reinfektioner;3;
2023-U15;1082;Midtjylland;22;1357054;Første reinfektion;2;
2023-U15;1082;Midtjylland;93;1357054;Første infektion;1;
2023-U15;1081;Nordjylland;2;593729;To eller flere reinfektioner;3;
2023-U15;1081;Nordjylland;16;593729;Første reinfektion;2;
2023-U15;1081;Nordjylland;46;593729;Første infektion;1;
2023-U15;1085;Sjælland;3;848096;To eller flere reinfektioner;3;
2023-U15;1085;Sjælland;42;848096;Første reinfektion;2;
2023-U15;1085;Sjælland;83;848096;Første infektion;1;
2023-U15;1083;Syddanmark;3;1235995;To eller flere reinfektioner;3;
2023-U15;1083;Syddanmark;47;1235995;Første reinfektion;2;
2023-U15;1083;Syddanmark;147;1235995;Første infektion;1;
2023-U16;1084;Hovedstaden;5;1889590;To eller flere reinfektioner;3;
2023-U16;1084;Hovedstaden;86;1889590;Første reinfektion;2;
2023-U16;1084;Hovedstaden;178;1889590;Første infektion;1;
2023-U16;1082;Midtjylland;1;1357054;To eller flere reinfektioner;3;
2023-U16;1082;Midtjylland;28;1357054;Første reinfektion;2;
2023-U16;1082;Midtjylland;68;1357054;Første infektion;1;
2023-U16;1081;Nordjylland;2;593729;To eller flere reinfektioner;3;
2023-U16;1081;Nordjylland;19;593729;Første reinfektion;2;
2023-U16;1081;Nordjylland;47;593729;Første infektion;1;
2023-U16;1085;Sjælland;1;848096;To eller flere reinfektioner;3;
2023-U16;1085;Sjælland;37;848096;Første reinfektion;2;
2023-U16;1085;Sjælland;83;848096;Første infektion;1;
2023-U16;1083;Syddanmark;2;1235995;To eller flere reinfektioner;3;
2023-U16;1083;Syddanmark;27;1235995;Første reinfektion;2;
2023-U16;1083;Syddanmark;92;1235995;Første infektion;1;
2023-U17;1084;Hovedstaden;5;1889590;To eller flere reinfektioner;3;
2023-U17;1084;Hovedstaden;64;1889590;Første reinfektion;2;
2023-U17;1084;Hovedstaden;145;1889590;Første infektion;1;
2023-U17;1082;Midtjylland;2;1357054;To eller flere reinfektioner;3;
2023-U17;1082;Midtjylland;19;1357054;Første reinfektion;2;
2023-U17;1082;Midtjylland;53;1357054;Første infektion;1;
2023-U17;1081;Nordjylland;5;593729;To eller flere reinfektioner;3;
2023-U17;1081;Nordjylland;17;593729;Første reinfektion;2;
2023-U17;1081;Nordjylland;41;593729;Første infektion;1;
2023-U17;1085;Sjælland;1;848096;To eller flere reinfektioner;3;
2023-U17;1085;Sjælland;21;848096;Første reinfektion;2;
2023-U17;1085;Sjælland;76;848096;Første infektion;1;
2023-U17;1083;Syddanmark;2;1235995;To eller flere reinfektioner;3;
2023-U17;1083;Syddanmark;26;1235995;Første reinfektion;2;
2023-U17;1083;Syddanmark;67;1235995;Første infektion;1;
2023-U18;1084;Hovedstaden;3;1891523;To eller flere reinfektioner;3;
2023-U18;1084;Hovedstaden;65;1891523;Første reinfektion;2;
2023-U18;1084;Hovedstaden;138;1891523;Første infektion;1;
2023-U18;1082;Midtjylland;1;1357274;To eller flere reinfektioner;3;
2023-U18;1082;Midtjylland;14;1357274;Første reinfektion;2;
2023-U18;1082;Midtjylland;63;1357274;Første infektion;1;
2023-U18;1081;Nordjylland;0;593696;To eller flere reinfektioner;3;
2023-U18;1081;Nordjylland;14;593696;Første reinfektion;2;
2023-U18;1081;Nordjylland;32;593696;Første infektion;1;
2023-U18;1085;Sjælland;2;848329;To eller flere reinfektioner;3;
2023-U18;1085;Sjælland;21;848329;Første reinfektion;2;
2023-U18;1085;Sjælland;60;848329;Første infektion;1;
2023-U18;1083;Syddanmark;4;1236157;To eller flere reinfektioner;3;
2023-U18;1083;Syddanmark;25;1236157;Første reinfektion;2;
2023-U18;1083;Syddanmark;91;1236157;Første infektion;1;
2023-U19;1084;Hovedstaden;12;1891523;To eller flere reinfektioner;3;
2023-U19;1084;Hovedstaden;77;1891523;Første reinfektion;2;
2023-U19;1084;Hovedstaden;139;1891523;Første infektion;1;
2023-U19;1082;Midtjylland;3;1357274;To eller flere reinfektioner;3;
2023-U19;1082;Midtjylland;20;1357274;Første reinfektion;2;
2023-U19;1082;Midtjylland;48;1357274;Første infektion;1;
2023-U19;1081;Nordjylland;1;593696;To eller flere reinfektioner;3;
2023-U19;1081;Nordjylland;7;593696;Første reinfektion;2;
2023-U19;1081;Nordjylland;37;593696;Første infektion;1;
2023-U19;1085;Sjælland;0;848329;To eller flere reinfektioner;3;
2023-U19;1085;Sjælland;26;848329;Første reinfektion;2;
2023-U19;1085;Sjælland;68;848329;Første infektion;1;
2023-U19;1083;Syddanmark;4;1236157;To eller flere reinfektioner;3;
2023-U19;1083;Syddanmark;22;1236157;Første reinfektion;2;
2023-U19;1083;Syddanmark;99;1236157;Første infektion;1;
2023-U20;1084;Hovedstaden;5;1891523;To eller flere reinfektioner;3;
2023-U20;1084;Hovedstaden;37;1891523;Første reinfektion;2;
2023-U20;1084;Hovedstaden;98;1891523;Første infektion;1;
2023-U20;1082;Midtjylland;1;1357274;To eller flere reinfektioner;3;
2023-U20;1082;Midtjylland;9;1357274;Første reinfektion;2;
2023-U20;1082;Midtjylland;44;1357274;Første infektion;1;
2023-U20;1081;Nordjylland;2;593696;To eller flere reinfektioner;3;
2023-U20;1081;Nordjylland;9;593696;Første reinfektion;2;
2023-U20;1081;Nordjylland;17;593696;Første infektion;1;
2023-U20;1085;Sjælland;1;848329;To eller flere reinfektioner;3;
2023-U20;1085;Sjælland;20;848329;Første reinfektion;2;
2023-U20;1085;Sjælland;42;848329;Første infektion;1;
2023-U20;1083;Syddanmark;0;1236157;To eller flere reinfektioner;3;
2023-U20;1083;Syddanmark;19;1236157;Første reinfektion;2;
2023-U20;1083;Syddanmark;62;1236157;Første infektion;1;
2023-U21;1084;Hovedstaden;2;1891523;To eller flere reinfektioner;3;
2023-U21;1084;Hovedstaden;31;1891523;Første reinfektion;2;
2023-U21;1084;Hovedstaden;82;1891523;Første infektion;1;
2023-U21;1082;Midtjylland;1;1357274;To eller flere reinfektioner;3;
2023-U21;1082;Midtjylland;14;1357274;Første reinfektion;2;
2023-U21;1082;Midtjylland;29;1357274;Første infektion;1;
2023-U21;1081;Nordjylland;0;593696;To eller flere reinfektioner;3;
2023-U21;1081;Nordjylland;5;593696;Første reinfektion;2;
2023-U21;1081;Nordjylland;25;593696;Første infektion;1;
2023-U21;1085;Sjælland;0;848329;To eller flere reinfektioner;3;
2023-U21;1085;Sjælland;21;848329;Første reinfektion;2;
2023-U21;1085;Sjælland;33;848329;Første infektion;1;
2023-U21;1083;Syddanmark;2;1236157;To eller flere reinfektioner;3;
2023-U21;1083;Syddanmark;19;1236157;Første reinfektion;2;
2023-U21;1083;Syddanmark;37;1236157;Første infektion;1;
2023-U22;1084;Hovedstaden;2;1891523;To eller flere reinfektioner;3;
2023-U22;1084;Hovedstaden;14;1891523;Første reinfektion;2;
2023-U22;1084;Hovedstaden;44;1891523;Første infektion;1;
2023-U22;1082;Midtjylland;1;1357274;To eller flere reinfektioner;3;
2023-U22;1082;Midtjylland;7;1357274;Første reinfektion;2;
2023-U22;1082;Midtjylland;20;1357274;Første infektion;1;
2023-U22;1081;Nordjylland;0;593696;To eller flere reinfektioner;3;
2023-U22;1081;Nordjylland;9;593696;Første reinfektion;2;
2023-U22;1081;Nordjylland;10;593696;Første infektion;1;
2023-U22;1085;Sjælland;2;848329;To eller flere reinfektioner;3;
2023-U22;1085;Sjælland;6;848329;Første reinfektion;2;
2023-U22;1085;Sjælland;23;848329;Første infektion;1;
2023-U22;1083;Syddanmark;0;1236157;To eller flere reinfektioner;3;
2023-U22;1083;Syddanmark;13;1236157;Første reinfektion;2;
2023-U22;1083;Syddanmark;28;1236157;Første infektion;1;
2023-U23;1084;Hovedstaden;3;1892399;To eller flere reinfektioner;3;
2023-U23;1084;Hovedstaden;23;1892399;Første reinfektion;2;
2023-U23;1084;Hovedstaden;38;1892399;Første infektion;1;
2023-U23;1082;Midtjylland;0;1357589;To eller flere reinfektioner;3;
2023-U23;1082;Midtjylland;6;1357589;Første reinfektion;2;
2023-U23;1082;Midtjylland;12;1357589;Første infektion;1;
2023-U23;1081;Nordjylland;0;593662;To eller flere reinfektioner;3;
2023-U23;1081;Nordjylland;5;593662;Første reinfektion;2;
2023-U23;1081;Nordjylland;8;593662;Første infektion;1;
2023-U23;1085;Sjælland;0;848584;To eller flere reinfektioner;3;
2023-U23;1085;Sjælland;7;848584;Første reinfektion;2;
2023-U23;1085;Sjælland;21;848584;Første infektion;1;
2023-U23;1083;Syddanmark;1;1236316;To eller flere reinfektioner;3;
2023-U23;1083;Syddanmark;10;1236316;Første reinfektion;2;
2023-U23;1083;Syddanmark;28;1236316;Første infektion;1;
2023-U24;1084;Hovedstaden;3;1892399;To eller flere reinfektioner;3;
2023-U24;1084;Hovedstaden;18;1892399;Første reinfektion;2;
2023-U24;1084;Hovedstaden;36;1892399;Første infektion;1;
2023-U24;1082;Midtjylland;1;1357589;To eller flere reinfektioner;3;
2023-U24;1082;Midtjylland;3;1357589;Første reinfektion;2;
2023-U24;1082;Midtjylland;6;1357589;Første infektion;1;
2023-U24;1081;Nordjylland;0;593662;Første reinfektion;2;
2023-U24;1081;Nordjylland;1;593662;To eller flere reinfektioner;3;
2023-U24;1081;Nordjylland;5;593662;Første infektion;1;
2023-U24;1085;Sjælland;1;848584;To eller flere reinfektioner;3;
2023-U24;1085;Sjælland;5;848584;Første reinfektion;2;
2023-U24;1085;Sjælland;14;848584;Første infektion;1;
2023-U24;1083;Syddanmark;1;1236316;To eller flere reinfektioner;3;
2023-U24;1083;Syddanmark;12;1236316;Første reinfektion;2;
2023-U24;1083;Syddanmark;18;1236316;Første infektion;1;
2023-U25;1084;Hovedstaden;3;1892399;To eller flere reinfektioner;3;
2023-U25;1084;Hovedstaden;7;1892399;Første reinfektion;2;
2023-U25;1084;Hovedstaden;23;1892399;Første infektion;1;
2023-U25;1082;Midtjylland;0;1357589;To eller flere reinfektioner;3;
2023-U25;1082;Midtjylland;8;1357589;Første infektion;1;
2023-U25;1082;Midtjylland;8;1357589;Første reinfektion;2;
2023-U25;1081;Nordjylland;1;593662;Første reinfektion;2;
2023-U25;1081;Nordjylland;2;593662;To eller flere reinfektioner;3;
2023-U25;1081;Nordjylland;6;593662;Første infektion;1;
2023-U25;1085;Sjælland;0;848584;To eller flere reinfektioner;3;
2023-U25;1085;Sjælland;5;848584;Første reinfektion;2;
2023-U25;1085;Sjælland;16;848584;Første infektion;1;
2023-U25;1083;Syddanmark;0;1236316;To eller flere reinfektioner;3;
2023-U25;1083;Syddanmark;5;1236316;Første reinfektion;2;
2023-U25;1083;Syddanmark;13;1236316;Første infektion;1;
2023-U26;1084;Hovedstaden;3;1892399;To eller flere reinfektioner;3;
2023-U26;1084;Hovedstaden;10;1892399;Første infektion;1;
2023-U26;1084;Hovedstaden;11;1892399;Første reinfektion;2;
2023-U26;1082;Midtjylland;0;1357589;To eller flere reinfektioner;3;
2023-U26;1082;Midtjylland;1;1357589;Første reinfektion;2;
2023-U26;1082;Midtjylland;6;1357589;Første infektion;1;
2023-U26;1081;Nordjylland;0;593662;To eller flere reinfektioner;3;
2023-U26;1081;Nordjylland;3;593662;Første infektion;1;
2023-U26;1081;Nordjylland;3;593662;Første reinfektion;2;
2023-U26;1085;Sjælland;0;848584;To eller flere reinfektioner;3;
2023-U26;1085;Sjælland;5;848584;Første reinfektion;2;
2023-U26;1085;Sjælland;7;848584;Første infektion;1;
2023-U26;1083;Syddanmark;0;1236316;To eller flere reinfektioner;3;
2023-U26;1083;Syddanmark;4;1236316;Første infektion;1;
2023-U26;1083;Syddanmark;5;1236316;Første reinfektion;2;
2023-U27;1084;Hovedstaden;1;1892427;To eller flere reinfektioner;3;
2023-U27;1084;Hovedstaden;13;1892427;Første reinfektion;2;
2023-U27;1084;Hovedstaden;20;1892427;Første infektion;1;
2023-U27;1082;Midtjylland;0;1357977;To eller flere reinfektioner;3;
2023-U27;1082;Midtjylland;4;1357977;Første infektion;1;
2023-U27;1082;Midtjylland;5;1357977;Første reinfektion;2;
2023-U27;1081;Nordjylland;0;593547;To eller flere reinfektioner;3;
2023-U27;1081;Nordjylland;1;593547;Første reinfektion;2;
2023-U27;1081;Nordjylland;6;593547;Første infektion;1;
2023-U27;1085;Sjælland;2;848907;To eller flere reinfektioner;3;
2023-U27;1085;Sjælland;6;848907;Første reinfektion;2;
2023-U27;1085;Sjælland;10;848907;Første infektion;1;
2023-U27;1083;Syddanmark;0;1236175;To eller flere reinfektioner;3;
2023-U27;1083;Syddanmark;8;1236175;Første reinfektion;2;
2023-U27;1083;Syddanmark;9;1236175;Første infektion;1;
2023-U28;1084;Hovedstaden;2;1892427;To eller flere reinfektioner;3;
2023-U28;1084;Hovedstaden;12;1892427;Første reinfektion;2;
2023-U28;1084;Hovedstaden;27;1892427;Første infektion;1;
2023-U28;1082;Midtjylland;1;1357977;To eller flere reinfektioner;3;
2023-U28;1082;Midtjylland;4;1357977;Første infektion;1;
2023-U28;1082;Midtjylland;4;1357977;Første reinfektion;2;
2023-U28;1081;Nordjylland;1;593547;To eller flere reinfektioner;3;
2023-U28;1081;Nordjylland;2;593547;Første reinfektion;2;
2023-U28;1081;Nordjylland;9;593547;Første infektion;1;
2023-U28;1085;Sjælland;0;848907;To eller flere reinfektioner;3;
2023-U28;1085;Sjælland;3;848907;Første reinfektion;2;
2023-U28;1085;Sjælland;8;848907;Første infektion;1;
2023-U28;1083;Syddanmark;0;1236175;To eller flere reinfektioner;3;
2023-U28;1083;Syddanmark;7;1236175;Første reinfektion;2;
2023-U28;1083;Syddanmark;11;1236175;Første infektion;1;
2023-U29;1084;Hovedstaden;2;1892427;To eller flere reinfektioner;3;
2023-U29;1084;Hovedstaden;11;1892427;Første reinfektion;2;
2023-U29;1084;Hovedstaden;17;1892427;Første infektion;1;
2023-U29;1082;Midtjylland;0;1357977;To eller flere reinfektioner;3;
2023-U29;1082;Midtjylland;2;1357977;Første infektion;1;
2023-U29;1082;Midtjylland;2;1357977;Første reinfektion;2;
2023-U29;1081;Nordjylland;0;593547;To eller flere reinfektioner;3;
2023-U29;1081;Nordjylland;5;593547;Første reinfektion;2;
2023-U29;1081;Nordjylland;6;593547;Første infektion;1;
2023-U29;1085;Sjælland;0;848907;To eller flere reinfektioner;3;
2023-U29;1085;Sjælland;2;848907;Første reinfektion;2;
2023-U29;1085;Sjælland;4;848907;Første infektion;1;
2023-U29;1083;Syddanmark;0;1236175;To eller flere reinfektioner;3;
2023-U29;1083;Syddanmark;2;1236175;Første reinfektion;2;
2023-U29;1083;Syddanmark;6;1236175;Første infektion;1;
2023-U30;1084;Hovedstaden;2;1892427;To eller flere reinfektioner;3;
2023-U30;1084;Hovedstaden;19;1892427;Første reinfektion;2;
2023-U30;1084;Hovedstaden;27;1892427;Første infektion;1;
2023-U30;1082;Midtjylland;0;1357977;To eller flere reinfektioner;3;
2023-U30;1082;Midtjylland;2;1357977;Første reinfektion;2;
2023-U30;1082;Midtjylland;7;1357977;Første infektion;1;
2023-U30;1081;Nordjylland;1;593547;To eller flere reinfektioner;3;
2023-U30;1081;Nordjylland;6;593547;Første reinfektion;2;
2023-U30;1081;Nordjylland;11;593547;Første infektion;1;
2023-U30;1085;Sjælland;2;848907;To eller flere reinfektioner;3;
2023-U30;1085;Sjælland;4;848907;Første reinfektion;2;
2023-U30;1085;Sjælland;10;848907;Første infektion;1;
2023-U30;1083;Syddanmark;2;1236175;To eller flere reinfektioner;3;
2023-U30;1083;Syddanmark;6;1236175;Første infektion;1;
2023-U30;1083;Syddanmark;6;1236175;Første reinfektion;2;
2023-U31;1084;Hovedstaden;0;1892427;To eller flere reinfektioner;3;
2023-U31;1084;Hovedstaden;26;1892427;Første reinfektion;2;
2023-U31;1084;Hovedstaden;39;1892427;Første infektion;1;
2023-U31;1082;Midtjylland;0;1357977;To eller flere reinfektioner;3;
2023-U31;1082;Midtjylland;3;1357977;Første reinfektion;2;
2023-U31;1082;Midtjylland;13;1357977;Første infektion;1;
2023-U31;1081;Nordjylland;1;593547;To eller flere reinfektioner;3;
2023-U31;1081;Nordjylland;4;593547;Første reinfektion;2;
2023-U31;1081;Nordjylland;10;593547;Første infektion;1;
2023-U31;1085;Sjælland;1;848907;To eller flere reinfektioner;3;
2023-U31;1085;Sjælland;5;848907;Første reinfektion;2;
2023-U31;1085;Sjælland;11;848907;Første infektion;1;
2023-U31;1083;Syddanmark;0;1236175;To eller flere reinfektioner;3;
2023-U31;1083;Syddanmark;6;1236175;Første reinfektion;2;
2023-U31;1083;Syddanmark;17;1236175;Første infektion;1;
2023-U32;1084;Hovedstaden;2;1893131;To eller flere reinfektioner;3;
2023-U32;1084;Hovedstaden;32;1893131;Første reinfektion;2;
2023-U32;1084;Hovedstaden;64;1893131;Første infektion;1;
2023-U32;1082;Midtjylland;0;1358512;To eller flere reinfektioner;3;
2023-U32;1082;Midtjylland;12;1358512;Første reinfektion;2;
2023-U32;1082;Midtjylland;19;1358512;Første infektion;1;
2023-U32;1081;Nordjylland;0;593439;To eller flere reinfektioner;3;
2023-U32;1081;Nordjylland;6;593439;Første reinfektion;2;
2023-U32;1081;Nordjylland;12;593439;Første infektion;1;
2023-U32;1085;Sjælland;3;849419;To eller flere reinfektioner;3;
2023-U32;1085;Sjælland;7;849419;Første reinfektion;2;
2023-U32;1085;Sjælland;15;849419;Første infektion;1;
2023-U32;1083;Syddanmark;1;1236083;To eller flere reinfektioner;3;
2023-U32;1083;Syddanmark;16;1236083;Første reinfektion;2;
2023-U32;1083;Syddanmark;25;1236083;Første infektion;1;
2023-U33;1084;Hovedstaden;7;1893131;To eller flere reinfektioner;3;
2023-U33;1084;Hovedstaden;56;1893131;Første reinfektion;2;
2023-U33;1084;Hovedstaden;90;1893131;Første infektion;1;
2023-U33;1082;Midtjylland;1;1358512;To eller flere reinfektioner;3;
2023-U33;1082;Midtjylland;16;1358512;Første reinfektion;2;
2023-U33;1082;Midtjylland;39;1358512;Første infektion;1;
2023-U33;1081;Nordjylland;0;593439;To eller flere reinfektioner;3;
2023-U33;1081;Nordjylland;5;593439;Første reinfektion;2;
2023-U33;1081;Nordjylland;7;593439;Første infektion;1;
2023-U33;1085;Sjælland;1;849419;To eller flere reinfektioner;3;
2023-U33;1085;Sjælland;14;849419;Første reinfektion;2;
2023-U33;1085;Sjælland;44;849419;Første infektion;1;
2023-U33;1083;Syddanmark;1;1236083;To eller flere reinfektioner;3;
2023-U33;1083;Syddanmark;21;1236083;Første reinfektion;2;
2023-U33;1083;Syddanmark;36;1236083;Første infektion;1;
2023-U34;1084;Hovedstaden;9;1893131;To eller flere reinfektioner;3;
