"Regionskode";"Region";"Dato";"Døde";"Kummuleret antal døde";"timestamp_2025-10-21T10:00:08.562"
1083;Syddanmark;2021-11-03;1;2742;
1081;Nordjylland;2021-11-03;1;2743;
1084;Hovedstaden;2021-11-03;1;2744;
1082;Midtjylland;2021-11-04;1;2745;
1085;Sjælland;2021-11-04;2;2747;
1084;Hovedstaden;2021-11-04;5;2752;
1084;Hovedstaden;2021-11-05;3;2755;
1083;Syddanmark;2021-11-06;2;2757;
1084;Hovedstaden;2021-11-06;2;2759;
1083;Syddanmark;2021-11-07;2;2761;
1084;Hovedstaden;2021-11-07;1;2762;
1081;Nordjylland;2021-11-07;1;2763;
1083;Syddanmark;2021-11-08;1;2764;
1084;Hovedstaden;2021-11-09;2;2766;
1085;Sjælland;2021-11-09;1;2767;
1085;Sjælland;2021-11-10;1;2768;
1081;Nordjylland;2021-11-10;1;2769;
1084;Hovedstaden;2021-11-10;1;2770;
1082;Midtjylland;2021-11-10;1;2771;
1081;Nordjylland;2021-11-11;1;2772;
1083;Syddanmark;2021-11-11;1;2773;
1084;Hovedstaden;2021-11-11;2;2775;
1081;Nordjylland;2021-11-12;1;2776;
1084;Hovedstaden;2021-11-12;5;2781;
1085;Sjælland;2021-11-13;2;2783;
1082;Midtjylland;2021-11-13;2;2785;
1081;Nordjylland;2021-11-13;1;2786;
1084;Hovedstaden;2021-11-13;4;2790;
1082;Midtjylland;2021-11-14;1;2791;
1085;Sjælland;2021-11-14;1;2792;
1084;Hovedstaden;2021-11-14;4;2796;
1083;Syddanmark;2021-11-15;2;2798;
1081;Nordjylland;2021-11-15;1;2799;
1084;Hovedstaden;2021-11-15;3;2802;
1085;Sjælland;2021-11-15;4;2806;
1084;Hovedstaden;2021-11-16;3;2809;
1083;Syddanmark;2021-11-16;1;2810;
1081;Nordjylland;2021-11-17;1;2811;
1082;Midtjylland;2021-11-17;1;2812;
1084;Hovedstaden;2021-11-17;1;2813;
1083;Syddanmark;2021-11-18;3;2816;
1085;Sjælland;2021-11-18;1;2817;
1081;Nordjylland;2021-11-18;1;2818;
1084;Hovedstaden;2021-11-18;2;2820;
1083;Syddanmark;2021-11-19;2;2822;
1085;Sjælland;2021-11-19;1;2823;
1084;Hovedstaden;2021-11-19;5;2828;
1083;Syddanmark;2021-11-20;2;2830;
1085;Sjælland;2021-11-20;0;2830;
1084;Hovedstaden;2021-11-20;2;2832;
1083;Syddanmark;2021-11-21;1;2833;
1085;Sjælland;2021-11-21;1;2834;
1081;Nordjylland;2021-11-21;1;2835;
1084;Hovedstaden;2021-11-21;1;2836;
1083;Syddanmark;2021-11-22;2;2838;
1085;Sjælland;2021-11-22;1;2839;
1082;Midtjylland;2021-11-22;0;2839;
1084;Hovedstaden;2021-11-22;4;2843;
1083;Syddanmark;2021-11-23;2;2845;
1085;Sjælland;2021-11-23;3;2848;
1082;Midtjylland;2021-11-23;2;2850;
1084;Hovedstaden;2021-11-23;4;2854;
1083;Syddanmark;2021-11-24;3;2857;
1085;Sjælland;2021-11-24;1;2858;
1082;Midtjylland;2021-11-24;2;2860;
1084;Hovedstaden;2021-11-24;4;2864;
1083;Syddanmark;2021-11-25;1;2865;
1085;Sjælland;2021-11-25;5;2870;
1081;Nordjylland;2021-11-25;1;2871;
1084;Hovedstaden;2021-11-25;6;2877;
1083;Syddanmark;2021-11-26;2;2879;
1085;Sjælland;2021-11-26;3;2882;
1081;Nordjylland;2021-11-26;2;2884;
1082;Midtjylland;2021-11-26;1;2885;
1084;Hovedstaden;2021-11-26;3;2888;
1083;Syddanmark;2021-11-27;2;2890;
1085;Sjælland;2021-11-27;1;2891;
1081;Nordjylland;2021-11-27;1;2892;
1082;Midtjylland;2021-11-27;1;2893;
1084;Hovedstaden;2021-11-27;5;2898;
1083;Syddanmark;2021-11-28;1;2899;
1085;Sjælland;2021-11-28;7;2906;
1081;Nordjylland;2021-11-28;1;2907;
1082;Midtjylland;2021-11-28;3;2910;
1084;Hovedstaden;2021-11-28;3;2913;
1083;Syddanmark;2021-11-29;4;2917;
1081;Nordjylland;2021-11-29;1;2918;
1082;Midtjylland;2021-11-29;1;2919;
1084;Hovedstaden;2021-11-29;4;2923;
1083;Syddanmark;2021-11-30;3;2926;
1085;Sjælland;2021-11-30;2;2928;
1081;Nordjylland;2021-11-30;4;2932;
1082;Midtjylland;2021-11-30;0;2932;
1084;Hovedstaden;2021-11-30;4;2936;
1085;Sjælland;2021-12-01;0;2936;
1081;Nordjylland;2021-12-01;3;2939;
1084;Hovedstaden;2021-12-01;2;2941;
1083;Syddanmark;2021-12-02;4;2945;
1085;Sjælland;2021-12-02;3;2948;
1081;Nordjylland;2021-12-02;1;2949;
1082;Midtjylland;2021-12-02;1;2950;
1084;Hovedstaden;2021-12-02;4;2954;
1083;Syddanmark;2021-12-03;1;2955;
1085;Sjælland;2021-12-03;1;2956;
1081;Nordjylland;2021-12-03;3;2959;
1082;Midtjylland;2021-12-03;3;2962;
1084;Hovedstaden;2021-12-03;4;2966;
1083;Syddanmark;2021-12-04;3;2969;
1085;Sjælland;2021-12-04;3;2972;
1082;Midtjylland;2021-12-04;2;2974;
1084;Hovedstaden;2021-12-04;1;2975;
1083;Syddanmark;2021-12-05;1;2976;
1085;Sjælland;2021-12-05;3;2979;
1084;Hovedstaden;2021-12-05;3;2982;
1083;Syddanmark;2021-12-06;2;2984;
1085;Sjælland;2021-12-06;2;2986;
1082;Midtjylland;2021-12-06;2;2988;
1084;Hovedstaden;2021-12-06;2;2990;
1083;Syddanmark;2021-12-07;1;2991;
1085;Sjælland;2021-12-07;2;2993;
1084;Hovedstaden;2021-12-07;4;2997;
1083;Syddanmark;2021-12-08;4;3001;
1085;Sjælland;2021-12-08;2;3003;
1081;Nordjylland;2021-12-08;2;3005;
1082;Midtjylland;2021-12-08;1;3006;
1084;Hovedstaden;2021-12-08;7;3013;
1085;Sjælland;2021-12-09;2;3015;
1081;Nordjylland;2021-12-09;2;3017;
1084;Hovedstaden;2021-12-09;4;3021;
1083;Syddanmark;2021-12-10;1;3022;
1085;Sjælland;2021-12-10;2;3024;
1081;Nordjylland;2021-12-10;1;3025;
1084;Hovedstaden;2021-12-10;5;3030;
1083;Syddanmark;2021-12-11;3;3033;
1085;Sjælland;2021-12-11;1;3034;
1081;Nordjylland;2021-12-11;1;3035;
1082;Midtjylland;2021-12-11;4;3039;
1084;Hovedstaden;2021-12-11;2;3041;
1085;Sjælland;2021-12-12;3;3044;
1082;Midtjylland;2021-12-12;0;3044;
1084;Hovedstaden;2021-12-12;3;3047;
1083;Syddanmark;2021-12-13;2;3049;
1085;Sjælland;2021-12-13;1;3050;
1081;Nordjylland;2021-12-13;1;3051;
1082;Midtjylland;2021-12-13;1;3052;
1084;Hovedstaden;2021-12-13;5;3057;
1083;Syddanmark;2021-12-14;2;3059;
1085;Sjælland;2021-12-14;1;3060;
1082;Midtjylland;2021-12-14;1;3061;
1084;Hovedstaden;2021-12-14;4;3065;
1083;Syddanmark;2021-12-15;2;3067;
1085;Sjælland;2021-12-15;3;3070;
1081;Nordjylland;2021-12-15;1;3071;
1084;Hovedstaden;2021-12-15;4;3075;
1083;Syddanmark;2021-12-16;3;3078;
1085;Sjælland;2021-12-16;2;3080;
1082;Midtjylland;2021-12-16;1;3081;
1084;Hovedstaden;2021-12-16;3;3084;
1083;Syddanmark;2021-12-17;2;3086;
1085;Sjælland;2021-12-17;4;3090;
1081;Nordjylland;2021-12-17;2;3092;
1082;Midtjylland;2021-12-17;2;3094;
1084;Hovedstaden;2021-12-17;4;3098;
1083;Syddanmark;2021-12-18;4;3102;
1082;Midtjylland;2021-12-18;3;3105;
1084;Hovedstaden;2021-12-18;5;3110;
1083;Syddanmark;2021-12-19;4;3114;
1085;Sjælland;2021-12-19;2;3116;
1082;Midtjylland;2021-12-19;2;3118;
1084;Hovedstaden;2021-12-19;5;3123;
1083;Syddanmark;2021-12-20;3;3126;
1085;Sjælland;2021-12-20;2;3128;
1082;Midtjylland;2021-12-20;2;3130;
1084;Hovedstaden;2021-12-20;5;3135;
1083;Syddanmark;2021-12-21;4;3139;
1085;Sjælland;2021-12-21;2;3141;
1082;Midtjylland;2021-12-21;2;3143;
1084;Hovedstaden;2021-12-21;3;3146;
1083;Syddanmark;2021-12-22;1;3147;
1085;Sjælland;2021-12-22;1;3148;
1081;Nordjylland;2021-12-22;1;3149;
1082;Midtjylland;2021-12-22;3;3152;
1084;Hovedstaden;2021-12-22;8;3160;
1083;Syddanmark;2021-12-23;3;3163;
1085;Sjælland;2021-12-23;6;3169;
1081;Nordjylland;2021-12-23;1;3170;
1082;Midtjylland;2021-12-23;1;3171;
1084;Hovedstaden;2021-12-23;7;3178;
1083;Syddanmark;2021-12-24;1;3179;
1085;Sjælland;2021-12-24;3;3182;
1081;Nordjylland;2021-12-24;1;3183;
1084;Hovedstaden;2021-12-24;5;3188;
1083;Syddanmark;2021-12-25;1;3189;
1085;Sjælland;2021-12-25;2;3191;
1081;Nordjylland;2021-12-25;1;3192;
1082;Midtjylland;2021-12-25;1;3193;
1084;Hovedstaden;2021-12-25;6;3199;
1083;Syddanmark;2021-12-26;2;3201;
1085;Sjælland;2021-12-26;0;3201;
1082;Midtjylland;2021-12-26;3;3204;
1084;Hovedstaden;2021-12-26;6;3210;
1085;Sjælland;2021-12-27;3;3213;
1082;Midtjylland;2021-12-27;1;3214;
1084;Hovedstaden;2021-12-27;4;3218;
1083;Syddanmark;2021-12-28;1;3219;
1085;Sjælland;2021-12-28;3;3222;
1081;Nordjylland;2021-12-28;1;3223;
1082;Midtjylland;2021-12-28;2;3225;
1084;Hovedstaden;2021-12-28;5;3230;
1083;Syddanmark;2021-12-29;3;3233;
1085;Sjælland;2021-12-29;4;3237;
1082;Midtjylland;2021-12-29;0;3237;
1084;Hovedstaden;2021-12-29;2;3239;
1083;Syddanmark;2021-12-30;0;3239;
1085;Sjælland;2021-12-30;1;3240;
1081;Nordjylland;2021-12-30;2;3242;
1082;Midtjylland;2021-12-30;2;3244;
1084;Hovedstaden;2021-12-30;4;3248;
1083;Syddanmark;2021-12-31;1;3249;
1085;Sjælland;2021-12-31;1;3250;
1081;Nordjylland;2021-12-31;2;3252;
1082;Midtjylland;2021-12-31;0;3252;
1084;Hovedstaden;2021-12-31;6;3258;
1083;Syddanmark;2022-01-01;1;3259;
1085;Sjælland;2022-01-01;4;3263;
1082;Midtjylland;2022-01-01;1;3264;
1084;Hovedstaden;2022-01-01;6;3270;
1083;Syddanmark;2022-01-02;1;3271;
1085;Sjælland;2022-01-02;4;3275;
1084;Hovedstaden;2022-01-02;4;3279;
1083;Syddanmark;2022-01-03;1;3280;
1085;Sjælland;2022-01-03;2;3282;
1082;Midtjylland;2022-01-03;3;3285;
1084;Hovedstaden;2022-01-03;9;3294;
1083;Syddanmark;2022-01-04;1;3295;
1085;Sjælland;2022-01-04;3;3298;
1081;Nordjylland;2022-01-04;1;3299;
1082;Midtjylland;2022-01-04;3;3302;
1084;Hovedstaden;2022-01-04;6;3308;
1083;Syddanmark;2022-01-05;2;3310;
1085;Sjælland;2022-01-05;3;3313;
1081;Nordjylland;2022-01-05;2;3315;
1082;Midtjylland;2022-01-05;2;3317;
1084;Hovedstaden;2022-01-05;7;3324;
1083;Syddanmark;2022-01-06;2;3326;
1085;Sjælland;2022-01-06;4;3330;
1081;Nordjylland;2022-01-06;1;3331;
1082;Midtjylland;2022-01-06;2;3333;
1084;Hovedstaden;2022-01-06;7;3340;
1083;Syddanmark;2022-01-07;2;3342;
1085;Sjælland;2022-01-07;2;3344;
1082;Midtjylland;2022-01-07;5;3349;
1084;Hovedstaden;2022-01-07;7;3356;
1083;Syddanmark;2022-01-08;2;3358;
1085;Sjælland;2022-01-08;4;3362;
1082;Midtjylland;2022-01-08;2;3364;
1084;Hovedstaden;2022-01-08;7;3371;
1083;Syddanmark;2022-01-09;3;3374;
1085;Sjælland;2022-01-09;2;3376;
1081;Nordjylland;2022-01-09;4;3380;
1082;Midtjylland;2022-01-09;1;3381;
1084;Hovedstaden;2022-01-09;6;3387;
1085;Sjælland;2022-01-10;3;3390;
1081;Nordjylland;2022-01-10;3;3393;
1082;Midtjylland;2022-01-10;6;3399;
1084;Hovedstaden;2022-01-10;5;3404;
1083;Syddanmark;2022-01-11;2;3406;
1085;Sjælland;2022-01-11;3;3409;
1081;Nordjylland;2022-01-11;0;3409;
1082;Midtjylland;2022-01-11;2;3411;
1084;Hovedstaden;2022-01-11;11;3422;
1083;Syddanmark;2022-01-12;4;3426;
1085;Sjælland;2022-01-12;5;3431;
1082;Midtjylland;2022-01-12;3;3434;
1084;Hovedstaden;2022-01-12;5;3439;
1083;Syddanmark;2022-01-13;3;3442;
1085;Sjælland;2022-01-13;3;3445;
1081;Nordjylland;2022-01-13;1;3446;
1082;Midtjylland;2022-01-13;2;3448;
1084;Hovedstaden;2022-01-13;6;3454;
1083;Syddanmark;2022-01-14;1;3455;
1085;Sjælland;2022-01-14;2;3457;
1082;Midtjylland;2022-01-14;4;3461;
1084;Hovedstaden;2022-01-14;6;3467;
1083;Syddanmark;2022-01-15;2;3469;
1081;Nordjylland;2022-01-15;2;3471;
1084;Hovedstaden;2022-01-15;5;3476;
1083;Syddanmark;2022-01-16;1;3477;
1085;Sjælland;2022-01-16;2;3479;
1081;Nordjylland;2022-01-16;3;3482;
1082;Midtjylland;2022-01-16;2;3484;
1084;Hovedstaden;2022-01-16;10;3494;
1083;Syddanmark;2022-01-17;3;3497;
1085;Sjælland;2022-01-17;2;3499;
1081;Nordjylland;2022-01-17;1;3500;
1082;Midtjylland;2022-01-17;0;3500;
1084;Hovedstaden;2022-01-17;5;3505;
1083;Syddanmark;2022-01-18;1;3506;
1085;Sjælland;2022-01-18;1;3507;
1082;Midtjylland;2022-01-18;2;3509;
1084;Hovedstaden;2022-01-18;4;3513;
1083;Syddanmark;2022-01-19;3;3516;
1085;Sjælland;2022-01-19;3;3519;
1081;Nordjylland;2022-01-19;3;3522;
1082;Midtjylland;2022-01-19;2;3524;
1084;Hovedstaden;2022-01-19;14;3538;
1083;Syddanmark;2022-01-20;4;3542;
1085;Sjælland;2022-01-20;6;3548;
1081;Nordjylland;2022-01-20;1;3549;
1082;Midtjylland;2022-01-20;4;3553;
1084;Hovedstaden;2022-01-20;7;3560;
1083;Syddanmark;2022-01-21;4;3564;
1085;Sjælland;2022-01-21;2;3566;
1081;Nordjylland;2022-01-21;1;3567;
1082;Midtjylland;2022-01-21;3;3570;
1084;Hovedstaden;2022-01-21;10;3580;
1083;Syddanmark;2022-01-22;1;3581;
1085;Sjælland;2022-01-22;3;3584;
1081;Nordjylland;2022-01-22;2;3586;
1082;Midtjylland;2022-01-22;0;3586;
1084;Hovedstaden;2022-01-22;4;3590;
1083;Syddanmark;2022-01-23;1;3591;
1085;Sjælland;2022-01-23;1;3592;
1081;Nordjylland;2022-01-23;5;3597;
1082;Midtjylland;2022-01-23;3;3600;
1084;Hovedstaden;2022-01-23;5;3605;
1083;Syddanmark;2022-01-24;3;3608;
1085;Sjælland;2022-01-24;2;3610;
1081;Nordjylland;2022-01-24;3;3613;
1082;Midtjylland;2022-01-24;1;3614;
1084;Hovedstaden;2022-01-24;6;3620;
1083;Syddanmark;2022-01-25;1;3621;
1085;Sjælland;2022-01-25;3;3624;
1082;Midtjylland;2022-01-25;5;3629;
1084;Hovedstaden;2022-01-25;11;3640;
1083;Syddanmark;2022-01-26;7;3647;
1085;Sjælland;2022-01-26;3;3650;
1081;Nordjylland;2022-01-26;3;3653;
1082;Midtjylland;2022-01-26;0;3653;
1084;Hovedstaden;2022-01-26;8;3661;
1083;Syddanmark;2022-01-27;0;3661;
1085;Sjælland;2022-01-27;4;3665;
1081;Nordjylland;2022-01-27;2;3667;
1082;Midtjylland;2022-01-27;2;3669;
1084;Hovedstaden;2022-01-27;10;3679;
1083;Syddanmark;2022-01-28;4;3683;
1085;Sjælland;2022-01-28;2;3685;
1081;Nordjylland;2022-01-28;2;3687;
1082;Midtjylland;2022-01-28;3;3690;
1084;Hovedstaden;2022-01-28;10;3700;
1083;Syddanmark;2022-01-29;2;3702;
1085;Sjælland;2022-01-29;2;3704;
1081;Nordjylland;2022-01-29;1;3705;
1082;Midtjylland;2022-01-29;3;3708;
1084;Hovedstaden;2022-01-29;10;3718;
1083;Syddanmark;2022-01-30;8;3726;
1085;Sjælland;2022-01-30;5;3731;
1081;Nordjylland;2022-01-30;1;3732;
1082;Midtjylland;2022-01-30;3;3735;
1084;Hovedstaden;2022-01-30;7;3742;
1083;Syddanmark;2022-01-31;1;3743;
1085;Sjælland;2022-01-31;1;3744;
1081;Nordjylland;2022-01-31;1;3745;
1082;Midtjylland;2022-01-31;4;3749;
1084;Hovedstaden;2022-01-31;11;3760;
1083;Syddanmark;2022-02-01;4;3764;
1085;Sjælland;2022-02-01;4;3768;
1081;Nordjylland;2022-02-01;1;3769;
1082;Midtjylland;2022-02-01;4;3773;
1084;Hovedstaden;2022-02-01;4;3777;
1083;Syddanmark;2022-02-02;2;3779;
1085;Sjælland;2022-02-02;1;3780;
1081;Nordjylland;2022-02-02;1;3781;
1082;Midtjylland;2022-02-02;1;3782;
1084;Hovedstaden;2022-02-02;5;3787;
1083;Syddanmark;2022-02-03;4;3791;
1085;Sjælland;2022-02-03;9;3800;
1081;Nordjylland;2022-02-03;5;3805;
1082;Midtjylland;2022-02-03;2;3807;
1084;Hovedstaden;2022-02-03;11;3818;
1083;Syddanmark;2022-02-04;4;3822;
1085;Sjælland;2022-02-04;4;3826;
1081;Nordjylland;2022-02-04;1;3827;
1082;Midtjylland;2022-02-04;4;3831;
1084;Hovedstaden;2022-02-04;7;3838;
1083;Syddanmark;2022-02-05;4;3842;
1085;Sjælland;2022-02-05;3;3845;
1081;Nordjylland;2022-02-05;2;3847;
1082;Midtjylland;2022-02-05;6;3853;
1084;Hovedstaden;2022-02-05;6;3859;
1083;Syddanmark;2022-02-06;4;3863;
1085;Sjælland;2022-02-06;5;3868;
1081;Nordjylland;2022-02-06;5;3873;
1082;Midtjylland;2022-02-06;3;3876;
1084;Hovedstaden;2022-02-06;14;3890;
1083;Syddanmark;2022-02-07;8;3898;
1085;Sjælland;2022-02-07;4;3902;
1081;Nordjylland;2022-02-07;1;3903;
1082;Midtjylland;2022-02-07;3;3906;
1084;Hovedstaden;2022-02-07;10;3916;
1083;Syddanmark;2022-02-08;3;3919;
1085;Sjælland;2022-02-08;5;3924;
1081;Nordjylland;2022-02-08;3;3927;
1082;Midtjylland;2022-02-08;4;3931;
1084;Hovedstaden;2022-02-08;7;3938;
1083;Syddanmark;2022-02-09;3;3941;
1081;Nordjylland;2022-02-09;4;3945;
1082;Midtjylland;2022-02-09;6;3951;
1084;Hovedstaden;2022-02-09;10;3961;
1083;Syddanmark;2022-02-10;13;3974;
1085;Sjælland;2022-02-10;2;3976;
1081;Nordjylland;2022-02-10;3;3979;
1082;Midtjylland;2022-02-10;3;3982;
1084;Hovedstaden;2022-02-10;10;3992;
1083;Syddanmark;2022-02-11;9;4001;
1085;Sjælland;2022-02-11;3;4004;
1081;Nordjylland;2022-02-11;2;4006;
1082;Midtjylland;2022-02-11;5;4011;
1084;Hovedstaden;2022-02-11;10;4021;
1083;Syddanmark;2022-02-12;13;4034;
1085;Sjælland;2022-02-12;9;4043;
1081;Nordjylland;2022-02-12;5;4048;
1082;Midtjylland;2022-02-12;5;4053;
1084;Hovedstaden;2022-02-12;7;4060;
1083;Syddanmark;2022-02-13;11;4071;
1085;Sjælland;2022-02-13;5;4076;
1081;Nordjylland;2022-02-13;2;4078;
1082;Midtjylland;2022-02-13;9;4087;
1084;Hovedstaden;2022-02-13;16;4103;
1083;Syddanmark;2022-02-14;6;4109;
1085;Sjælland;2022-02-14;5;4114;
1081;Nordjylland;2022-02-14;0;4114;
1082;Midtjylland;2022-02-14;2;4116;
1084;Hovedstaden;2022-02-14;11;4127;
1083;Syddanmark;2022-02-15;10;4137;
1085;Sjælland;2022-02-15;4;4141;
1081;Nordjylland;2022-02-15;7;4148;
1082;Midtjylland;2022-02-15;4;4152;
1084;Hovedstaden;2022-02-15;13;4165;
1083;Syddanmark;2022-02-16;12;4177;
1085;Sjælland;2022-02-16;3;4180;
1081;Nordjylland;2022-02-16;5;4185;
1082;Midtjylland;2022-02-16;8;4193;
1084;Hovedstaden;2022-02-16;8;4201;
1083;Syddanmark;2022-02-17;6;4207;
1085;Sjælland;2022-02-17;7;4214;
1081;Nordjylland;2022-02-17;1;4215;
1082;Midtjylland;2022-02-17;10;4225;
1084;Hovedstaden;2022-02-17;7;4232;
1083;Syddanmark;2022-02-18;8;4240;
1085;Sjælland;2022-02-18;7;4247;
1081;Nordjylland;2022-02-18;5;4252;
1082;Midtjylland;2022-02-18;4;4256;
1084;Hovedstaden;2022-02-18;5;4261;
1083;Syddanmark;2022-02-19;8;4269;
1085;Sjælland;2022-02-19;5;4274;
1081;Nordjylland;2022-02-19;8;4282;
1082;Midtjylland;2022-02-19;8;4290;
1084;Hovedstaden;2022-02-19;8;4298;
1083;Syddanmark;2022-02-20;12;4310;
1085;Sjælland;2022-02-20;3;4313;
1081;Nordjylland;2022-02-20;5;4318;
1082;Midtjylland;2022-02-20;5;4323;
1084;Hovedstaden;2022-02-20;10;4333;
1083;Syddanmark;2022-02-21;12;4345;
1085;Sjælland;2022-02-21;4;4349;
1081;Nordjylland;2022-02-21;7;4356;
1082;Midtjylland;2022-02-21;6;4362;
1084;Hovedstaden;2022-02-21;5;4367;
1083;Syddanmark;2022-02-22;11;4378;
1085;Sjælland;2022-02-22;12;4390;
1081;Nordjylland;2022-02-22;4;4394;
1082;Midtjylland;2022-02-22;9;4403;
1084;Hovedstaden;2022-02-22;10;4413;
1083;Syddanmark;2022-02-23;11;4424;
1085;Sjælland;2022-02-23;8;4432;
1081;Nordjylland;2022-02-23;7;4439;
1082;Midtjylland;2022-02-23;5;4444;
1084;Hovedstaden;2022-02-23;7;4451;
1083;Syddanmark;2022-02-24;6;4457;
1085;Sjælland;2022-02-24;9;4466;
1081;Nordjylland;2022-02-24;4;4470;
1082;Midtjylland;2022-02-24;8;4478;
1084;Hovedstaden;2022-02-24;10;4488;
1083;Syddanmark;2022-02-25;11;4499;
1085;Sjælland;2022-02-25;10;4509;
1081;Nordjylland;2022-02-25;3;4512;
1082;Midtjylland;2022-02-25;8;4520;
1084;Hovedstaden;2022-02-25;7;4527;
1083;Syddanmark;2022-02-26;8;4535;
1085;Sjælland;2022-02-26;8;4543;
1081;Nordjylland;2022-02-26;4;4547;
1082;Midtjylland;2022-02-26;8;4555;
1084;Hovedstaden;2022-02-26;16;4571;
1083;Syddanmark;2022-02-27;11;4582;
1085;Sjælland;2022-02-27;4;4586;
1081;Nordjylland;2022-02-27;7;4593;
1082;Midtjylland;2022-02-27;10;4603;
1084;Hovedstaden;2022-02-27;10;4613;
1083;Syddanmark;2022-02-28;7;4620;
1085;Sjælland;2022-02-28;8;4628;
1081;Nordjylland;2022-02-28;6;4634;
1082;Midtjylland;2022-02-28;5;4639;
1084;Hovedstaden;2022-02-28;8;4647;
1083;Syddanmark;2022-03-01;12;4659;
1085;Sjælland;2022-03-01;11;4670;
1081;Nordjylland;2022-03-01;3;4673;
1082;Midtjylland;2022-03-01;9;4682;
1084;Hovedstaden;2022-03-01;8;4690;
1083;Syddanmark;2022-03-02;5;4695;
1085;Sjælland;2022-03-02;6;4701;
1081;Nordjylland;2022-03-02;7;4708;
1082;Midtjylland;2022-03-02;10;4718;
1084;Hovedstaden;2022-03-02;10;4728;
1083;Syddanmark;2022-03-03;10;4738;
1085;Sjælland;2022-03-03;6;4744;
1081;Nordjylland;2022-03-03;9;4753;
1082;Midtjylland;2022-03-03;11;4764;
1084;Hovedstaden;2022-03-03;11;4775;
1083;Syddanmark;2022-03-04;8;4783;
1085;Sjælland;2022-03-04;6;4789;
1081;Nordjylland;2022-03-04;12;4801;
1082;Midtjylland;2022-03-04;9;4810;
1084;Hovedstaden;2022-03-04;13;4823;
1083;Syddanmark;2022-03-05;23;4846;
1085;Sjælland;2022-03-05;4;4850;
1081;Nordjylland;2022-03-05;8;4858;
1082;Midtjylland;2022-03-05;6;4864;
1084;Hovedstaden;2022-03-05;6;4870;
1083;Syddanmark;2022-03-06;11;4881;
1085;Sjælland;2022-03-06;5;4886;
1081;Nordjylland;2022-03-06;5;4891;
1082;Midtjylland;2022-03-06;11;4902;
1084;Hovedstaden;2022-03-06;11;4913;
1083;Syddanmark;2022-03-07;17;4930;
1085;Sjælland;2022-03-07;5;4935;
1081;Nordjylland;2022-03-07;7;4942;
1082;Midtjylland;2022-03-07;10;4952;
1084;Hovedstaden;2022-03-07;7;4959;
1083;Syddanmark;2022-03-08;15;4974;
1085;Sjælland;2022-03-08;3;4977;
1081;Nordjylland;2022-03-08;4;4981;
1082;Midtjylland;2022-03-08;6;4987;
1084;Hovedstaden;2022-03-08;18;5005;
1083;Syddanmark;2022-03-09;6;5011;
1085;Sjælland;2022-03-09;4;5015;
1081;Nordjylland;2022-03-09;8;5023;
1082;Midtjylland;2022-03-09;12;5035;
1084;Hovedstaden;2022-03-09;13;5048;
1083;Syddanmark;2022-03-10;6;5054;
1085;Sjælland;2022-03-10;8;5062;
1081;Nordjylland;2022-03-10;3;5065;
1082;Midtjylland;2022-03-10;9;5074;
1084;Hovedstaden;2022-03-10;8;5082;
1083;Syddanmark;2022-03-11;8;5090;
1085;Sjælland;2022-03-11;5;5095;
1081;Nordjylland;2022-03-11;1;5096;
1082;Midtjylland;2022-03-11;10;5106;
1084;Hovedstaden;2022-03-11;8;5114;
1083;Syddanmark;2022-03-12;10;5124;
1085;Sjælland;2022-03-12;7;5131;
1081;Nordjylland;2022-03-12;5;5136;
1082;Midtjylland;2022-03-12;15;5151;
1084;Hovedstaden;2022-03-12;9;5160;
1083;Syddanmark;2022-03-13;12;5172;
1085;Sjælland;2022-03-13;4;5176;
1081;Nordjylland;2022-03-13;2;5178;
1082;Midtjylland;2022-03-13;5;5183;
1084;Hovedstaden;2022-03-13;7;5190;
1083;Syddanmark;2022-03-14;14;5204;
1085;Sjælland;2022-03-14;5;5209;
1081;Nordjylland;2022-03-14;4;5213;
1082;Midtjylland;2022-03-14;6;5219;
1084;Hovedstaden;2022-03-14;5;5224;
1083;Syddanmark;2022-03-15;10;5234;
1085;Sjælland;2022-03-15;3;5237;
1081;Nordjylland;2022-03-15;10;5247;
1082;Midtjylland;2022-03-15;7;5254;
1084;Hovedstaden;2022-03-15;12;5266;
1083;Syddanmark;2022-03-16;7;5273;
1085;Sjælland;2022-03-16;4;5277;
1081;Nordjylland;2022-03-16;6;5283;
1082;Midtjylland;2022-03-16;5;5288;
1084;Hovedstaden;2022-03-16;6;5294;
1083;Syddanmark;2022-03-17;4;5298;
1085;Sjælland;2022-03-17;8;5306;
1081;Nordjylland;2022-03-17;6;5312;
1082;Midtjylland;2022-03-17;6;5318;
1084;Hovedstaden;2022-03-17;11;5329;
1083;Syddanmark;2022-03-18;11;5340;
1085;Sjælland;2022-03-18;6;5346;
1081;Nordjylland;2022-03-18;2;5348;
1082;Midtjylland;2022-03-18;6;5354;
1084;Hovedstaden;2022-03-18;5;5359;
1083;Syddanmark;2022-03-19;6;5365;
1085;Sjælland;2022-03-19;6;5371;
1081;Nordjylland;2022-03-19;8;5379;
1082;Midtjylland;2022-03-19;2;5381;
1084;Hovedstaden;2022-03-19;3;5384;
1083;Syddanmark;2022-03-20;15;5399;
1085;Sjælland;2022-03-20;5;5404;
1081;Nordjylland;2022-03-20;9;5413;
1082;Midtjylland;2022-03-20;5;5418;
1084;Hovedstaden;2022-03-20;2;5420;
1083;Syddanmark;2022-03-21;6;5426;
