"Dato";"Regionskode";"Region";"Kategori";"Antal borgere";"timestamp_2025-10-21T10:00:08.562"
2020-06-01;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-01;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-01;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-04;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-04;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-04;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-06-05;;;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-05;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-06-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-05;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-06;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-06;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-07;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-07;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-06-08;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-08;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-10;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-11;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-12;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-12;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-12;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-13;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-06-13;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-14;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-15;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-15;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-16;;;Indlæggelse pga. covid-19;1;
2020-06-16;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-06-16;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-16;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-16;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-06-17;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-06-17;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-17;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-06-18;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-18;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-18;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-18;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-19;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-19;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-19;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-06-20;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-20;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-06-21;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-06-21;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-22;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-06-22;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-22;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-22;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-22;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-23;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-23;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-06-23;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-24;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-24;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-24;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-06-25;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-06-25;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-25;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-26;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-06-27;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-06-27;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-06-28;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-06-28;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2020-06-28;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-06-29;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-06-29;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-07-01;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-01;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-02;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-02;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-02;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-07-02;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-07-03;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-03;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-07-03;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-05;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-05;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-05;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-07-06;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-06;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-06;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-07-07;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-07-08;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-09;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-10;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-07-10;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-11;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-07-11;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-11;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-07-12;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-14;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-14;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-14;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-07-15;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-15;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-15;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-16;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-17;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-17;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-17;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-18;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-07-19;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-19;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-20;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-20;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-20;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-21;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-21;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-22;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-22;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-22;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-07-23;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-23;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-07-24;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-24;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-25;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-25;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-25;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-07-25;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-26;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-07-26;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-07-27;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-07-27;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-28;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-07-29;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-07-29;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-07-29;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-30;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-07-30;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-07-30;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-07-31;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-01;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-08-01;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-02;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-02;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-03;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-08-03;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-03;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-03;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-03;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-04;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-04;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-04;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-08-05;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-08-05;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-05;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-08-06;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-06;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-06;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-07;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-08-07;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-08-07;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-08;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-08;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-08;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-09;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-09;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-10;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-10;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-10;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-10;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-11;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-11;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-11;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-12;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-12;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-13;;;Indlæggelse pga. covid-19;1;
2020-08-13;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-14;;;Indlæggelse pga. covid-19;1;
2020-08-14;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-14;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-08-14;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-16;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-16;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-08-16;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-17;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-17;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-08-17;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-17;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-17;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-18;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-19;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-19;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-19;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-19;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-19;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-20;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-20;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-20;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-08-20;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-20;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-21;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-21;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-21;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-22;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-22;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-23;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-23;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-23;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-08-24;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-24;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-25;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-08-25;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-26;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-08-26;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-26;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-26;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-08-27;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-08-28;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-28;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-28;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-08-29;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-08-29;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-30;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-08-30;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-08-31;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-08-31;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-08-31;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-08-31;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-01;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-09-02;;;Indlæggelse pga. covid-19;1;
2020-09-02;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-02;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-09-03;;;Indlæggelse pga. covid-19;1;
2020-09-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-03;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-04;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-04;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-04;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-04;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-05;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-09-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-05;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-05;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-05;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-05;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-06;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-06;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-09-06;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-06;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-06;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-07;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-07;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-09-07;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-07;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-07;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-08;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-09-08;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-08;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-08;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-09;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-09;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-09-09;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-09;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-09;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-09;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-09;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-10;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-09-10;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-10;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-10;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-09-10;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-10;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-11;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-11;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-09-11;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-11;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-09-12;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-09-12;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-12;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-12;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-12;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-12;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-12;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-09-13;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-13;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-13;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-13;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-14;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-09-14;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-14;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-09-14;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-14;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-14;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-15;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-15;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-15;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-15;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-16;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-09-16;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-16;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-16;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-09-16;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-16;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-17;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-17;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-09-17;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-17;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-17;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-17;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-17;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-17;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-09-18;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-18;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-18;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-09-18;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-18;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-18;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-19;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-09-19;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-19;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-09-19;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-09-19;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-19;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-19;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-09-20;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-09-20;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-09-20;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-09-20;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-20;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-20;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-09-20;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-21;;;Indlæggelse pga. covid-19;1;
2020-09-21;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-21;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-21;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-21;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-21;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-21;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-21;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-21;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-09-22;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-22;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-09-22;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-22;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-22;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-23;1084;Hovedstaden;Indlæggelse pga. covid-19;10;
2020-09-23;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-23;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-23;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-23;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-23;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-23;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;2;
