"Dato";"Regionskode";"Region";"Kategori";"Antal borgere";"timestamp_2025-10-21T10:00:08.562"
2022-08-22;1082;Midtjylland;Indlæggelse pga. covid-19;11;
2022-08-22;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-22;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-22;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-08-22;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-22;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-08-22;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-22;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-22;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2022-08-22;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-23;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-23;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2022-08-23;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-23;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-23;1082;Midtjylland;Indlæggelse pga. covid-19;9;
2022-08-23;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-23;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;5;
2022-08-23;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-23;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-23;1085;Sjælland;Indlæggelse pga. covid-19;4;
2022-08-23;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-08-23;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-23;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2022-08-23;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-24;;;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-24;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;6;
2022-08-24;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2022-08-24;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-08-24;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2022-08-24;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-24;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-24;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-08-24;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-24;1085;Sjælland;Indlæggelse pga. covid-19;6;
2022-08-24;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-24;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;6;
2022-08-24;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2022-08-24;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-25;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;8;
2022-08-25;1084;Hovedstaden;Indlæggelse pga. covid-19;12;
2022-08-25;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-08-25;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-25;1082;Midtjylland;Indlæggelse pga. covid-19;6;
2022-08-25;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-25;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-08-25;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-25;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-08-25;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-25;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-25;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2022-08-25;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-08-26;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5;
2022-08-26;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2022-08-26;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-08-26;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5;
2022-08-26;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-08-26;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-26;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-08-26;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-26;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-26;1085;Sjælland;Indlæggelse pga. covid-19;7;
2022-08-26;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-26;1083;Syddanmark;Indlæggelse pga. covid-19;6;
2022-08-26;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-27;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-27;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2022-08-27;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-08-27;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-27;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-08-27;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-27;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-27;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-08-27;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-27;1085;Sjælland;Indlæggelse pga. covid-19;2;
2022-08-27;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-27;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5;
2022-08-27;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-08-27;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-28;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-28;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2022-08-28;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-28;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-28;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-28;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-28;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2022-08-28;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-28;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-08-28;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-28;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-28;1083;Syddanmark;Indlæggelse pga. covid-19;6;
2022-08-28;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-29;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-29;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2022-08-29;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-29;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5;
2022-08-29;1082;Midtjylland;Indlæggelse pga. covid-19;7;
2022-08-29;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-08-29;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-29;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2022-08-29;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-29;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-29;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-08-29;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-29;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-29;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-08-30;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-30;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2022-08-30;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-30;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-30;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2022-08-30;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-08-30;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-30;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2022-08-30;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-30;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-08-30;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-30;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2022-08-30;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-08-31;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2022-08-31;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-08-31;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-08-31;1082;Midtjylland;Indlæggelse pga. covid-19;6;
2022-08-31;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-31;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-08-31;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-08-31;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-08-31;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;3;
2022-08-31;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-08-31;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-08-31;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-08-31;1083;Syddanmark;Indlæggelse pga. covid-19;6;
2022-08-31;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-01;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-01;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-01;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2022-09-01;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-01;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-01;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-09-01;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-01;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-01;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-09-01;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-01;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-01;1085;Sjælland;Indlæggelse pga. covid-19;2;
2022-09-01;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-01;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2022-09-01;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-02;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-02;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2022-09-02;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-09-02;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-02;1082;Midtjylland;Indlæggelse pga. covid-19;8;
2022-09-02;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-02;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-09-02;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-02;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-02;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-09-02;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-02;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-02;1083;Syddanmark;Indlæggelse pga. covid-19;8;
2022-09-02;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-03;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2022-09-03;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-03;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-03;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-09-03;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-03;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2022-09-03;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-03;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-03;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-03;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-03;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2022-09-03;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-04;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-04;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-04;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2022-09-04;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-04;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2022-09-04;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-04;1085;Sjælland;Indlæggelse pga. covid-19;2;
2022-09-04;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-04;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-04;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-09-04;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-05;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-05;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-09-05;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-05;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-09-05;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-05;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2022-09-05;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-05;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-05;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-05;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-05;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-05;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-09-05;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-06;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-06;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5;
2022-09-06;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2022-09-06;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-09-06;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-06;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2022-09-06;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-06;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-06;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-09-06;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-06;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-06;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-06;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-06;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-06;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2022-09-06;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-07;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-07;1084;Hovedstaden;Indlæggelse pga. covid-19;10;
2022-09-07;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-09-07;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2022-09-07;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-07;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2022-09-07;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-07;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-07;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-07;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-07;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-07;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2022-09-07;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-08;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-08;1084;Hovedstaden;Indlæggelse pga. covid-19;9;
2022-09-08;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-08;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-08;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-09-08;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-08;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-08;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-09-08;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-08;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-08;1085;Sjælland;Indlæggelse pga. covid-19;2;
2022-09-08;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-08;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2022-09-08;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-09;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;7;
2022-09-09;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-09;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-09;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-09;1082;Midtjylland;Indlæggelse pga. covid-19;7;
2022-09-09;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-09-09;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-09-09;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-09;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-09;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-09;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2022-09-09;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-10;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-10;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-10;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-10;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2022-09-10;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-10;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-10;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2022-09-10;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-10;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-10;1085;Sjælland;Indlæggelse pga. covid-19;1;
2022-09-10;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-10;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-10;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2022-09-11;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-11;1084;Hovedstaden;Indlæggelse pga. covid-19;10;
2022-09-11;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-11;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-11;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2022-09-11;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-11;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2022-09-11;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-11;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-11;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-09-11;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-09-11;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-12;1084;Hovedstaden;Indlæggelse pga. covid-19;11;
2022-09-12;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-12;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-12;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2022-09-12;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-12;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-12;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2022-09-12;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-12;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-12;1085;Sjælland;Indlæggelse pga. covid-19;4;
2022-09-12;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-12;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-12;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2022-09-12;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-13;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;8;
2022-09-13;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2022-09-13;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-13;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-13;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2022-09-13;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2022-09-13;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-13;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-13;1085;Sjælland;Indlæggelse pga. covid-19;4;
2022-09-13;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-13;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;7;
2022-09-13;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-09-13;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-14;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-14;;;Indlæggelse pga. covid-19;1;
2022-09-14;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5;
2022-09-14;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-14;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-14;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-14;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2022-09-14;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-14;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-09-14;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-14;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-14;1085;Sjælland;Indlæggelse pga. covid-19;2;
2022-09-14;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-14;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-14;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2022-09-14;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-15;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2022-09-15;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2022-09-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-15;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2022-09-15;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-15;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;4;
2022-09-15;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-09-15;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-09-15;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2022-09-15;1085;Sjælland;Indlæggelse pga. covid-19;3;
2022-09-15;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-09-15;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2;
2022-09-15;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2022-09-15;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-09-16;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;7;
2022-09-16;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2022-09-16;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-09-16;1082;Midtjylland;Indlæggelse pga. covid-19;3;
